20768 TRCID	CASRN	Nist-Mod
6380	94133	1 1 1 2 4 9 1 17 1 128
32099	70702	1 1 1 2 4 9 1 17 1 178
32012	93305465	1 1 1 2 4 9 1 18 2 106
21334	0	1 1 1 2 4 9 1 22 1 57 1 178
29647	99170715	1 1 1 2 4 9 1 32 1 36 1 77 1 122
12511	5145642	1 1 1 2 4 9 1 35
6379	94122	1 1 1 2 4 9 1 36 1 128
30666	31283144	1 1 1 2 4 9 2 10 1 105
11329	1484191	1 1 1 2 4 9 2 10 1 197
15659	96040936	1 1 1 2 4 9 2 10 6 11 1 301
22429	96040903	1 1 1 2 4 9 2 10 6 11 1 70 1 82
11570	22545137	1 1 1 2 4 9 2 12 1 14
15796	0	1 1 1 2 4 9 2 12 1 14
13067	32367547	1 1 1 2 4 9 2 12 1 78 1 79
12084	56147638	1 1 1 2 4 9 2 12 1 79
31714	37391529	1 1 1 2 4 9 3 10 4 78 1 307
33025	42287854	1 1 1 2 5 75 1 77 1 146
871	1123860	1 1 1 2 5 78 1 301
1748	1678917	1 1 1 2 5 78 1 79
2032	1940187	1 1 1 2 5 78 1 80 1 82
9903	14252325	1 1 1 2 5 9 1 10 1 19 1 66
285	101973	1 1 1 2 5 9 1 10 1 22
3508	4346183	1 1 1 2 5 9 1 10 1 22
4910	622855	1 1 1 2 5 9 1 10 1 25
10982	67377053	1 1 1 2 5 9 1 10 1 25 1 26 1 35 3 78 1 135 1 176
4909	622764	1 1 1 2 5 9 1 10 1 66
9596	2216946	1 1 1 2 5 9 1 10 1 66 1 77
7305	50066	1 1 1 2 5 9 1 10 2 125 1 302
7402	77214	1 1 1 2 5 9 1 10 2 78 1 125 1 302
343	103651	1 1 1 2 5 9 1 12
4870	62030368	1 1 1 2 5 9 1 12 1 14 1 305
31826	2361968	1 1 1 2 5 9 1 12 1 18 1 33 1 77
30588	6683927	1 1 1 2 5 9 1 12 1 19
30589	20795511	1 1 1 2 5 9 1 12 1 19
2111	2021285	1 1 1 2 5 9 1 12 1 22
7200	122703	1 1 1 2 5 9 1 12 1 22
11552	22002682	1 1 1 2 5 9 1 12 1 32
11162	1126712	1 1 1 2 5 9 1 12 1 34
16891	0	1 1 1 2 5 9 1 12 2 78 1 80 1 201
22619	0	1 1 1 2 5 9 1 12 3 78 1 203
16904	0	1 1 1 2 5 9 1 12 3 78 1 80 1 201
17788	63521799	1 1 1 2 5 9 1 12 4 78 1 203
2395	2315686	1 1 1 2 5 9 1 128
13153	1123859	1 1 1 2 5 9 1 13 1 14
12734	2439432	1 1 1 2 5 9 1 13 1 20
12620	13556611	1 1 1 2 5 9 1 13 1 44
8443	946394	1 1 1 2 5 9 1 13 1 77 1 78 1 79
24494	946383	1 1 1 2 5 9 1 13 1 77 1 78 1 79
14351	1588563	1 1 1 2 5 9 1 13 1 78 1 79
6349	93549	1 1 1 2 5 9 1 13 1 81
14011	103203572	1 1 1 2 5 9 1 13 4 78 1 79
7367	622800	1 1 1 2 5 9 1 157
6350	93550	1 1 1 2 5 9 1 178
4901	622388	1 1 1 2 5 9 1 187
6376	94020	1 1 1 2 5 9 1 22 1 178
66	3319037	1 1 1 2 5 9 1 34 1 178
286	101995	1 1 1 2 5 9 1 77 1 306
30753	1196812	1 1 1 2 5 9 2 10 1 187
31288	3770501	1 1 1 2 5 9 2 10 1 77 1 306
14518	204256086	1 1 1 2 5 9 2 10 2 11 1 12
17632	36043444	1 1 1 2 5 9 2 64 1 195
14985	49660700	1 1 1 2 6 78 1 202
11272	13151558	1 1 1 2 6 78 1 79
12362	770694	1 1 1 2 6 78 3 79 1 80
32595	18916171	1 1 1 2 6 9 1 10 1 12 3 17 3 26 2 79 1 81 1 132 1 178 2 206
25163	1613349	1 1 1 2 6 9 1 10 1 39
14876	39036652	1 1 1 2 6 9 2 10 1 11 1 12
16356	0	1 1 1 2 6 9 2 10 1 11 1 12
16357	54774899	1 1 1 2 6 9 2 10 1 11 1 12
22628	0	1 1 1 2 6 9 2 10 1 12 4 78 1 79 1 195
11275	13152028	1 1 1 2 7 78 1 79
243	1008179	1 1 1 2 7 78 3 79
1657	1618231	1 1 1 2 7 78 3 79
27646	1195524221	1 1 1 2 7 78 3 79
27647	877210327	1 1 1 2 7 78 3 79
27783	938294	1 1 1 2 7 78 3 79
27784	938307	1 1 1 2 7 78 3 79
1493	1508754	1 1 1 2 7 9 1 10 1 13 1 14 1 37 1 103
10821	94611151	1 1 1 2 7 9 1 10 1 25 1 71 1 116 1 130
10823	94611275	1 1 1 2 7 9 1 10 1 25 1 71 1 116 1 130
32966	90357065	1 1 1 2 7 9 1 10 1 71 1 74 1 82 1 116 1 122 1 302 1 306
18488	0	1 1 1 2 7 9 1 10 3 11 1 13
22589	86831201	1 1 1 2 7 9 1 12 1 71 1 116 1 130
2681	2765186	1 1 1 2 7 9 2 10 1 12
11507	2027192	1 1 1 2 7 9 2 10 1 12
10630	137528871	1 1 1 2 7 9 2 10 1 12 2 71
9675	3007907	1 1 1 2 7 9 2 10 1 128
9678	3007963	1 1 1 2 7 9 2 10 1 128
11676	2876633	1 1 1 2 7 9 2 10 1 178
32023	93321687	1 1 1 2 7 9 3 10 1 128 1 178
2218	2122705	1 1 1 2 7 9 3 10 1 22
11677	2876702	1 1 1 2 7 9 3 10 1 22
32033	94673606	1 1 1 2 7 9 4 10 1 100 1 178
10557	117067944	1 1 1 2 7 9 4 10 1 11 1 39 1 178
10558	117067955	1 1 1 2 7 9 4 10 1 11 1 39 1 178
10559	117067966	1 1 1 2 7 9 4 10 1 11 1 39 1 178
8033	53861	1 1 1 2 7 9 4 10 1 24 1 42 1 53 1 178 1 307
8723	0	1 1 1 2 8 78 1 202 1 203
18495	0	1 1 1 2 8 78 2 79 1 202
17328	2883069	1 1 1 2 8 78 3 79
960	117260	1 1 1 2 8 9 1 10 1 13 2 53 1 56
7312	510156	1 1 1 2 8 9 1 10 2 53 1 77 1 82 1 195
19832	91816	1 1 1 2 8 9 1 12 1 34 1 35 1 38
22052	93313054	1 1 1 2 8 9 2 10 1 11 1 12
8072	58743763	1 1 1 2 8 9 2 10 1 12 1 116
21399	3749777	1 1 1 2 8 9 2 10 1 25 1 26 2 124
15937	0	1 1 1 2 8 9 2 11 1 12 1 13
2370	2294828	1 1 1 2 8 9 3 10 1 13
8024	52709861	1 1 1 2 8 9 3 10 1 25 1 116
6065	86282	1 1 1 2 8 9 3 10 1 307
10556	117067933	1 1 1 2 8 9 4 10 1 39 1 178
16900	0	1 1 1 2 9 78 3 79
17869	66826957	1 1 1 2 9 78 3 79
17870	66826968	1 1 1 2 9 78 3 79
22172	66826946	1 1 1 2 9 78 3 79
10422	94262245	1 1 1 2 9 78 7 79
27050	771515549	1 1 1 2 9 9 1 10 1 11 1 87 1 125 1 195
27051	857037184	1 1 1 2 9 9 1 10 1 53 1 87 1 125 1 195
27053	51323570	1 1 1 2 9 9 1 10 1 57 1 87 1 125 1 195
12203	62155413	1 1 1 2 9 9 1 10 2 12
10755	13684565	1 1 1 2 9 9 1 10 2 77 2 306
316	10289459	1 1 1 2 9 9 2 10 1 12
2117	20282284	1 1 1 2 9 9 2 10 1 12
22501	875855859	1 1 1 2 9 9 2 10 1 13 1 81
3513	435972	1 1 1 2 9 9 2 10 1 13 1 82 1 126 1 203
27052	849190278	1 1 1 2 9 9 2 10 1 64 1 87 1 125 1 195
14926	42211336	1 1 1 2 9 9 6 10 1 12
15865	0	1 1 1 2 9 9 6 10 1 178
5633	75070	1 1 1 20
5750	76368	1 1 1 20 1 45 1 49
13132	7658084	1 1 1 20 2 206
13387	3615370	1 1 1 20 2 206
29578	634742	1 1 1 20 2 206
13830	89941	1 1 1 20 2 78 2 79 1 201
13905	6140632	1 1 1 20 4 78 1 80
4304	57556	1 1 1 205
19868	4254153	1 1 1 205
22066	4254142	1 1 1 205
5917	79209	1 1 1 21
4290	5726192	1 1 1 21 4 78 2 79
27262	22597235	1 1 1 21 4 78 2 79
27265	22597213	1 1 1 21 4 78 2 79
27244	16737307	1 1 1 21 5 78 1 80
27325	459756	1 1 1 22 1 146
8114	6290499	1 1 1 22 1 24
30745	2935902	1 1 1 22 1 60
6456	96322	1 1 1 22 1 64
30947	32804663	1 1 1 22 1 65
22128	0	1 1 1 22 1 78 1 79 1 121
1387	14352615	1 1 1 22 5 78 1 79
4898	6222351	1 1 1 22 5 78 1 79
521	107313	1 1 1 23
933	115106	1 1 1 24
10865	5314523	1 1 1 24 1 174
27331	17230330	1 1 1 24 1 25 1 26 1 78 1 79
27332	17230329	1 1 1 24 1 25 1 26 1 78 1 79
8686	932809	1 1 1 24 1 25 2 78 2 79
27723	7429289	1 1 1 24 1 25 2 78 2 79
9082	17230078	1 1 1 24 1 26 3 78 1 79
27722	17230089	1 1 1 24 1 26 3 78 1 79
17080	0	1 1 1 24 1 45
17556	25662333	1 1 1 24 1 77 2 78 1 79 1 202
14632	25662322	1 1 1 24 1 77 3 78 1 203
17561	25662413	1 1 1 24 1 77 3 78 1 79 1 202
14634	25662402	1 1 1 24 1 77 4 78 1 203
17558	25662355	1 1 1 24 2 78 1 79 1 202
6506	98677975	1 1 1 24 2 78 2 202
11295	13697842	1 1 1 24 2 78 2 202
14543	2161935	1 1 1 24 2 78 2 202
17557	25662344	1 1 1 24 3 78 1 203
12656	1728376	1 1 1 24 3 78 1 79 1 202
14400	1728387	1 1 1 24 4 78 1 203
33318	3672604	1 1 1 25 1 103
8536	17230158	1 1 1 25 1 26 1 74 3 78 1 79
27719	17230169	1 1 1 25 1 26 1 74 3 78 1 79
347	103753	1 1 1 25 1 26 2 78 1 201
5128	62957602	1 1 1 25 1 41
4926	623461	1 1 1 25 1 44 1 45
13809	687445	1 1 1 25 1 45 1 48
14551	22052819	1 1 1 25 1 74 1 75
10078	22052864	1 1 1 25 1 74 2 75
6654	163702054	1 1 1 25 1 74 3 75
10692	181214755	1 1 1 25 1 74 4 75
6865	512516	1 1 1 25 1 75 1 146
27778	22385348	1 1 1 25 1 78 1 125 1 202 1 203
23141	1487156	1 1 1 25 1 78 1 202
11539	2167397	1 1 1 25 1 78 1 79
32181	100792016	1 1 1 25 1 78 1 79 1 125
19982	55230256	1 1 1 25 1 78 1 79 1 201
13474	5261187	1 1 1 25 1 78 1 87
402	105408	1 1 1 25 1 92
13217	163702065	1 1 1 25 2 74 1 75 1 76
10708	203783577	1 1 1 25 2 74 2 75 1 76
6464	96479	1 1 1 25 2 78 1 79
9761	7326467	1 1 1 25 2 78 1 80 1 82
6741	297730939	1 1 1 25 3 74 2 75 2 76
22773	34884601	1 1 1 25 3 78 1 80 1 82
30874	26306401	1 1 1 25 4 78 1 79
30876	932923	1 1 1 25 5 78 1 79
510	1072475	1 1 1 26 1 27
832	1120974	1 1 1 26 1 27 1 78
514	1072704	1 1 1 26 1 78 1 125
579	108327	1 1 1 26 1 78 1 126
6659	16606556	1 1 1 26 1 78 1 126
6866	51260390	1 1 1 26 1 78 1 126
33143	0	1 1 1 26 2 74 2 76 2 146
9833	13039504	1 1 1 26 2 78 1 201
31946	6014422	1 1 1 26 2 79 2 81 1 206
8538	17230192	1 1 1 26 3 78 1 79 1 134
27717	17230205	1 1 1 26 3 78 1 79 1 134
26392	16325227	1 1 1 26 3 78 2 79
26713	16325238	1 1 1 26 3 78 2 79
33142	1450895518	1 1 1 26 4 75 2 146
1776	1696204	1 1 1 27 1 103
239	100743	1 1 1 27 1 78 1 190
1671	16302355	1 1 1 27 1 78 1 202
1232	13423159	1 1 1 27 1 78 1 79
6691	2167386	1 1 1 27 1 79
2592	26093630	1 1 1 27 2 78 1 79
22119	7525646	1 1 1 27 2 78 1 80 1 82
5632	75047	1 1 1 29
5897	78900	1 1 1 29 1 30
22550	32675755	1 1 1 3 1 18 1 32 1 92
10038	19746351	1 1 1 3 1 18 1 33 1 81 1 92
18321	0	1 1 1 3 1 21 1 65
10447	100256539	1 1 1 3 1 21 1 65 2 78 2 79 1 201
18315	0	1 1 1 3 1 24 1 107
28977	563644	1 1 1 3 1 24 1 81
18152	0	1 1 1 3 1 24 9 78 3 79
7123	515833	1 1 1 3 1 25 1 51 1 81
10139	52250756	1 1 1 3 1 25 2 44
13875	63283807	1 1 1 3 1 26 2 44 1 48
12626	144901	1 1 1 3 1 29 1 42
5902	78966	1 1 1 3 1 29 1 81
25054	2799179	1 1 1 3 1 29 1 81
30958	2799168	1 1 1 3 1 29 1 81
5549	80682	1 1 1 3 1 30 1 42 1 81
9749	7004048	1 1 1 3 1 30 1 42 1 81
25057	72195	1 1 1 3 1 30 1 42 1 81
26200	144989	1 1 1 3 1 30 1 42 1 81
28455	632202	1 1 1 3 1 30 1 42 1 81
25222	686442	1 1 1 3 1 30 1 42 1 81 1 100
10940	600215	1 1 1 3 1 31 1 42
320	103004	1 1 1 3 1 32 5 78 1 79 1 81
11754	34570597	1 1 1 3 1 4 4 64
12946	62127495	1 1 1 3 1 4 4 64
3770	50215	1 1 1 3 1 42 1 81
6973	79334	1 1 1 3 1 42 1 81
13137	10326417	1 1 1 3 1 42 1 81
1161	127004	1 1 1 3 1 44 1 81
10442	99418607	1 1 1 3 1 45 1 49 1 55 1 81
30803	100524605	1 1 1 3 1 5 1 131
140	6737117	1 1 1 3 1 5 1 21
10503	106167902	1 1 1 3 1 5 1 21 2 78 2 79 1 201
18314	0	1 1 1 3 1 5 1 24
16368	0	1 1 1 3 1 5 1 24 1 66
30659	24615847	1 1 1 3 1 5 1 42 1 77
7004	22037736	1 1 1 3 1 5 1 64
9980	17527296	1 1 1 3 1 5 1 74 5 75 1 77
9984	17741605	1 1 1 3 1 5 1 74 9 75 1 77
4570	598323	1 1 1 3 1 5 1 81
10485	103274095	1 1 1 3 1 5 2 78 2 79 1 81 1 201
9436	702001	1 1 1 3 1 5 5 9 1 187
9448	759182	1 1 1 3 1 51 1 56 1 81
5700	76006	1 1 1 3 1 51 1 81
9685	3156738	1 1 1 3 1 55 1 81
2118	2028639	1 1 1 3 1 65 1 81
10487	103385644	1 1 1 3 1 65 2 78 2 79 1 81 1 201
18599	0	1 1 1 3 1 7 1 69 1 81
13024	82481252	1 1 1 3 1 7 2 24 1 77
12848	52111974	1 1 1 3 1 7 2 64
7682	374016	1 1 1 3 1 74 1 81
18685	1573542	1 1 1 3 1 8 1 64 2 69
22272	4435501	1 1 1 3 1 81 1 205
2402	2319611	1 1 1 3 10 78 2 79
22742	29193553	1 1 1 3 10 9 1 10 1 42 1 82 1 195
22782	35921961	1 1 1 3 10 9 1 12 1 42 1 82 1 195
22783	35947616	1 1 1 3 10 9 1 12 1 42 1 82 1 195
29506	156081	1 1 1 3 10 9 2 12 1 34
17176	66374865	1 1 1 3 14 78 10 79
11993	54934702	1 1 1 3 14 78 6 79
16570	0	1 1 1 3 2 131
4069	542109	1 1 1 3 2 21
3637	4637245	1 1 1 3 2 24 1 34
3883	516052	1 1 1 3 2 42
4804	616193	1 1 1 3 2 44
756	1115088	1 1 1 3 2 5
4207	557915	1 1 1 3 2 64
5275	6482264	1 1 1 3 2 64 1 77
17051	382092	1 1 1 3 2 74
5776	765424	1 1 1 3 2 78 1 79 1 81
23150	4433561	1 1 1 3 2 81
27635	1252932276	1 1 1 3 2 9 1 25 1 81 1 160
30591	2309479	1 1 1 3 2 9 1 81 1 105
13421	4208644	1 1 1 3 2 9 1 81 1 160
26198	52829988	1 1 1 3 4 78 1 79 1 81
21835	18325752	1 1 1 3 4 78 1 81 1 202
9120	123297905	1 1 1 3 4 9 1 10 1 17 1 81 1 161 2 178
9149	139067688	1 1 1 3 4 9 1 10 1 17 1 81 1 161 2 178
9150	139067699	1 1 1 3 4 9 1 10 1 17 1 81 1 161 2 178
9151	80931346	1 1 1 3 4 9 1 10 1 17 1 81 1 161 2 178
18145	0	1 1 1 3 4 9 1 10 1 17 1 81 1 161 2 178
18146	0	1 1 1 3 4 9 1 10 1 17 1 81 1 161 2 178
17292	62947539	1 1 1 3 5 78 1 79 1 80 1 81
25192	40297696	1 1 1 3 5 9 1 10 1 32 1 42
13084	7632102	1 1 1 3 5 9 1 12 1 31
23525	537462	1 1 1 3 5 9 1 12 1 31
17592	29527875	1 1 1 3 5 9 1 12 1 63
7903	2114398	1 1 1 3 5 9 1 12 1 64
1457	698873	1 1 1 3 5 9 1 12 1 81
19808	321982	1 1 1 3 5 9 1 13 1 31 1 81
21124	299423	1 1 1 3 5 9 1 13 1 31 1 81
27639	21087194	1 1 1 3 5 9 1 13 2 64
24655	91251977	1 1 1 3 5 9 2 24 1 307
963	117522	1 1 1 3 6 9 2 10 1 19 1 82 1 126 1 160 1 203
11878	4413212	1 1 1 3 8 78 2 79
2836	302727	1 1 1 30 1 42
3037	338692	1 1 1 30 1 42
4246	56417	1 1 1 30 1 42
7721	1188018	1 1 1 30 1 42 1 100
10925	687694	1 1 1 30 1 42 1 100
7961	927219	1 1 1 30 1 42 2 100
11125	5123422	1 1 1 30 1 42 3 100
10049	20296735	1 1 1 30 1 42 4 100
28579	13392284	1 1 1 30 6 78 3 79 1 80
1144	124403	1 1 1 31
1839	1741011	1 1 1 31 1 34
14992	50453582	1 1 1 31 4 78 2 79
10901	107299	1 1 1 310
13273	21243323	1 1 1 32 1 101
4130	5459938	1 1 1 32 5 78 1 79
5175	632224	1 1 1 34 1 101
6262	926647	1 1 1 34 1 41
1955	18636914	1 1 1 34 4 78 1 79
6518	98942	1 1 1 34 5 78 1 79
33468	85034088	1 1 1 35 2 74
626	109080	1 1 1 37 1 38
31996	93306742	1 1 1 4 1 25 1 66 4 78 2 79 1 82
10695	186493823	1 1 1 4 1 25 3 74
31020	3230691	1 1 1 4 1 5 1 65 1 82
22781	35921949	1 1 1 4 15 9 2 12 1 42 1 82 1 195
26360	597320	1 1 1 4 2 44 1 82
1400	1445450	1 1 1 4 3 24
16439	0	1 1 1 4 3 5
2385	2311140	1 1 1 4 3 64
16329	0	1 1 1 4 3 64 1 77
496	107120	1 1 1 41
396	105340	1 1 1 41 1 77
5247	64197	1 1 1 42
4089	543248	1 1 1 42 1 100
5931	79425	1 1 1 42 1 192
9388	598787	1 1 1 42 1 45
11150	62571862	1 1 1 42 1 60 2 78 1 191 1 301
33442	0	1 1 1 42 1 64 4 78 1 79 1 80
29241	600237	1 1 1 42 1 77
5401	6914767	1 1 1 42 2 78 1 80
31407	42856713	1 1 1 42 2 78 1 80 1 188
21204	0	1 1 1 42 2 78 2 79 1 201
33443	5333313	1 1 1 42 3 78 1 79 1 202
26655	4541439	1 1 1 42 3 78 2 79
33444	41248151	1 1 1 42 4 78 1 79 1 80 1 82
26695	73873480	1 1 1 42 4 78 2 79
867	1123257	1 1 1 42 5 78 1 80
5628	75003	1 1 1 44
4081	542814	1 1 1 44 1 135
14944	430466	1 1 1 44 1 143
3438	420973	1 1 1 44 1 144
7112	78875	1 1 1 44 1 45
21872	74282283	1 1 1 44 1 45
12681	18963014	1 1 1 44 1 46 1 48
18603	0	1 1 1 44 1 46 1 51
3251	374185	1 1 1 44 1 46 1 74
28670	177472876	1 1 1 44 1 48 2 49 2 78 1 79 2 80
2925	3175233	1 1 1 44 1 49
12522	3355177	1 1 1 44 1 66
1923	18338404	1 1 1 44 2 45
11721	31702337	1 1 1 44 2 69 1 70
4585	598776	1 1 1 45 1 48
5957	812033	1 1 1 45 1 51
4510	593964	1 1 1 45 1 64
9323	421476	1 1 1 45 1 74
28669	177334495	1 1 1 45 2 48 1 49 2 78 1 79 2 80
28675	177334508	1 1 1 45 2 48 2 49 1 78 1 79 2 80
17450	142857441	1 1 1 45 3 78 1 79
17696	53501512	1 1 1 45 3 78 1 79
6318	931680	1 1 1 45 4 78 1 79
13783	558623	1 1 1 46 1 48 1 74
14845	374447	1 1 1 46 1 51 1 74
16981	0	1 1 1 46 1 64 1 74
16101	0	1 1 1 46 2 64
4857	6196856	1 1 1 46 4 78
6320	931782	1 1 1 46 5 78
15278	66344681	1 1 1 46 6 78
16659	0	1 1 1 46 7 78
5652	75343	1 1 1 48
10019	19021455	1 1 1 48 1 171
1191	13116604	1 1 1 48 1 49
956	116541	1 1 1 48 1 77
12275	676926	1 1 1 49 1 64
932	115071	1 1 1 5
275	10152768	1 1 1 5 1 135
9417	627509	1 1 1 5 1 135
1669	1629589	1 1 1 5 1 19
30365	98272572	1 1 1 5 1 19 1 22
399	105384	1 1 1 5 1 22
31218	3724558	1 1 1 5 1 22
661	109922	1 1 1 5 1 25
27369	433223520	1 1 1 5 1 25 1 26 1 78 1 79
27370	20580750	1 1 1 5 1 25 1 26 1 78 1 79
4235	563520	1 1 1 5 1 45
2101	2004708	1 1 1 5 1 6
13206	1574410	1 1 1 5 1 6
19919	504609	1 1 1 5 1 6
18756	40338612	1 1 1 5 1 6 1 22
8731	0	1 1 1 5 1 6 1 25
19021	0	1 1 1 5 1 6 4 9 1 10 1 12
5262	646059	1 1 1 5 1 66
5889	78795	1 1 1 5 1 7
16684	0	1 1 1 5 1 7 1 66
30686	16262489	1 1 1 5 1 7 4 9 2 10
6457	96333	1 1 1 5 1 77
9360	526352	1 1 1 5 1 79 1 87 1 126
8651	69586749	1 1 1 5 1 8 1 24
8652	69586750	1 1 1 5 1 8 1 24
10441	99177272	1 1 1 5 1 8 2 78 1 79 1 201
19008	0	1 1 1 5 1 8 5 9 1 10
14866	38328175	1 1 1 5 10 9 1 10 1 195
14199	13038410	1 1 1 5 2 22
23870	2768027	1 1 1 5 2 24 1 176
11432	17679935	1 1 1 5 2 6
19901	0	1 1 1 5 2 6
20035	0	1 1 1 5 2 6
25450	24587255	1 1 1 5 2 6
1319	140761	1 1 1 5 2 9 1 10 1 38
22910	3514678	1 1 1 5 3 78 1 173
30692	17699864	1 1 1 5 3 78 1 79 1 202
8021	50471448	1 1 1 5 3 9 2 53 1 126 1 302 1 307
14582	23155977	1 1 1 5 4 78 1 203
16558	0	1 1 1 5 4 78 2 79
18338	0	1 1 1 5 4 78 2 79
71	3454077	1 1 1 5 4 9 1 10 1 12
5644	7525624	1 1 1 5 4 9 1 10 1 12
12345	7564638	1 1 1 5 4 9 1 10 1 12
17214	10537630	1 1 1 5 4 9 1 10 1 178
4129	5459405	1 1 1 5 4 9 2 10 1 25
22453	36617886	1 1 1 5 5 9 1 13
22075	0	1 1 1 5 5 9 1 13 1 78 2 79 1 201
22076	0	1 1 1 5 5 9 1 13 2 78 1 79 1 202
5532	71556	1 1 1 51
4588	598992	1 1 1 51 1 77
5918	79243	1 1 1 55
2511	2483570	1 1 1 55 1 77
9187	0	1 1 1 6 1 18
11714	3102338	1 1 1 6 1 18
1116	123739	1 1 1 6 1 20
21180	4170303	1 1 1 6 1 20
23868	15798648	1 1 1 6 1 20
8518	13168973	1 1 1 6 1 22 1 24
8520	13214136	1 1 1 6 1 22 1 24
19081	0	1 1 1 6 1 22 1 24
8751	4188696	1 1 1 6 1 24
13420	4188685	1 1 1 6 1 24
6896	5788170	1 1 1 6 1 24 1 77
15075	5739811	1 1 1 6 1 24 1 77
6702	23521495	1 1 1 6 1 25 1 64
21834	16339881	1 1 1 6 1 25 1 64
13061	23679212	1 1 1 6 1 25 1 69
13062	23679223	1 1 1 6 1 25 1 69
18802	70028089	1 1 1 6 1 25 2 78 1 79
18934	0	1 1 1 6 1 26 1 27 1 78
13704	7182094	1 1 1 6 1 35 4 78
9957	16529661	1 1 1 6 1 41
9958	16545781	1 1 1 6 1 41
30394	4635874	1 1 1 6 1 41
555	107937	1 1 1 6 1 42
22229	3724650	1 1 1 6 1 42
30788	503640	1 1 1 6 1 42
26779	2756878	1 1 1 6 1 42 1 77
3706	4894615	1 1 1 6 1 44
12535	4628211	1 1 1 6 1 44
20066	591979	1 1 1 6 1 44
8242	590147	1 1 1 6 1 64
13075	590136	1 1 1 6 1 64
13076	590158	1 1 1 6 1 64
11347	1574409	1 1 1 6 1 65
11501	2004695	1 1 1 6 1 65
19262	2206237	1 1 1 6 1 65
8890	590216	1 1 1 6 1 69
11364	16136848	1 1 1 6 1 69
11365	16136859	1 1 1 6 1 69
14546	21919517	1 1 1 6 1 7 5 9 1 10
27760	355953	1 1 1 6 1 74 2 75
31766	646030399	1 1 1 6 1 8 9 9 1 12 1 178 1 307
23019	0	1 1 1 6 2 24 1 26
23020	0	1 1 1 6 2 24 1 26
18989	0	1 1 1 6 2 9 1 10 3 11
18639	10599550	1 1 1 6 2 9 1 160
31671	20675950	1 1 1 6 2 9 3 10 1 17 2 24
10059	20733942	1 1 1 6 2 9 3 10 1 17 2 24 1 77
29233	2883989	1 1 1 6 2 9 4 10 3 24
18748	36193530	1 1 1 6 3 78 1 202
18757	41965202	1 1 1 6 3 9 1 10 2 11
18983	0	1 1 1 6 3 9 1 10 2 11
18984	0	1 1 1 6 3 9 1 10 2 11
19981	97541	1 1 1 6 3 9 2 10 1 17 1 24
31666	5932683	1 1 1 6 3 9 2 10 1 17 1 24
31673	1076557	1 1 1 6 3 9 2 10 1 17 1 24
32627	5912867	1 1 1 6 3 9 2 10 1 17 1 24
9604	2309071	1 1 1 6 3 9 2 10 1 17 1 24 1 77
8243	699149	1 1 1 6 4 78 1 190
21712	0	1 1 1 6 4 78 1 202
9126	2077294	1 1 1 6 4 9 1 10 1 11
9127	2077307	1 1 1 6 4 9 1 10 1 11
9128	2077318	1 1 1 6 4 9 1 10 1 11
9129	2077330	1 1 1 6 4 9 1 10 1 11
18858	0	1 1 1 6 4 9 1 10 1 11
19960	3943973	1 1 1 6 4 9 1 10 1 17 1 77
27039	23784625	1 1 1 6 4 9 1 10 1 53 1 100
9538	1608362	1 1 1 6 4 9 1 10 1 57 1 77
7623	4180238	1 1 1 6 4 9 2 10 1 24
22218	104461	1 1 1 6 4 9 2 10 1 24
26974	23784738	1 1 1 6 4 9 2 10 1 24 1 100
9147	0	1 1 1 6 4 9 2 10 1 24 1 77
9148	0	1 1 1 6 4 9 2 10 1 24 1 77
9005	5364830	1 1 1 6 5 78 1 79
7108	637503	1 1 1 6 5 9 1 10
13634	766905	1 1 1 6 5 9 1 10
13648	873665	1 1 1 6 5 9 1 10
27004	23784454	1 1 1 6 5 9 1 10 1 100
19857	1754627	1 1 1 6 5 9 1 10 1 77
23493	103264	1 1 1 6 5 9 1 10 1 77
8388	1560061	1 1 1 6 5 9 1 12
12444	935002	1 1 1 6 5 9 1 12
26380	65416242	1 1 1 6 5 9 1 12 1 77
9195	0	1 1 1 6 5 9 1 122
9196	0	1 1 1 6 5 9 1 122
9193	0	1 1 1 6 5 9 1 187
9194	0	1 1 1 6 5 9 1 187
8528	1565919	1 1 1 6 6 9 1 10 1 25 1 160 1 178
22537	22767777	1 1 1 6 7 9 3 10
22333	41658008	1 1 1 6 9 9 3 10
5634	75081	1 1 1 60
5615	74884	1 1 1 63
4955	624668	1 1 1 63 1 66
25963	40201910	1 1 1 63 2 66
5610	74839	1 1 1 64
2100	2003829	1 1 1 64 1 66
14923	420439	1 1 1 64 1 75
25964	40201943	1 1 1 64 2 66
14503	19872992	1 1 1 64 4 78 1 80
5123	6294402	1 1 1 64 4 78 2 79
11301	13905481	1 1 1 64 4 78 2 79
12441	931771	1 1 1 64 5 78 1 80
8148	74997	1 1 1 65
3715	4911551	1 1 1 65 1 66
6246	922678	1 1 1 65 1 77
9320	406417	1 1 1 66 1 74
15050	5623790	1 1 1 66 4 78 1 79
1969	18736953	1 1 1 66 5 78 1 79
8177	814788	1 1 1 7 1 18
5894	78853	1 1 1 7 1 20
575	108225	1 1 1 7 1 21
951	116110	1 1 1 7 1 24
17076	0	1 1 1 7 1 24 1 45
15499	82481229	1 1 1 7 1 24 1 45 1 77
12297	69697810	1 1 1 7 1 24 2 78 1 79 1 202
17079	0	1 1 1 7 1 25 1 44
3669	4786190	1 1 1 7 1 41
5930	79414	1 1 1 7 1 42
