253	q	EOK(K)	 b(cc/	k10	k11	KadNm3	eDon	eAcc	nDegree	#eDs	#eAs	idCas	Name
1241	4.6309	214.41	41.641	-0.7	2	0.0004	1280	3960	2	1	1	110634	14-BUTANEDIOL                 
1242	8.0804	183.6	42.308	-0.7	2	0.0004	1280	3960	2	1	1	111295	15-PENTANEDIOL                
1244	3.22	263.73	37.534	-0.7	2	0.0004	1280	3960	2	1	1	120809	12-BENZENEDIOL                
1245	3.6084	271.65	38.056	-0.7	2	0.0004	1280	3960	2	1	1	108463	13-BENZENEDIOL                
1248	5.312	249.79	28.863	-0.7	2	0.0004	1280	3960	3	1	1	87661	123-BENZENETRIOL              
1701	1.0126	229.57	30.151	-0.7	2	0.001	2140	860	1	1	1	74895	METHYLAMINE                   
1702	2.4944	170.2	31.674	-0.7	2	0.0004	1315	305	1	1	1	124403	DIMETHYLAMINE                 
1704	1.9514	192.28	34.322	-0.7	2	0.001	730	1470	1	1	1	75047	ETHYLAMINE                    
1705	2.4611	204.85	56.112	-0.7	2	0.001	730	1470	1	1	1	594398	2-METHYL-2-AMINOBUTANE        
1707	3.2845	194.44	62.13	-0.7	2	0.0004	1010	1010	1	1	1	142847	DI-n-PROPYLAMINE              
1710	2.4904	193.5	51.79	-0.7	2	0.0004	1010	1010	1	1	1	109897	DIETHYLAMINE                  
1711	2.1423	203.33	42.834	-0.7	2	0.001	730	1470	1	1	1	107108	n-PROPYLAMINE                 
1712	2.4607	206.97	49.495	-0.7	2	0.001	730	1470	1	1	1	109739	n-BUTYLAMINE                  
1713	2.9932	201.62	56.919	-0.7	2	0.001	730	1470	1	1	1	110587	n-PENTYLAMINE                 
