IdDippr	T(K)	P(Mpa)	rho(g/cm3)	D(cm2/s)
2	168	200	0.6507	0.0000151	Greiner, Schmid, JCP 94,1991
2	182	25	0.56714	0.0000427	Greiner, Schmid, JCP 94,1991
2	182	50	0.58276	0.000037	Greiner, Schmid, JCP 94,1991
2	182	100	0.60697	0.0000294	Greiner, Schmid, JCP 94,1991
2	182	150	0.62597	0.000024	Greiner, Schmid, JCP 94,1991
2	182	200	0.64186	0.0000202	Greiner, Schmid, JCP 94,1991
2	202	25	0.54631	0.0000604	Greiner, Schmid, JCP 94,1991
2	202	50	0.56459	0.0000505	Greiner, Schmid, JCP 94,1991
2	202	100	0.59179	0.000038	Greiner, Schmid, JCP 94,1991
2	202	150	0.61253	0.0000327	Greiner, Schmid, JCP 94,1991
2	202	200	0.62961	0.0000276	Greiner, Schmid, JCP 94,1991
2	223	25	0.52388	0.0000789	Greiner, Schmid, JCP 94,1991
2	223	50	0.54554	0.0000686	Greiner, Schmid, JCP 94,1991
2	223	100	0.5762	0.0000531	Greiner, Schmid, JCP 94,1991
2	223	150	0.59884	0.0000434	Greiner, Schmid, JCP 94,1991
2	223	200	0.61718	0.0000375	Greiner, Schmid, JCP 94,1991
2	251	25	0.49279	0.000113	Greiner, Schmid, JCP 94,1991
2	251	50	0.52012	0.0000944	Greiner, Schmid, JCP 94,1991
2	251	100	0.55594	0.0000718	Greiner, Schmid, JCP 94,1991
2	251	150	0.58121	0.0000594	Greiner, Schmid, JCP 94,1991
2	261	200	0.60124	0.0000528	Greiner, Schmid, JCP 94,1991
2	273	25	0.46716	0.000146	Greiner, Schmid, JCP 94,1991
2	273	50	0.5001	0.000118	Greiner, Schmid, JCP 94,1991
2	273	100	0.54041	0.0000891	Greiner, Schmid, JCP 94,1991
2	273	150	0.56782	0.0000724	Greiner, Schmid, JCP 94,1991
2	273	200	0.58919	0.0000627	Greiner, Schmid, JCP 94,1991
2	294	25	0.4415	0.000187	Greiner, Schmid, JCP 94,1991
2	294	50	0.48097	0.00014	Greiner, Schmid, JCP 94,1991
2	294	100	0.5259	0.000103	Greiner, Schmid, JCP 94,1991
2	294	150	0.55542	0.0000857	Greiner, Schmid, JCP 94,1991
2	294	200	0.57806	0.000073	Greiner, Schmid, JCP 94,1991
2	319	25	0.40933	0.000238	Greiner, Schmid, JCP 94,1991
2	319	50	0.45823	0.000181	Greiner, Schmid, JCP 94,1991
2	319	100	0.50906	0.000131	Greiner, Schmid, JCP 94,1991
2	319	150	0.54109	0.000107	Greiner, Schmid, JCP 94,1991
2	319	200	0.56524	0.0000898	Greiner, Schmid, JCP 94,1991
2	348	25	0.37004	0.000316	Greiner, Schmid, JCP 94,1991
2	348	50	0.43204	0.000228	Greiner, Schmid, JCP 94,1991
2	348	100	0.49009	0.00016	Greiner, Schmid, JCP 94,1991
2	348	150	0.52507	0.000129	Greiner, Schmid, JCP 94,1991
2	348	200	0.55093	0.000108	Greiner, Schmid, JCP 94,1991
2	393	25	0.30817	0.000464	Greiner, Schmid, JCP 94,1991
2	393	50	0.39249	0.000302	Greiner, Schmid, JCP 94,1991
2	393	100	0.46199	0.000207	Greiner, Schmid, JCP 94,1991
2	393	150	0.50143	0.000173	Greiner, Schmid, JCP 94,1991
2	393	200	0.52986	0.000142	Greiner, Schmid, JCP 94,1991
2	454	25	0.23782	0.000716	Greiner, Schmid, JCP 94,1991
2	454	50	0.34305	0.000432	Greiner, Schmid, JCP 94,1991
2	454	100	0.42666	0.000305	Greiner, Schmid, JCP 94,1991
2	454	150	0.47171	0.000239	Greiner, Schmid, JCP 94,1991
2	454	200	0.50335	0.000208	Greiner, Schmid, JCP 94,1991
3	112	25	0.71502	0.00000249	Greiner, Schmid, JCP 94,1991
3	112	50	0.72315	0.00000199	Greiner, Schmid, JCP 94,1991
3	112	100	0.7375	0.00000144	Greiner, Schmid, JCP 94,1991
3	112	150	0.75002	0.00000102	Greiner, Schmid, JCP 94,1991
3	119	25	0.70841	0.00000345	Greiner, Schmid, JCP 94,1991
3	119	50	0.71693	0.00000265	Greiner, Schmid, JCP 94,1991
3	119	100	0.73189	0.00000193	Greiner, Schmid, JCP 94,1991
3	119	150	0.74487	0.00000137	Greiner, Schmid, JCP 94,1991
3	119	200	0.75644	0.00000101	Greiner, Schmid, JCP 94,1991
3	126	25	0.70183	0.00000425	Greiner, Schmid, JCP 94,1991
3	126	50	0.71077	0.00000352	Greiner, Schmid, JCP 94,1991
3	126	100	0.72635	0.00000252	Greiner, Schmid, JCP 94,1991
3	126	150	0.73979	0.00000178	Greiner, Schmid, JCP 94,1991
3	126	200	0.75171	0.00000134	Greiner, Schmid, JCP 94,1991
3	135	25	0.69342	0.00000598	Greiner, Schmid, JCP 94,1991
3	135	50	0.70292	0.000005	Greiner, Schmid, JCP 94,1991
3	135	100	0.71932	0.00000364	Greiner, Schmid, JCP 94,1991
3	135	150	0.73335	0.0000027	Greiner, Schmid, JCP 94,1991
3	135	200	0.74571	0.000002	Greiner, Schmid, JCP 94,1991
3	144	25	0.68506	0.00000752	Greiner, Schmid, JCP 94,1991
3	144	50	0.69514	0.0000066	Greiner, Schmid, JCP 94,1991
3	144	100	0.71239	0.00000484	Greiner, Schmid, JCP 94,1991
3	144	150	0.72701	0.00000367	Greiner, Schmid, JCP 94,1991
3	144	200	0.73982	0.00000275	Greiner, Schmid, JCP 94,1991
3	154	25	0.67581	0.0000102	Greiner, Schmid, JCP 94,1991
3	154	50	0.68658	0.00000878	Greiner, Schmid, JCP 94,1991
3	154	100	0.70479	0.0000066	Greiner, Schmid, JCP 94,1991
3	154	150	0.72008	0.00000499	Greiner, Schmid, JCP 94,1991
3	154	200	0.73339	0.00000394	Greiner, Schmid, JCP 94,1991
3	165	25	0.66567	0.00001336	Greiner, Schmid, JCP 94,1991
3	165	50	0.67724	0.000011133	Greiner, Schmid, JCP 94,1991
3	165	100	0.69656	0.0000081	Greiner, Schmid, JCP 94,1991
3	165	150	0.71259	0.00000663	Greiner, Schmid, JCP 94,1991
3	165	200	0.72645	0.00000517	Greiner, Schmid, JCP 94,1991
3	185	25	0.64728	0.00002	Greiner, Schmid, JCP 94,1991
3	185	50	0.66046	0.00001719	Greiner, Schmid, JCP 94,1991
3	185	100	0.68191	0.00001304	Greiner, Schmid, JCP 94,1991
3	185	150	0.69933	0.00001044	Greiner, Schmid, JCP 94,1991
3	185	200	0.71419	0.00000849	Greiner, Schmid, JCP 94,1991
3	203	25	0.63071	0.0000279	Greiner, Schmid, JCP 94,1991
3	203	50	0.64553	0.0000237	Greiner, Schmid, JCP 94,1991
3	203	100	0.66904	0.00001821	Greiner, Schmid, JCP 94,1991
3	203	150	0.68775	0.00001452	Greiner, Schmid, JCP 94,1991
3	203	200	0.70352	0.00001186	Greiner, Schmid, JCP 94,1991
3	221	25	0.61404	0.00003677	Greiner, Schmid, JCP 94,1991
3	221	50	0.63073	0.00003103	Greiner, Schmid, JCP 94,1991
3	221	100	0.65646	0.00002389	Greiner, Schmid, JCP 94,1991
3	221	150	0.6765	0.00001924	Greiner, Schmid, JCP 94,1991
3	221	200	0.69319	0.00001585	Greiner, Schmid, JCP 94,1991
3	243	25	0.59345	0.00005133	Greiner, Schmid, JCP 94,1991
3	243	50	0.61277	0.00004315	Greiner, Schmid, JCP 94,1991
3	243	100	0.64143	0.00003305	Greiner, Schmid, JCP 94,1991
3	243	150	0.66316	0.00002687	Greiner, Schmid, JCP 94,1991
3	243	200	0.68098	0.00002232	Greiner, Schmid, JCP 94,1991
3	273	25	0.56475	0.00007329	Greiner, Schmid, JCP 94,1991
3	273	50	0.58843	0.00006106	Greiner, Schmid, JCP 94,1991
3	273	100	0.6215	0.00004644	Greiner, Schmid, JCP 94,1991
3	273	150	0.64563	0.00003769	Greiner, Schmid, JCP 94,1991
3	294	25	0.54411	0.00009095	Greiner, Schmid, JCP 94,1991
3	294	50	0.57146	0.00007036	Greiner, Schmid, JCP 94,1991
3	294	100	0.60792	0.0000565	Greiner, Schmid, JCP 94,1991
3	294	150	0.63379	0.00004575	Greiner, Schmid, JCP 94,1991
3	323	25	0.51468	0.0001231	Greiner, Schmid, JCP 94,1991
3	323	50	0.54811	0.00009992	Greiner, Schmid, JCP 94,1991
3	323	100	0.58964	0.00007411	Greiner, Schmid, JCP 94,1991
3	323	150	0.61797	0.00006078	Greiner, Schmid, JCP 94,1991
3	323	200	0.64	0.00005121	Greiner, Schmid, JCP 94,1991
3	353	25	0.48296	0.0001571	Greiner, Schmid, JCP 94,1991
3	353	50	0.52409	0.0001229	Greiner, Schmid, JCP 94,1991
3	353	100	0.57131	0.00009069	Greiner, Schmid, JCP 94,1991
3	353	150	0.60224	0.00007373	Greiner, Schmid, JCP 94,1991
3	353	200	0.62586	0.00006107	Greiner, Schmid, JCP 94,1991
3	397	25	0.43411	0.0002217	Greiner, Schmid, JCP 94,1991
3	397	50	0.48931	0.0001661	Greiner, Schmid, JCP 94,1991
3	397	100	0.54547	0.0001191	Greiner, Schmid, JCP 94,1991
3	397	150	0.58026	0.00009563	Greiner, Schmid, JCP 94,1991
3	397	200	0.60616	0.00008008	Greiner, Schmid, JCP 94,1991
3	453	25	0.36961	0.000329	Greiner, Schmid, JCP 94,1991
3	453	50	0.44645	0.000228	Greiner, Schmid, JCP 94,1991
3	453	100	0.51445	0.0001597	Greiner, Schmid, JCP 94,1991
3	453	150	0.55405	0.0001267	Greiner, Schmid, JCP 94,1991
3	453	200	0.58275	0.0001063	Greiner, Schmid, JCP 94,1991
3	135	3.8324E-05	0.68271	0.0000073	Greiner, Schmid, JCP 94,1991
3	139	6.8401E-05	0.67866	0.0000082	Greiner, Schmid, JCP 94,1991
3	149	0.00025006	0.6685	0.0000108	Greiner, Schmid, JCP 94,1991
3	163	0.001138925	0.6542	0.0000163	Greiner, Schmid, JCP 94,1991
3	188	0.009111493	0.62824	0.0000273	Greiner, Schmid, JCP 94,1991
3	208	0.03210425	0.6068	0.0000379	Greiner, Schmid, JCP 94,1991
3	228	0.088247024	0.58443	0.0000544	Greiner, Schmid, JCP 94,1991
5	293	0.1	0.575	0.000068	Vardag et al, Ber. Bunsenges. Phys.Chem. 94, 336-342, 1990
5	293	10	0.585	0.000062	Vardag et al, Ber. Bunsenges. Phys.Chem. 94, 336-342, 1990
5	293	50	0.63	0.000045	Vardag et al, Ber. Bunsenges. Phys.Chem. 94, 336-342, 1990
5	293	100	0.67	0.00004	Vardag et al, Ber. Bunsenges. Phys.Chem. 94, 336-342, 1990
5	293	150	0.685	0.00003	Vardag et al, Ber. Bunsenges. Phys.Chem. 94, 336-342, 1990
5	293	200	0.7	0.000021	Vardag et al, Ber. Bunsenges. Phys.Chem. 94, 336-342, 1990
5	177	50	0.7215	0.0000095	Bachl, F, Ludemann, HD
5	177	100	0.7409	0.000006	Bachl, F, Ludemann, HD
5	203	50	0.7009	0.000017	Bachl, F, Ludemann, HD
5	203	100	0.7228	0.000013	Bachl, F, Ludemann, HD
5	235	50	0.6761	0.000028	Bachl, F, Ludemann, HD
5	235	100	0.7013	0.00002	Bachl, F, Ludemann, HD
5	293	50	0.6323	0.000048	Bachl, F, Ludemann, HD
5	293	100	0.6644	0.000037	Bachl, F, Ludemann, HD
5	361	50	0.5824	0.00008	Bachl, F, Ludemann, HD
5	361	100	0.6241	0.000068	Bachl, F, Ludemann, HD
5	451	50	0.5181	0.00015	Bachl, F, Ludemann, HD
5	451	100	0.5749	0.0001	Bachl, F, Ludemann, HD
11	303.3	30	0.6792	0.000034	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274?
11	303.3	40	0.6869	0.000032	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274?
11	303.3	50	0.6940	0.000028	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274?
11	333.1	30	0.6572	0.000045	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274?
11	333.1	40	0.6661	0.000042	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274?
11	333.1	50	0.6741	0.000041	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274?
11	223.15	0.1	0.7193	0.0000132	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	223.15	48.7	0.7453	0.0000088	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	223.15	51.4	0.7466	0.0000086	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	223.15	100.7	0.7662	0.0000061	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	223.15	150.4	0.7820	0.0000043	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	248.15	0.1	0.6983	0.0000208	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	248.15	25.8	0.7155	0.0000168	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	248.15	55.7	0.7320	0.0000137	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	248.15	100.8	0.7519	0.0000102	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	248.15	154.4	0.7707	0.0000076	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	248.15	197.5	0.7832	0.0000059	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	273.15	0.1	0.6770	0.0000296	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	273.15	25	0.6966	0.0000247	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	273.15	25.2	0.6967	0.0000249	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	273.15	99.8	0.7374	0.0000151	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	273.15	152.3	0.7577	0.0000114	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	273.15	198.7	0.7725	0.0000091	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	273.15	248.6	0.7863	0.0000071	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	273.15	249.5	0.7866	0.000007	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	273.15	302.8	0.7995	0.0000056	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	273.15	344	0.8087	0.0000047	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	273.15	393.8	0.8189	0.0000038	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	298.15	0.1	0.6548	0.000041825	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	298.15	27.6	0.6798	0.0000332	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	298.15	50	0.6957	0.0000285	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	298.15	101.4	0.7236	0.0000208	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	298.15	105.3	0.7254	0.0000205	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	298.15	153	0.7450	0.0000166	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	298.15	200.1	0.7613	0.0000132	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	298.15	249.5	0.7760	0.0000107	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	298.15	290.8	0.7870	0.0000089	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	298.15	295.8	0.7883	0.0000089	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	298.15	299.1	0.7891	0.0000086	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	298.15	353.5	0.8019	0.000007	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	333.15	0.1	0.6140	0.0000597	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	333.15	21.9	0.6473	0.0000485	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	333.15	42	0.6652	0.000041	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	333.15	69.8	0.6846	0.0000356	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	333.15	99.1	0.7011	0.0000309	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	333.15	99.3	0.7012	0.0000302	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	333.15	148.3	0.7238	0.0000243	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	333.15	203.9	0.7448	0.0000191	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	333.15	249	0.7595	0.0000162	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	333.15	296.2	0.7732	0.0000135	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	333.15	347.6	0.7863	0.0000114	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	333.15	392.4	0.7964	0.0000096	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
11	298.15	0.1	0.6548	0.0000423	Marbach, W. and H.G. Hertz,  Zeitschridt fur Physilalische Chemie, 193 19-90 (1996)
11	298.15	10	0.6654	0.0000387	Marbach, W. and H.G. Hertz,  Zeitschridt fur Physilalische Chemie, 193 19-90 (1996)
11	298.15	20	0.6747	0.0000352	Marbach, W. and H.G. Hertz,  Zeitschridt fur Physilalische Chemie, 193 19-90 (1996)
11	298.15	30	0.6830	0.0000326	Marbach, W. and H.G. Hertz,  Zeitschridt fur Physilalische Chemie, 193 19-90 (1996)
11	298.15	40	0.6905	0.0000301	Marbach, W. and H.G. Hertz,  Zeitschridt fur Physilalische Chemie, 193 19-90 (1996)
11	298.15	50	0.6974	0.000028	Marbach, W. and H.G. Hertz,  Zeitschridt fur Physilalische Chemie, 193 19-90 (1996)
11	318.15	0.1	0.6361	0.0000545	Marbach, W. and H.G. Hertz,  Zeitschridt fur Physilalische Chemie, 193 19-90 (1996)
11	308.15	0.1	0.6455	0.0000473	Marbach, W. and H.G. Hertz,  Zeitschridt fur Physilalische Chemie, 193 19-90 (1996)
11	298.15	0.1	0.6548	0.0000423	Marbach, W. and H.G. Hertz,  Zeitschridt fur Physilalische Chemie, 193 19-90 (1996)
11	283.15	0.1	0.6684	0.0000376	Marbach, W. and H.G. Hertz,  Zeitschridt fur Physilalische Chemie, 193 19-90 (1996)
11	298.2	0.1	0.655	0.0000421	Dullien et al, AIChE Journal, 1972
17	194.7	0.1	0.7644	0.00000415	Dullien et al, AIChE Journal, 1972
17	250.3	0.1	0.7195	0.0000152	Dullien et al, AIChE Journal, 1972
17	273.2	0.1	0.7004	0.0000208	Dullien et al, AIChE Journal, 1972
17	298.2	0.1	0.6795	0.0000312	Dullien et al, AIChE Journal, 1972
17	305.7	0.1	0.673	0.0000322	Dullien et al, AIChE Journal, 1972
17	329.7	0.1	0.6517	0.0000421	Dullien et al, AIChE Journal, 1972
17	353.4	0.1	0.631	0.0000576	Dullien et al, AIChE Journal, 1972
17	369	0.1	0.6167	0.0000656	Dullien et al, AIChE Journal, 1972
17	373.15	0.1	0.613074	7.33333E-05	Ertl and Dullien
17	360.65	0.1	0.625298	6.33333E-05	Ertl and Dullien
17	355.65	0.1	0.630081	0.000058	Ertl and Dullien
17	348.15	0.1	0.637151	0.000054	Ertl and Dullien
17	337.15	0.1	0.647305	0.00005	Ertl and Dullien
17	328.15	0.1	0.655437	0.000046	Ertl and Dullien
17	318.15	0.1	0.664301	0.00004	Ertl and Dullien
17	315.65	0.1	0.66649	0.00003875	Ertl and Dullien
17	308.15	0.1	0.672996	0.00003625	Ertl and Dullien
17	305.15	0.1	0.675574	0.000035	Ertl and Dullien
17	299.15	0.1	0.680688	0.00003375	Ertl and Dullien
17	297.15	0.1	0.682381	0.00003125	Ertl and Dullien
17	289.15	0.1	0.689095	0.00002625	Ertl and Dullien
17	261.15	0.1	0.711927	0.00002	Ertl and Dullien
17	240.65	0.1	0.728057	0.000013125	Ertl and Dullien
17	221.15	0.1	0.742995	0.000008	Ertl and Dullien
17	210.15	0.1	0.751263	0.000006	Ertl and Dullien
17	193.15	0.1	0.763831	0.000004	Ertl and Dullien
17	173.15	0.1	0.778318	0.00000325	Ertl and Dullien
27	303.3	30	0.71859	0.000019	Helbaek et al, J.Chem.Eng.Data, 1996
27	303.3	40	0.72531	0.0000175	Helbaek et al, J.Chem.Eng.Data, 1996
27	303.3	50	0.73153	0.0000167	Helbaek et al, J.Chem.Eng.Data, 1996
27	333.1	30	0.69866	0.000028	Helbaek et al, J.Chem.Eng.Data, 1996
27	333.1	40	0.70632	0.000026	Helbaek et al, J.Chem.Eng.Data, 1996
27	333.1	50	0.71332	0.000024	Helbaek et al, J.Chem.Eng.Data, 1996
27	248.11	0.1	0.737770458	0.00000978	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	248.25	0.1	0.737818111	0.00000985	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	248.15	27.8	0.753688308	0.00000758	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	248.14	50.2	0.764636187	0.00000644	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	248.13	76.4	0.775854106	0.00000509	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	248.23	99.7	0.784917199	0.00000424	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	248.1	124.4	0.793422241	0.00000327	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	272.98	0.1	0.718240694	0.0000168	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	273.43	0.1	0.717789368	0.0000168	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	273.09	25	0.73459164	0.0000133	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	273.08	50.1	0.748012573	0.00001088	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	273.07	75.3	0.759854986	0.00000896	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	273.07	99.8	0.76999663	0.00000748	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	273.09	147.5	0.78724328	0.00000537	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	272.94	150.5	0.788221087	0.00000519	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	287.67	0.1	0.706731424	0.00002086	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	298.15	0.1	0.698477437	0.00002383	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	298.15	0.1	0.698477437	0.00002336	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	298.15	0.1	0.698477437	0.0000233	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	298.15	0.1	0.698050599	0.00002347	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	298.15	25.4	0.717744266	0.00001942	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	298.15	49.7	0.732753865	0.00001621	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	298.15	74.2	0.745571438	0.00001355	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	298.15	99.4	0.757085101	0.00001159	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	298.15	148.5	0.776117679	0.00000867	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	298.15	197.6	0.792266611	0.00000661	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	298.15	246	0.806246471	0.00000511	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	298.15	293.1	0.818376558	0.00000408	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	298.15	360.8	0.833849186	0.00000286	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	323.15	0.1	0.67844034	0.0000321	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	325.7	0.1	0.676351471	0.00003315	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	323.13	24.6	0.700447633	0.0000252	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	323.13	52.6	0.719824816	0.0000208	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	323.17	76.3	0.73327128	0.0000181	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	323.16	102.2	0.745912237	0.00001559	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	323.06	150	0.765456008	0.00001172	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	348.15	0.1	0.657698065	0.0000426	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	348.09	0.1	0.657698065	0.0000425	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	348.09	76.7	0.720233291	0.000023	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	348.09	103	0.733978025	0.0000198	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	348.09	144.7	0.752001317	0.00001568	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	348.14	198	0.781961939	0.00000965	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	348.14	244.8	0.796131865	0.00000741	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274
27	298.2	0.1	0.698	0.0000225	Dullien et al, AIChE Journal, 1972
46	423.15	0.1	0.60866	7.14286E-05	Ertl and Dullien
46	403.15	0.1	0.62683	0.00006	Ertl and Dullien
46	384.6153846	0.1	0.64301	5.11111E-05	Ertl and Dullien
46	373.15	0.1	0.65276	4.44444E-05	Ertl and Dullien
46	357.1428571	0.1	0.66611	0.00003875	Ertl and Dullien
46	340.1360544	0.1	0.68004	0.0000325	Ertl and Dullien
46	322.5806452	0.1	0.6942	0.00002375	Ertl and Dullien
46	303.030303	0.1	0.70987	0.000018125	Ertl and Dullien
46	280.8988764	0.1	0.72745	0.00001375	Ertl and Dullien
46	263.15	0.1	0.7416	0.0000096	Ertl and Dullien
46	247.5247525	0.1	0.75414	7.33333E-06	Ertl and Dullien
46	235.8490566	0.1	0.76361	5.33333E-06	Ertl and Dullien
56	303.3	30	0.74364	0.000011	Helbaek et al, J.Chem.Eng.Data, 1996
56	303.3	40	0.74957	0.0000103	Helbaek et al, J.Chem.Eng.Data, 1996
56	303.3	50	0.75511	0.0000095	Helbaek et al, J.Chem.Eng.Data, 1996
56	333	30	0.72379	0.0000172	Helbaek et al, J.Chem.Eng.Data, 1996
