1974 Chem_Info_ChemID	Min_T	Min_Val	Max_T	Max_Val	Avg_Dev	Num_Coeffs	A	B	C	D	E	Max_Dev	Max_Dev_T	Value
822	220	0.075988	661	2791700	1.899999976	5	67.364	-7924.4	-6.2892	3.6828E-18	6	9.699999809	346	1,4-CYCLOHEXADIENE, 1-METHYL-4-(1-METHYLETHYL)-
823	319.3999939	20037	583	3933600	0.300000012	5	48.97	-5219.2	-3.942	6.8963E-18	6	1.200000048	343	BICYCLO(2.2.1)HEPT-2-ENE
824	193	0.024086	629	3396900	0.300000012	5	82.992	-7682.7	-8.9484	0.000004866	2	1.299999952	315	BICYCLO(2,2,1)HEPT-2-ENE, 5-ETHYLIDENE-
826	433.5499878	14.402	979	2388900	0.100000001	5	90.926	-14703	-8.9507	4.7477E-19	6	0.100000001	711	BENZ(a)ANTHRACENE
827	630.1500244	18421	987	2389700	0	5	89.697	-14685	-8.7806	4.4073E-19	6	0.200000003	716	NAPHTHACENE
828	163.1999969	2.9249E-06	669	2669200	0.550000012	5	72.683	-8035.6	-7.1026	3.7216E-18	6	5.110000134	353.1499939	(1-METHYLPROPYL)CYCLOHEXANE
829	491.6499939	2675.8	807.0999756	1653800	-86	5	107.09	-14503	-11.25	1.8058E-18	6			7-ETHENYL-1,2,3,4,4a,4b,5,6,7,9,10-10a-DODECAHYDRO-1,4a,7-TRIMETHYL-1-PHENANTHRENECARBOXYLIC ACID
830	435.6499939	232.54	807.0999756	1657300	-86	5	107.1	-14504	-11.251	1.8059E-18	6			[1R-(1 alpha,4 abeta,4 balpha,7 alpha,10 aalpha)]-7ETHENYL-1,2,3,4,4a,4b,5,6,7,8,10,10a-DODECAHYDRO-1,4a,7-TRIMETHYL-1-PHENANTHRENECARBOXYLIC ACID
839	320.1499939	1854.4	638	2741800	0.899999976	5	80.682	-7640.6	-8.6235	4.4503E-06	2	3.599999905	353	BICYCLO(2.2.1)HEPTANE, 2,2-DIMETHYL-3-METHYLENE-
840	209.1499939	0.12854	644	2758400	0.600000024	5	97.752	-8491.6	-11.124	0.00000533	2	2.400000095	429	BICYCLO(3.1.1)HEPT-2-ENE, 2,6,6-TRIMETHYL-
841	211.6100006	0.11483	643	2762500	1	5	73.813	-7756.1	-7.344	8.042E-18	6	12.19999981	339	BICYCLO(3.1.1)HEPTANE, 6,6-DIMETHYL-2-METHYLENE
899	182.3000031	86908	309.5700073	7278200	2.200000048	5	96.512	-4045	-12.277	0.00002886	2	5.300000191	269	NITROGEN OXIDE (N2O)
900	261.8999939	18728	431.1499939	10095000	0.400000006	5	42.779	-4431.7	-2.997	9.7289E-06	2	2.900000095	300	NITROGEN OXIDE (NO2)
901	54.36000061	147.54	154.5800018	5020600	0.300000012	5	51.245	-1200.2	-6.4361	0.028405	1	1.600000024	54	OXYGEN
902	13.94999981	7211.6	33.18999863	1315400	0.100000001	5	12.69	-94.896	1.1125	0.00032915	2	0.600000024	23	HYDROGEN
904	170.0000	15.177	425.0000	7001600	1.000000	5	69.047	-5354.7	-6.7819	6.0854E-17	6	11.89999962	273	NITROGEN triOXIDE(NO3)
905	63.15000153	12508	126.1999969	3390600	0.100000001	5	58.282	-1084.1	-8.3144	0.044127	1	0.400000006	63	NITROGEN
906	261.8999939	18559	431.1499939	10137000	0.699999988	5	73.861	-5491.3	-7.9481	0.000017343	2	2.5	303	NITROGEN OXIDE (N2O4)
908	68.15000153	15430	132.9199982	3494000	0.300000012	5	45.698	-1076.6	-4.8814	0.000075673	2	0.899999976	70	CARBON MONOXIDE
909	216.5800018	518670	304.2099915	7389600	0.200000003	5	140.54	-4735	-21.268	0.040909	1	0.300000012	294	CARBON DIOXIDE
910	197.6699982	1674.3	430.75	7859600	1.100000024	5	47.365	-4084.5	-3.6469	1.799E-17	6	4.599999905	219	SULFUR DIOXIDE
911	289.9500122	20934	490.8500061	8191900	1.399999976	5	180.99	-12060	-22.839	7.235E-17	6	6.199999809	356	SULFUR TRIOXIDE
912	109.5	21956	180.1499939	6515600	1.399999976	5	72.974	-2650	-8.261	9.7E-15	6	8.800000191	146	NITROGEN OXIDE (NO)
913	1.75999999	1462.5	5.199999809	228450	0.899999976	5	11.533	-8.99	0.6724	0.2743	1	2.599999905	2	HELIUM
914	83.77999878	68721	150.8600006	4896300	0.100000001	5	42.127	-1093.1	-4.1425	0.000057254	2	0.200000003	91	ARGON
917	53.47999954	252.72	144.1199951	5167400	1.100000024	5	42.393	-1103.3	-4.1203	0.000057815	2	7.400000095	59	FLUORINE
918	172.1199951	1366	417.1499939	7793000	0.600000024	5	71.334	-3855	-8.5171	0.012378	1	2.099999905	189	CHLORINE
919	24.55999947	43800	44.40000153	2665200	1.200000048	5	29.755	-271.06	-2.6081	0.000527	2	5.5	25	NEON
920	115.7799988	73506	209.3500061	5498300	0.200000003	5	26.224	-1226.2	-0.93273	1.635E-15	6	1.200000048	117	KRYPTON
922	265.8500061	5853.4	584.1500244	10276000	0.800000012	5	108.26	-6592	-14.16	0.016043	1	5.599999905	277	BROMINE
923	1.00999999	1265	3.309999943	115510	1.700000048	5	9.7833	-2.71	2.0493	0.02187	2	6.199999809	1	HELIUM, ISOTOPE OF MASS 3
924	80.15000153	0.73462	261	5565600	1.899999976	5	40.067	-2204.8	-2.9351	7.752E-16	6	7.5	117	OZONE
925	18.72999954	17181	38.34999847	1662800	0.300000012	5	18.947	-154.47	-0.57226	0.038899	1	1.200000048	29	DEUTERIUM
926	156.2299957	2985.2	373	6588700	0.800000012	5	50.43	-2868.6	-4.8159	0.000010632	2	5.599999905	243	ARSINE
959	161.3600006	82577	289.7399902	5838700	0.600000024	5	40.935	-1865.9	-3.9013	0.011049	1	1.399999976	220	XENON
1001	181.1499939	887	408	6593500	0.400000006	5	101.51	-4917.2	-13.765	0.022031	1	3.099999905	201	FORMALDEHYDE
1002	150.1499939	0.3232	466	5565200	1.899999976	5	193.69	-8036.7	-29.502	0.043678	1	6.400000095	301	ACETALDEHYDE
1003	170	1.3133	504.3999939	4918900	0.300000012	5	80.581	-5896.1	-8.9301	8.2236E-06	2	1.899999976	251	PROPANAL
1004	177.0500031	0.00018265	655	4041400	0.409999996	5	64.827	-7576.9	-5.9191	4.2562E-18	6	1.50999999	437.1499939	3-CYCLOHEXENE-1-CARBOXALDEHYDE
1005	176.75	0.31699	537.2000122	4323200	0.5	5	99.33	-7083.6	-11.733	0.000010027	2	4.400000095	273	BUTANAL
1006	208.1499939	34.825	507	4120400	1	5	65.408	-5951.2	-6.2321	2.227E-17	6	9.600000381	293	PROPANAL, 2-METHYL-
1007	182	0.052282	566.0999756	3968500	0.800000012	5	149.58	-8890	-20.697	0.022101	1	2.5	295	PENTANAL
1008	229.8000031	1.4498	616.7999878	3154800	1.200000048	5	92.252	-8349	-10.274	5.9252E-06	2	13.19999981	333	HEPTANAL
1009	217.1499939	1.2473	591	3460700	1.100000024	5	81.507	-7776.8	-8.4516	1.5143E-17	6	5.099999905	301	HEXANAL
1010	246	1.4567	638.9000244	2950600	3.299999952	5	83.601	-8865.8	-8.5711	7.9446E-18	6	16.5	336	OCTANAL
1011	255.1499939	0.34172	658	2743000	1.5	5	337.71	-18506	-50.224	0.047345	1	7.300000191	355	NONANAL
1013	200	0.00549	607	2585800	0.699999988	5	79.344	-8472.3	-7.9625	8.1392E-18	6	6.5	436	HEXANAL, 2-ETHYL-
1014	288.1499939	20817	495	5880400	0.100000001	5	68.832	-6136.3	-6.6402	2.3874E-17	6	0.800000012	324	ETHANEDIAL
1016	230	2.1374	592	2849300	0.899999976	5	70.781	-7600.9	-6.7993	7.5346E-18	6	4.400000095	336	HEXANAL, 2-METHYL-
1017	230	3.8201	595	2839200	1.700000048	5	49.439	-6361.7	-3.7586	2.7949E-18	6	7.5	352	HEXANAL, 3-METHYL-
1018	238	12.157	605	3254100	1.5	5	61.405	-6817.6	-5.5302	5.7379E-18	6	8.399999619	404	2-PENTENAL, 2-METHYL-
1019	247	2.4395	636	2639300	1.299999952	5	99.96	-9098.2	-11.364	6.1515E-06	2	6.900000095	337	2-HEXENAL, 2-ETHYL-
1020	267.1499939	0.48648	674.2000122	2598900	0.800000012	5	201.64	-15133	-26.264	0.000014625	2	2	419	DECANAL
1021	273.1499939	0.14101	692	2508000	1.899999976	5	279.51	-19557	-37.686	0.000020752	2	10	392	UNDECANAL
1025	285.1499939	0.40447	708	2407700	0.800000012	5	294.12	-18459	-42.609	0.037098	1	4.5	407	1-DODECANAL
1026	288.1499939	0.12582	724	2349700	1.299999952	5	342.48	-21187	-50.022	0.042594	1	14.80000019	429	TRIDECANAL
1031	213.1499939	14.896	543.2000122	3827800	2.00999999	5	54.846	-5794.1	-4.6555	1.1534E-17	6	9.270000458	368.0499878	BUTANAL, 2-METHYL
1032	222.1999969	27.796	543.2000122	3828900	3.099999905	5	61.019	-6192.1	-5.5201	1.172E-17	6	17.75	222.1499939	3-METHYL-BUTANAL
1033	358.2000122	5944.6	609.2999878	6609500	-86	5	107.77	-11038	-11.611	9.8351E-18	6			ACETALDEHYDE, HYDROXY-
1034	185.4499969	10.297	506	5020200	0.699999988	5	138.4	-7122.7	-19.638	0.026447	1	3.400000095	298	2-PROPENAL
1035	158.3800049	0.0025411	554	4583100	0.479999989	5	82.612	-6838.4	-8.9961	6.1887E-06	2	1.070000052	496.7900085	2-BUTENAL, (Z)-
1036	196.6499939	0.73267	569	4247600	2.099999905	5	61.144	-6352	-5.5202	8.8635E-18	6	16.5	299	trans-CROTONALDEHYDE
1037	192.1499939	9.1535	530	4247200	0.100000001	5	52.791	-5214.2	-4.458	1.2334E-17	6	0.100000001	293	2-PROPENAL, 2-METHYL-
1038	284	53.94	682	3310000	3	5	24.548	-5456.8	-0.2383	2.0417E-19	6	12.60000038	383	BENZENEACETALDEHYDE, alpha-METHYL-
1039	235	0.19636	694	3683200	6.900000095	5	55.749	-7615.7	-4.5736	2.3859E-18	6	31.29999924	348	BENZALDEHYDE, 2-METHYL-
1040	289.8500061	17.45	698	3668900	0.100000001	5	72.657	-8903.7	-6.8934	3.0604E-18	6	1	477	BENZALDEHYDE, 4-METHYL-
1041	216.0200043	0.048388	695	4640000	2.400000095	5	116.28	-9331.2	-14.639	0.011932	1	15.19999981	323	BENZALDEHYDE
1042	274.75	13.24	680	4984200	3.200000048	5	75.386	-8123	-7.778	5.8612E-06	2	18.29999924	356	BENZALDEHYDE, 2-HYDROXY-
1043	390.1499939	106.71	844	4990000	0.600000024	5	52.562	-9870.9	-3.7865	1.9459E-19	6	1.899999976	426	BENZALDEHYDE, 4-HYDROXY-
1044	388.6499939	966.5	739	3667700	0.100000001	5	87.497	-11035	-8.761	2.5751E-18	6	1.200000048	520	1,4-BENZENEDICARBOXALDEHYDE
1045	251	0.59148	691	3656500	3.299999952	5	70.174	-8662.5	-6.5493	2.7046E-18	6	17.20000076	367	BENZALDEHYDE, 3-METHYL-
1046	244.5	2.9477	647	2500800	22.79999924	5	32.835	-5820.2	-1.4457	3.4065E-18	6	62.13000107	354.1499939	OCTANAL, 2-METHYL-
1050	285.75	663.95	579	3503500	0.699999988	5	74.878	-7566.5	-7.4103	1.0581E-17	6	2.299999952	396	1,3,5-TRIOXANE, 2,4,6-TRIMETHYL-
1051	178.4499969	2.7851	508.2000122	4709100	1	5	69.006	-5599.6	-7.0985	6.2237E-06	2	13.10000038	253	2-PROPANONE
1052	186.4799957	1.3904	535.5	4120100	1.5	5	72.698	-6143.6	-7.5779	5.6476E-06	2	7.400000095	257	2-BUTANONE
1053	234.1799927	73.422	560.9500122	3699300	1.200000048	5	44.286	-5415.1	-3.0913	1.858E-18	6	5.199999809	290	3-PENTANONE
1054	189.1499939	0.069874	574.5999756	3272400	1	5	80.503	-7421.8	-8.379	1.8114E-17	6	6.5	293	2-PENTANONE, 4-METHYL-
1055	167.1499939	0.004891	573	3315500	1.600000024	5	46.009	-5740.5	-3.3183	2.757E-18	6	6.199999809	333	2-PENTANONE, 3-METHYL-
1056	206.3000031	0.56094	586.7999878	3412700	3.25999999	5	57.6401	-6529.72	-4.9851	7.57114E-18	6	12.39999962	331.1499939	5-HEXEN-2-ONE
1057	234.1499939	2.2992	606.5999756	2919000	2.700000048	5	78.463	-8077.2	-7.9062	8.0521E-18	6	21.39999962	333	3-HEPTANONE
1058	240.6499939	7.9577	602	2924200	1.700000048	5	100.52	-8525	-11.568	7.0856E-06	2	8.399999619	348	4-HEPTANONE
1059	217.5	2.2202	582.8200073	3321600	0.200000003	5	73.155	-7242.9	-7.2569	1.2741E-17	6	2.799999952	332	3-HEXANONE
1060	196.2899933	0.75235	561.0800171	3706200	0.800000012	5	84.635	-7078.4	-9.3	6.2702E-06	2	6.699999809	293	2-PENTANONE
1061	180.1499939	0.29536	553.4000244	3792300	1.299999952	5	45.242	-5324.4	-3.2551	3.0363E-18	6	5.900000095	393	2-BUTANONE, 3-METHYL-
1062	217.3500061	1.4456	587.6099854	3285900	0.600000024	5	107.44	-8528.6	-12.679	8.4606E-06	2	5.199999809	332	2-HEXANONE
1063	238.1499939	3.5448	611.4000244	2945600	0.300000012	5	75.494	-7896.5	-7.5047	8.913E-18	6	6.300000191	313	2-HEPTANONE
1064	199.25	0.0242	601	2974600	0.300000012	5	115.64	-9251.9	-13.841	8.9223E-06	2	1	445	2-HEXANONE, 5-METHYL-
1065	220.1499939	2.5101	600	3408100	0.899999976	5	62.679	-6815	-5.7103	5.3452E-18	6	2.700000048	330	3-PENTEN-2-ONE, 4-METHYL-
1066	221.1499939	14.433	564	3318800	0.300000012	5	64.924	-6436.9	-6.1401	1.2487E-17	6	3.099999905	378	2-BUTANONE, 3,3-DIMETHYL-
1068	227.1699982	0.24982	615	2427700	1.299999952	5	87.799	-8878.6	-9.2346	1.1853E-17	6	8.399999619	250	4-HEPTANONE, 2,6-DIMETHYL-
1069	204.8099976	0.82059	576	3017100	0.699999988	5	50.868	-6036.5	-4.066	1.1326E-06	2	4.699999809	293	3-PENTANONE, 2,4-DIMETHYL-
1070	297.1499939	1.1443	802	6158800	0.800000012	5	137.01	-13374	-16.225	5.9041E-06	2	5.300000191	394	2-PYRROLIDINONE
1071	249.1499939	0.53937	721.5999756	4518000	1.299999952	5	68.476	-8467.9	-6.3622	3.2235E-18	6	13.10000038	349	2-PYRROLIDINONE, 1-METHYL-
1072	233.5	0.55337	617	2726000	10	5	91.521	-9171.3	-9.6891	7.484E-18	6	18.46999931	436.3999939	3-HEPTANONE, 6-METHYL-
1073	267.25	5.8408	640	2321000	1.200000048	5	85.161	-9193.1	-8.7685	7.5397E-18	6	10.80000019	357	5-NONANONE
1074	265.6499939	4.7226	652.5	2405400	2.299999952	5	59.16	-7873.9	-5.0102	9.1592E-19	6	13.39999962	371	2-NONANONE
1075	559.1500244	12846	653.0499878	100950	0.400000006	5	329.48	-27597	-43.531	0.000015133	2	0.400000006	588	9,10-ANTHRACENEDIONE
1076	249.9499969	104.19	646.6500244	4020600	1	5	58.493	-5596.4	-5.9842	0.0063357	1	4.800000191	497	2,4-PENTANEDIONE
1077	265.0499878	4.5556	715	3330700	0.300000012	5	83.031	-8112.6	-9.5117	0.0081784	1	1	311	2-CYCLOHEXEN-1-ONE, 3,5,5-TRIMETHYL-
1079	221.8500061	3.6956	624.5	4568100	1	5	56.405	-6444.5	-4.8222	4.8774E-18	6	5.400000095	465	CYCLOPENTANONE
1080	242	6.8012	653	3988700	0.699999988	5	85.424	-7944.4	-9.2862	4.9957E-06	2	9.899999619	430	CYCLOHEXANONE
1083	252.8500061	4.6773	632.7000122	2646600	2.700000048	5	63.775	-7711.3	-5.7359	3.0902E-18	6	12	356	2-OCTANONE
1085	321.3500061	1.4902	830	3356800	0.200000003	5	88.404	-11769	-8.9014	1.9334E-18	6	0.800000012	489	METHANONE, DIPHENYL-
1090	292.8099976	35.509	709.5999756	3996000	1.299999952	5	64.239	-8173.9	-5.7673	2.6743E-18	6	8.300000191	310	ETHANONE, 1-PHENYL-
1091	239.75	1.9814	686	6905400	3.299999952	5	66.671	-7732.8	-6.1564	5.3332E-18	6	12.19999981	334	2-OXETANONE
1092	229.7799988	0.12484	739	5942500	0.800000012	5	41.343	-6842.7	-2.5095	5.5281E-19	6	3.700000048	395	2(3H)-FURANONE, DIHYDRO-
1093	271.8500061	3.2764	771	4650100	6.400000095	5	52.099	-7464.6	-4.1845	3.5818E-18	6	36.79999924	395	2-OXEPANONE
1094	242.1499939	0.31332	727	4839100	1.200000048	5	83.64	-8784.3	-8.8878	4.5338E-06	2	5.400000095	371	2(3H)-FURANONE, DIHYDRO-5-METHYL-
1095	204.1499939	0.96969	567	3292800	1.399999976	5	57.459	-6356.8	-4.9545	5.2015E-18	6	7.599999905	310	2-METHYL, 3-PENTANONE-
1096	219.5500031	22.078	566	3880900	1	5	56.14	-5888.7	-4.864	8.1079E-18	6	12.10000038	310	3-BUTEN-2-ONE, 3-METHYL
1097	241.1499939	0.000040743	787	2745600	6.599999905	5	350.82	-22297	-50.606	0.037852	1	32.70000076	386	(1,1'-BICYCLOHEXYL)-2-ONE
1098	388.8500061	11651	683	5925100	0.600000024	5	48.651	-7289.5	-3.4453	1.0068E-18	6	2.799999952	433	2,5-CYCLOHEXADIENE-1,4-DIONE
1099	266.6499939	182.87	616	5960000	1.100000024	5	44.531	-6018.8	-3.003	3.4093E-07	2	6.599999905	312	2-OXETANONE, 4-METHYLENE-
1100	122	7.1949	370	5759700	2.200000048	5	40.48	-3018.6	-2.87	1.5816E-06	2	5.5	201	ETHENONE
1101	175.4700012	0.11126	512.5	8145500	0.5	5	82.718	-6904.5	-8.8622	7.4664E-06	2	2.900000095	263	METHANOL
1102	159.0500031	0.00049564	514	6108600	0.5	5	73.304	-7122.3	-7.1424	2.8853E-06	2	2.5	371	ETHANOL
1103	146.9499969	3.6912E-07	536.7999878	5134100	0.600000024	5	94.126	-8604.8	-10.11	3.1334E-06	2	5.699999809	384	1-PROPANOL
1104	185.2799988	0.036395	508.2999878	4764800	1.399999976	5	76.43	-7607	-7.4086	4.3986E-18	6	8.300000191	275	2-PROPANOL
1105	184.5099945	0.00032012	563	4401300	0.5	5	107.09	-9914.7	-11.768	1.0925E-17	6	2.299999952	533	1-BUTANOL
1106	165.1499939	0.000002461	547.7999878	4313100	0.600000024	5	121.78	-10504	-13.921	1.6898E-17	6	4.699999809	255	1-PROPANOL, 2-METHYL-
1107	158.4499969	3.1653E-06	536.2000122	4189200	0.699999988	5	105.64	-9401.9	-11.641	1.2635E-17	6	3.299999952	495	2-BUTANOL
1108	298.9700012	5884.3	506.2000122	3956900	0.400000006	5	172.27	-11589	-22.113	0.000013703	2	0.800000012	389	2-PROPANOL, 2-METHYL-
1109	195.5599976	0.00034524	588.0999756	3906200	0.600000024	5	162.64	-12413	-20.383	0.000010482	2	2.599999905	318	1-PENTANOL
1110	200	0.0059659	560.2999878	3676700	0.800000012	5	112.27	-10221	-12.511	8.567E-18	6	5.300000191	335	2-PENTANOL
1111	264.3500061	161.2	543.7000122	3711600	1.5	5	100.75	-9184.1	-10.924	2.8079E-18	6	7.699999809	317	2-BUTANOL, 2-METHYL-
1112	195	0.0012846	575.4000244	3905700	1.899999976	5	96.196	-9658.9	-10.112	8.4773E-19	6	7.5	307	1-BUTANOL, 2-METHYL-
1113	327.1499939	7669.1	550	3916200	1.600000024	5	127.19	-10642	-14.809	2.8298E-17	6	6.199999809	327	1-PROPANOL, 2,2-DIMETHYL-
1114	228.5500031	0.02955	610.2999878	3422100	1.100000024	5	125.08	-11692	-14.258	1.1102E-17	6	5.099999905	341	1-HEXANOL
1115	223	0.11388	585.9000244	3313000	1.299999952	5	97.333	-9718.3	-10.343	4.5683E-18	6	11.19999981	288	2-HEXANOL
1116	208.5	0.0079456	582.4000244	3372500	10.18000031	5	124.46	-11067	-14.273	1.1583E-17	6	20.95999908	318.1499939	3-HEXANOL
1117	223	0.019123	604.4000244	3483900	1.700000048	5	284.35	-16344	-41.27	0.036496	1	4.300000191	261	1-PENTANOL, 2-METHYL-
1118	208	0.00030598	588	3415700	1.100000024	5	253.06	-16644	-34.12	0.000022745	2	5.699999809	318	1-PENTANOL, 3-METHYL-
1119	249.5500031	23.771	575.5999756	3538000	1.299999952	5	118.6	-9888.5	-13.735	2.6125E-17	6	7.5	328	3-PENTANOL, 3-METHYL-
1120	204.1499939	0.014819	559.5999756	3908300	1.5	5	137.75	-11249	-16.331	2.8016E-17	6	7.400000095	254	3-PENTANOL
1121	203.1499939	1.6483E-06	640.5999756	2805900	0.300000012	5	273.62	-18766	-36.767	0.000019799	2	1.5	343	1-HEXANOL, 2-ETHYL-
1122	220	0.0091613	595	3045200	1.299999952	5	100.07	-10393	-10.665	1.0374E-17	6	5.900000095	381	1-HEXANOL, 2-METHYL-
1123	155.9499969	2.1036E-08	577.2000122	3901300	1.600000024	5	107.02	-10237	-11.695	6.8003E-18	6	7.800000191	326	1-BUTANOL, 3-METHYL-
1124	188	0.000097146	556.0999756	3863500	1.299999952	5	263.31	-16063	-35.899	0.000024763	2	5.400000095	325	2-BUTANOL, 3-METHYL-
1125	239.1499939	0.011773	632.5999756	3066300	0.899999976	5	243.31	-17320	-32.183	0.000016443	2	4.900000095	359	1-HEPTANOL
1126	243	0.30868	608.2999878	2993400	1.5	5	151.11	-12769	-18.158	2.3648E-17	6	5.099999905	343	2-HEPTANOL
1127	203.1499939	0.00026567	605.4000244	2944300	5.650000095	5	151.95	-12838	-18.252	2.1764E-17	6	22.70999908	328.1499939	3-HEPTANOL
1129	293.1499939	33.405	605	3024400	1.399999976	5	103.82	-10830	-11.156	9.376E-18	6	7.400000095	442	1-HEXANOL, 5-METHYL-
1130	183	0.0007875	574.4000244	3472500	0.699999988	5	78.617	-8286.8	-7.7706	6.6663E-18	6	3.200000048	319	2-PENTANOL, 4-METHYL-
1131	384.1499939	0.081041	849.0999756	2920500	12	5	200.89	-24784	-23.339	1.0904E-18	6.054	25.37000084	430.1499939	2-[1-(4-HYDROXYPHENYL)-1-METHYLETHYL]PHENOL
1132	257.6499939	0.085564	652.5	2762500	0.899999976	5	153.9	-14181	-18.251	1.2261E-17	6	5.800000191	298	1-OCTANOL
1133	241.5500031	0.031732	629.5999756	2751100	2.099999905	5	162.5	-14058	-19.638	1.966E-17	6	7.5	313	2-OCTANOL
1134	268.1499939	0.071702	670.7000122	2548900	0.400000006	5	252.34	-18775	-33.278	0.000015535	2	1.299999952	382	1-NONANOL
1135	238.1499939	0.0096038	649.5999756	2535300	3	5	202.01	-15304	-26.158	0.000013516	2	13.80000019	364	2-NONANOL
1136	280.0499878	0.12019	687.2999878	2330200	0.899999976	5	250.59	-19169	-32.903	0.000014627	2	2	364	1-DECANOL
1137	288.4500122	0.12889	703.5999756	2141900	1.200000048	5	225.21	-18532	-28.939	0.000010981	2	3.099999905	303	1-UNDECANOL
1139	213.1499939	8.1589E-06	644	2281600	0.400000006	5	116.59	-12724	-12.796	7.9739E-18	6	2.799999952	493	1-NONANOL, 8-METHYL-
1140	296.9500122	0.1011	719.4000244	1971600	2.799999952	5	386.78	-24382	-56.17	0.043253	1	20.70000076	303	1-DODECANOL
1141	303.75	0.094584	734	1924000	1.299999952	5	265.99	-21388	-34.855	0.000014125	2	10.60000038	335	1-TRIDECANOL
1142	310.6499939	0.079998	747	1815100	1.799999952	5	411.46	-26293	-59.876	0.045908	1	20.39999962	445	1-TETRADECANOL
1143	317.0499878	0.062308	759	1697100	1.600000024	5	280.76	-23160	-36.795	0.0000141	2	5.099999905	343	1-PENTADECANOL
1144	322.3500061	0.044506	770	1618800	0.899999976	5	439.81	-28664	-63.961	0.047822	1	3.400000095	464	1-HEXADECANOL
1145	327.0499878	0.039768	780	1502400	0.300000012	5	402.36	-27465	-57.916	0.041992	1	0.800000012	360	1-HEPTADECANOL
1146	331.0499878	0.024691	790	1467600	3.299999952	5	451.99	-30091	-65.628	0.048318	1	15.10000038	393	1-OCTADECANOL
1147	250	0.90067	580	3411900	0.400000006	5	504.95	-23521	-78.194	0.083098	1	2	298	1-BUTANOL, 2-ETHYL-
1148	338.5499878	0.010448	809	1304400	0.899999976	5	479.78	-32652	-69.443	0.048997	1	2.599999905	495	1-EICOSANOL
1149	334.8500061	0.019641	799	1387600	0.699999988	5	461.95	-30963	-67.042	0.048825	1	2.400000095	460	1-NONADECANOL
1151	296.6000061	76.5	650.0999756	4264700	0.600000024	5	189.19	-14337	-24.148	0.00001074	2	8.800000191	367	CYCLOHEXANOL
1152	299.1499939	257.08	686	3994200	3	5	134.63	-10682	-16.511	8.4427E-06	2	19.5	343	CYCLOHEXANOL, 1-METHYL-
1153	280.1499939	45.562	614	3807500	1.200000048	5	125.1	-10288	-15.157	0.000010918	2	6.400000095	440	CYCLOHEXANOL, 2-METHYL-, cis-
1154	269.1499939	16.241	617	3766900	3.400000095	5	54.179	-7477.2	-4.22	3.5225E-18	6	23.20000076	340	CYCLOHEXANOL, 2-METHYL-, trans-
1155	267.6499939	3.2045	625	3761500	3.900000095	5	88.499	-9965	-8.9638	4.8997E-18	6	24.70000076	338	CYCLOHEXANOL, 3-METHYL-, cis-
1156	272.6499939	5.5178	627	3802200	2.5	5	96.411	-10323	-10.136	8.0586E-18	6	17.70000076	338	CYCLOHEXANOL, 3-METHYL-, trans-
1157	263.9500122	2.9905	622	3812000	3.799999952	5	93.371	-10040	-9.728	8.6995E-18	6	25.39999962	351	CYCLOHEXANOL, 4-METHYL-, cis-
1158	265	2.5708	622	3797000	0.800000012	5	99.696	-10501	-10.597	8.7416E-18	6	6.800000191	347	CYCLOHEXANOL, 4-METHYL-, trans-
1159	315.6499939	53.319	658	2687600	1.600000024	5	129.45	-10914	-16.602	0.014703	1	9.199999809	371	See note on molecular weight
1160	413.1499939	0.044141	953	1122700	0.200000003	5	134.8	-20847	-14.52	8.1157E-19	6	0.300000012	778	STIGMAST-5-EN-3-OL,(3beta)-
1161	379.5499878	0.37947	790	1600200	-86	5	153.95	-19885	-17.265	2.8761E-18	6			1-NAPHTHALENEMETHANOL, DECAHYDRO-5-(5-HYDROXY-3-METHYL-3-PENTENYL)-1,4a-DIMETHYL-6-METHYLENE-, [1S-[1Alpha,4aAlpha,5Alpha(E),8aBeta]]
1162	309.6499939	22.09	675	2951000	25.69000053	5	79.319	-9967.8	-7.678	3.8667E-18	6	119.1900024	338.6499939	alpha,alpha,4-TRIMETHYL-3-CYCLOHEXENE-1-METHANOL
1163	303.9500122	15.424	665.2000122	3022000	23.15999985	5	96.29	-10972	-10.051	5.2885E-18	6	153.3899994	341.6499939	CYCLOHEXANOL, 1-METHYL-4-(1-METHYLETHENYL)
1164	271.2000122	0.0021482	681.5	1829100	-86	5	132.32	-15115	-14.766	6.1496E-18	6			1-NONANOL, 2-BUTYL-
1165	264.2999878	0.0033618	665.9000244	1955400	-86	5	128.02	-14350	-14.241	6.8659E-18	6			1-UNDECANOL, 2-METHYL-
1166	193	0.00012655	639	4646900	2.700000048	5	150.59	-11574	-19.025	0.000014141	2	9.399999619	349	2-FURANMETHANOL, TETRAHYDRO-
1167	144.1499939	5.4094E-07	545.0999756	5620500	2.5	5	84.739	-8057.6	-8.7051	1.6596E-17	6	13.30000019	294	2-PROPEN-1-OL
1168	309.1499939	68.754	660	3481800	2.299999952	5	77.882	-9005.6	-7.8276	3.7754E-06	2	16.5	367	BENZENEMETHANOL, alpha,alpha-DIMETHYL-
1169	193.1499939	1.3888E-09	667.2999878	1942600	-86	5	123.75	-13933	-13.681	6.5691E-18	6			1-OCTANOL, 2-BUTYL
1170	345.7099915	362.02	722.9500122	4938200	1.200000048	5	126.69	-11755	-14.992	7.0404E-06	2	5.800000191	613	PHENOL, 2,3-DIMETHYL-
