         234        1101        1921       67561     7732185
  328.15  3.903800E-02  2.961000E-01  7.019000E-01 582
  328.15  4.021500E-02  3.171000E-01  7.182000E-01 582
  328.15  4.083500E-02  3.339000E-01  7.280000E-01 582
  328.15  4.214300E-02  3.610000E-01  7.432000E-01 582
  328.15  4.276000E-02  3.733000E-01  7.504000E-01 582
  328.15  4.423600E-02  4.137000E-01  7.693000E-01 582
  328.15  4.518400E-02  4.346000E-01  7.799000E-01 582
  328.15  4.674300E-02  4.753000E-01  7.947000E-01 582
  328.15  4.818100E-02  5.078000E-01  8.079000E-01 582
  328.15  5.050000E-02  5.669000E-01  8.315000E-01 582
  328.15  5.110000E-02  5.897000E-01  8.401000E-01 582
  328.15  5.197400E-02  6.030000E-01  8.495000E-01 582
  328.15  5.222600E-02  6.091000E-01  8.502000E-01 582
  328.15  5.266400E-02  6.217000E-01  8.557000E-01 582
  328.15  5.424500E-02  6.600000E-01  8.709000E-01 582
  328.15  5.495500E-02  6.781000E-01  8.770000E-01 582
  328.15  5.597900E-02  7.032000E-01  8.866000E-01 582
  328.15  5.920800E-02  7.808000E-01  9.183000E-01 582
  333.15  3.337000E-02  1.029000E-01  4.579000E-01 578
  333.15  4.256000E-02  2.021000E-01  6.069000E-01 578
  333.15  4.956000E-02  3.032000E-01  6.914000E-01 578
  333.15  5.498000E-02  4.028000E-01  7.501000E-01 578
  333.15  5.977000E-02  5.019000E-01  7.976000E-01 578
  333.15  6.495000E-02  6.096000E-01  8.436000E-01 578
  333.15  6.959000E-02  7.073000E-01  8.831000E-01 578
  333.15  7.434000E-02  8.016000E-01  9.205000E-01 578
  333.15  7.947000E-02  9.000000E-01  9.596000E-01 578
  338.15  3.902610E-02  8.540000E-02  3.926000E-01 580
  338.15  3.920210E-02  8.740000E-02  4.018000E-01 580
  338.15  4.495760E-02  1.328000E-01  4.963000E-01 580
  338.15  5.030120E-02  1.816000E-01  5.718000E-01 580
  338.15  5.727530E-02  2.586000E-01  6.512000E-01 580
  338.15  7.263800E-02  4.920000E-01  7.842000E-01 580
  338.15  7.784290E-02  5.815000E-01  8.242000E-01 580
  338.15  8.462110E-02  7.043000E-01  8.747000E-01 580
  338.15  9.071120E-02  8.028000E-01  9.180000E-01 580
  338.15  9.696140E-02  9.030000E-01  9.605000E-01 580
  338.15  3.282700E-02  4.810000E-02  2.804000E-01 584
  338.15  3.819300E-02  8.270000E-02  3.848000E-01 584
  338.15  3.995000E-02  9.700000E-02  4.323000E-01 584
  338.15  4.012100E-02  1.001000E-01  4.352000E-01 584
  338.15  4.118700E-02  1.073000E-01  4.499000E-01 584
  338.15  4.125500E-02  1.089000E-01  4.589000E-01 584
  338.15  4.131400E-02  1.090000E-01  4.492000E-01 584
  338.15  4.530800E-02  1.388000E-01  5.118000E-01 584
  338.15  4.595800E-02  1.450000E-01  5.254000E-01 584
  338.15  4.768400E-02  1.623000E-01  5.515000E-01 584
  338.15  4.792700E-02  1.644000E-01  5.545000E-01 584
  338.15  4.914000E-02  1.732000E-01  5.676000E-01 584
  338.15  4.970900E-02  1.814000E-01  5.767000E-01 584
  338.15  5.032100E-02  1.857000E-01  5.799000E-01 584
  338.15  5.051600E-02  1.900000E-01  5.857000E-01 584
  338.15  5.655500E-02  2.551000E-01  6.512000E-01 584
  338.15  5.693500E-02  2.600000E-01  6.537000E-01 584
  338.15  5.824100E-02  2.782000E-01  6.672000E-01 584
  338.15  5.865300E-02  2.830000E-01  6.709000E-01 584
  338.15  6.369900E-02  3.451000E-01  7.098000E-01 584
  338.15  6.370100E-02  3.542000E-01  7.166000E-01 584
  338.15  6.412800E-02  3.620000E-01  7.122000E-01 584
  338.15  6.444900E-02  3.667000E-01  7.244000E-01 584
  338.15  6.968200E-02  4.483000E-01  7.640000E-01 584
  338.15  6.991700E-02  4.527000E-01  7.644000E-01 584
  338.15  7.021300E-02  4.594000E-01  7.694000E-01 584
  338.15  7.050200E-02  4.624000E-01  7.709000E-01 584
  338.15  7.659400E-02  5.677000E-01  8.173000E-01 584
  338.15  7.728600E-02  5.781000E-01  8.216000E-01 584
  338.15  8.216100E-02  6.648000E-01  8.592000E-01 584
  338.15  8.291100E-02  6.790000E-01  8.656000E-01 584
  338.15  9.002500E-02  7.924000E-01  9.100000E-01 584
  338.15  8.985000E-02  7.937000E-01  9.145000E-01 584
  338.15  9.033000E-02  7.995000E-01  9.171000E-01 584
  338.15  9.100900E-02  8.115000E-01  9.220000E-01 584
  403.15  3.919999E-01  9.900000E-02  3.520000E-01 585
  403.15  4.720000E-01  1.960000E-01  5.060000E-01 585
  403.15  5.549998E-01  3.460000E-01  6.370000E-01 585
  403.15  6.310003E-01  4.920000E-01  7.230000E-01 585
  403.15  6.820001E-01  6.430000E-01  7.970000E-01 585
  403.15  7.480000E-01  7.930000E-01  8.810000E-01 585
  403.15  7.900005E-01  8.910000E-01  9.380000E-01 585
  403.15  8.150012E-01  9.420000E-01  9.670000E-01 585
  413.15  5.095600E-01  9.600000E-02  3.440000E-01 586
  413.15  6.799400E-01  2.750000E-01  5.790000E-01 586
  413.15  7.879400E-01  4.440000E-01  7.020000E-01 586
  413.15  8.825900E-01  5.950000E-01  7.860000E-01 586
  413.15  9.932500E-01  7.910000E-01  8.800000E-01 586
  413.15  1.058600E+00  9.460000E-01  9.620000E-01 586
  523.15  4.053000E+00  1.000000E-02  3.000000E-02 587
  523.15  4.559630E+00  7.000000E-02  2.270000E-01 587
  523.15  5.066250E+00  1.250000E-01  3.500000E-01 587
  523.15  5.572880E+00  1.800000E-01  4.500000E-01 587
  523.15  6.079500E+00  2.600000E-01  5.550000E-01 587
  523.15  6.586130E+00  3.350000E-01  6.550000E-01 587
  523.15  7.092750E+00  4.500000E-01  7.350000E-01 587
  548.15  6.079500E+00  2.000000E-02  7.500000E-02 587
  548.15  6.586130E+00  5.500000E-02  2.000000E-01 587
  548.15  7.092750E+00  1.000000E-01  2.950000E-01 587
  548.15  7.599380E+00  1.450000E-01  3.800000E-01 587
  548.15  8.106000E+00  1.950000E-01  4.550000E-01 587
  548.15  8.612630E+00  2.400000E-01  5.250000E-01 587
  358.06  6.662000E-02  2.000000E-02  1.390000E-01 588
  355.88  6.662000E-02  3.900000E-02  2.350000E-01 588
  352.16  6.662000E-02  7.500000E-02  3.660000E-01 588
  346.11  6.662000E-02  1.600000E-01  5.380000E-01 588
  342.54  6.662000E-02  2.460000E-01  6.380000E-01 588
  341.06  6.662000E-02  2.890000E-01  6.740000E-01 588
  339.77  6.662000E-02  3.320000E-01  7.060000E-01 588
  338.16  6.662000E-02  3.930000E-01  7.440000E-01 588
  336.93  6.662000E-02  4.490000E-01  7.690000E-01 588
  335.03  6.662000E-02  5.360000E-01  8.160000E-01 588
  333.76  6.662000E-02  6.200000E-01  8.490000E-01 588
  331.93  6.662000E-02  7.070000E-01  8.880000E-01 588
  330.31  6.662000E-02  8.190000E-01  9.350000E-01 588
  328.20  6.662000E-02  9.480000E-01  9.830000E-01 588
  360.55  1.013300E-01  1.000000E-01  3.860000E-01 589
  354.95  1.013300E-01  2.000000E-01  5.570000E-01 589
  351.05  1.013300E-01  3.000000E-01  6.610000E-01 589
  348.35  1.013300E-01  4.000000E-01  7.260000E-01 589
  346.25  1.013300E-01  5.000000E-01  7.750000E-01 589
  344.45  1.013300E-01  6.000000E-01  8.230000E-01 589
  342.95  1.013300E-01  7.000000E-01  8.670000E-01 589
  341.15  1.013300E-01  8.000000E-01  9.130000E-01 589
  339.45  1.013300E-01  9.000000E-01  9.560000E-01 589
  438.25  8.106000E-01  3.000000E-02  1.430000E-01 590
  434.25  8.106000E-01  5.800000E-02  2.320000E-01 590
  429.35  8.106000E-01  1.060000E-01  3.430000E-01 590
  425.25  8.106000E-01  1.540000E-01  4.340000E-01 590
  421.45  8.106000E-01  2.300000E-01  5.140000E-01 590
  418.05  8.106000E-01  3.090000E-01  5.760000E-01 590
  415.15  8.106000E-01  3.910000E-01  6.310000E-01 590
  411.45  8.106000E-01  5.180000E-01  7.200000E-01 590
  408.95  8.106000E-01  6.180000E-01  7.850000E-01 590
  406.95  8.106000E-01  7.160000E-01  8.460000E-01 590
  404.65  8.106000E-01  8.400000E-01  9.100000E-01 590
  404.55  8.106000E-01  8.500000E-01  9.140000E-01 590
  451.05  1.134800E+00  3.800000E-02  1.640000E-01 590
  447.85  1.134800E+00  6.700000E-02  2.410000E-01 590
  443.25  1.134800E+00  1.040000E-01  3.380000E-01 590
  438.75  1.134800E+00  1.710000E-01  4.340000E-01 590
  434.85  1.134800E+00  2.400000E-01  5.120000E-01 590
  431.35  1.134800E+00  3.290000E-01  5.830000E-01 590
  427.45  1.134800E+00  4.430000E-01  6.640000E-01 590
  425.25  1.134800E+00  5.110000E-01  7.100000E-01 590
  421.15  1.134800E+00  6.700000E-01  8.040000E-01 590
  420.05  1.134800E+00  7.170000E-01  8.250000E-01 590
  417.65  1.134800E+00  8.450000E-01  9.080000E-01 590
