1725 idDip Tc	PcBar	 acen	 TwuL	TwuM	 TwuM   c(cc/mol) zRa	 Tmin
1062	587.61	3.287	0.3846	0.3537	0.8213	1.9841	7.7805	0.2544	325
1065	600	3.41	0.3254	1.3605	0.9974	0.5948	17.3261	0.2464	325
1071	721.6	4.52	0.3732	0.2742	0.8518	2.5206	18.2102	0.2407	390
1079	624.5	4.6	0.2876	1.2016	0.9943	0.6335	13.3171	0.2469	326
1080	653	4	0.299	0.2645	0.835	2.1232	16.9778	0.2454	346
1090	709.6	4.01	0.383	0.307	0.8345	2.2476	5.4852	0.2572	388
1101	512.5	8.084	0.5658	0.7682	0.9348	1.5716	9.1802	0.2263	280
1102	514	6.137	0.6436	0.777	0.9043	1.6691	5.9029	0.2377	293
1103	536.8	5.169	0.6209	1.104	0.9376	1.1349	3.074	0.2471	308
1104	508.3	4.765	0.663	1.3164	1	0.9802	4.102	0.2454	296
1105	563.1	4.414	0.5883	1.3851	1	0.8538	1.5825	0.2523	292
1106	547.8	4.295	0.5857	1.9959	1	0.556	3.4336	0.2492	315
1107	535.9	4.1885	0.5808	2.3032	1	0.4725	3.0205	0.2522	308
1108	506.2	3.972	0.6152	3.156	0.8906	0.3719	1.1488	0.2557	295
1109	588.1	3.897	0.5748	1.4595	1	0.7878	1.1742	0.2536	340
1110	561	3.7	0.555	0	0.2567	1.3025	3.8782	0.2526	323
1111	543.7	3.71	0.482	4.7996	1	0.1947	0.2939	0.2592	307
1112	575.4	3.94	0.5877	1.9933	1	0.5599	-0.4641	0.2547	333
1114	611.3	3.446	0.5586	1.5803	1	0.703	3.6961	0.2515	355
1115	585.3	3.311	0.553	1.5659	0.6023	0.763	2.3682	0.2554	340
1117	604.4	3.45	0.51	0.1287	0.6591	2.2737	3.5847	0.2544	346
1120	559.6	3.714	0.5143	0.5719	0.0001	0.9313	4.8042	0.253	319
1121	640.4	2.756	0.5498	0.141	0.6904	2.5299	5.3763	0.2548	377
1123	577.2	3.93	0.59	2.0991	1	0.5272	-0.7104	0.2551	335
1124	556.1	3.87	0.5016	3.7056	0.9998	0.2598	-1.7866	0.2611	315
1125	632.3	3.085	0.5621	1.7829	1	0.6175	-4.3778	0.2642	371
1126	608.3	3	0.5677	0.9444	0.174	0.9932	2.7887	0.2556	358
1130	574.4	3.47	0.573	1.3913	1	0.8191	-9.1189	0.2665	334
1132	652.3	2.783	0.5697	2.2555	1	0.4807	4.2322	0.255	386
1133	629.8	2.749	0.5881	0.1832	0.6765	2.4025	4.612	0.2523	375
1134	670.9	2.527	0.5841	3.2674	1	0.326	13.2995	0.2472	402
1135	649.5	2.5408	0.6092	0.2314	0.7364	2.6585	-3.5733	0.2613	391
1136	688	2.308	0.607	2.4307	1	0.4584	13.6732	0.2484	417
1137	703.9	2.119	0.6236	0.3505	0.7194	2.2106	16.6819	0.2486	431
1140	718.7	1.954	0.6556	0.2387	0.7525	2.8894	23.5152	0.2443	446
1141	732.4	1.81	0.6881	0.1773	0.7939	3.7845	29.6263	0.2427	461
1143	757.3	1.569	0.7507	0.2288	0.797	3.693	45.0502	0.2372	488
1144	768.6	1.468	0.7788	0.2396	0.7965	3.7065	49.6106	0.2375	500
1145	779.2	1.377	0.8123	0.2431	0.7944	3.7696	49.1228	0.2409	512
1146	789.3	1.295	0.8322	0.2288	0.7907	3.8834	67.0476	0.2344	523
1148	807.7	1.154	0.8789	0.2477	0.7739	3.6907	88.3679	0.2312	544
1149	798.8	1.22	0.8582	0.3672	0.8111	3.2906	72.5458	0.2349	534
1151	650.1	4.26	0.369	2.741	0.618	0.396	4.3391	0.2575	352
1167	545.1	5.62	0.5697	0.8476	0.8596	1.3362	3.958	0.2482	306
1170	722.95	4.9	0.5157	0.3429	0.8459	2.6168	-30.5656	0.293	406
1172	707.65	4.4	0.5136	0.3002	0.8366	2.7778	-10.3363	0.2682	400
1174	707.05	4.9	0.5638	0.5268	0.8794	2.1367	-27.3815	0.2877	402
1176	701.05	4.3	0.4554	0.3068	0.847	2.5988	-27.2774	0.288	390
1177	729.95	5	0.5763	0.3502	0.8388	2.7378	-23.8056	0.2826	416
1178	715.65	3.6	0.4852	1.7184	1	0.5824	22.8991	0.2375	407
1180	720.15	4.374	0.3631	0	0.6216	2.0352	16.7227	0.245	388
1181	694.25	6.13	0.4435	0.1991	0.8256	2.9911	-10.9341	0.2754	375
1182	697.55	5.01	0.4339	0.186	0.8237	3.0314	-7.5829	0.2688	381
1183	705.85	4.56	0.448	0.9416	0.7674	0.9938	6.0176	0.2513	390
1184	704.65	5.15	0.5072	0.2386	0.825	3.0043	-11.3407	0.2697	393
1185	703	4.29	0.4763	0.2112	0.8235	3.035	-14.6774	0.277	393
1187	716.45	4.29	0.5154	1.7497	1	0.5859	-9.471	0.2691	406
1201	720	8.2	0.5068	1.5389	1	0.6793	8.3724	0.2383	389
1202	744.6	4.6	0.6221	0.2641	0.815	3.2231	20.2178	0.2291	432
1212	724	9.5	0.7385	0.4868	0.8467	2.6036	-23.761	0.3022	413
1212	724	9.5	0.7385	0.4868	0.8467	2.6036	-23.761	0.3022	413
1221	676	4.02	0.7043	1.6949	1	0.7507	35.4139	0.2106	403
1251	588	5.81	0.3125	0.2201	0.8517	2.5227	47.9845	0.1673	304
1253	600.81	4.668	0.5796	1.2117	1	0.9675	20.7991	0.2254	343
1256	615.7	4.06	0.675	0.4405	0.8431	2.6374	17.8529	0.2297	364
1258	639.16	3.63	0.7066	0.302	0.7954	3.0643	15.776	0.2357	384
1259	710.7	2.514	0.7787	1.8354	1	0.7324	7.2173	0.2507	445
1260	605	3.7	0.614	0.2749	0.8185	3.1452	28.1981	0.2213	355
1261	629.09	3.688	0.6818	0.4038	0.7898	2.4937	10.7908	0.2406	375
1262	660.2	3.308	0.733	1.8838	1	0.6836	13.7839	0.2397	402
1265	694.26	2.779	0.7734	0.7739	0.7962	1.697	8.3895	0.2466	431
1269	743	1.93	0.8983	1.8223	1	0.8217	23.5008	0.2406	485
1283	775	3.8	0.6291	0.4275	0.7617	2.1573	86	86	457
1291	606	4	0.4553	0.3445	0.8167	2.2196	14.1733	0.2446	338
1301	487.2	6	0.2556	0.782	0.8656	0.8912	4.0763	0.257	245
1302	508.4	4.74	0.2847	1.0861	0.9039	0.6935	4.4451	0.2579	264
1303	538	4.02	0.3088	1.5662	1	0.4908	5.9223	0.2567	285
1305	551.35	3.88075	0.3896	0.5661	0.8166	1.4064	-12.45	0.2779	302
1312	506.55	4.75	0.3313	1.2447	0.9825	0.6548	4.4328	0.2564	267
1313	523.3	3.88	0.3664	1.0052	0.92	0.8735	5.7372	0.2549	284
1314	549.73	3.36	0.3889	0.6462	0.8114	1.267	8.227	0.2531	304
1315	575.4	3.09	0.4394	0.2283	0.8317	2.8709	3.2972	0.2574	325
1316	560.8	3.01	0.434	1.4756	1	0.6369	6.1666	0.2542	317
1319	532	3.29	0.3678	1.2946	1	0.6728	6.5278	0.2554	292
1321	519.13	3.958	0.3513	1.5912	1	0.5178	10.3625	0.2487	280
1322	530.6	4.004	0.3466	0.4961	0.8059	1.4408	5.4025	0.2558	285
1323	546	3.362	0.3944	0.5168	0.8085	1.5128	7.282	0.2539	302
1324	568.6	3.06	0.4487	0.3312	0.8081	2.1964	4.0784	0.2564	323
1326	594.6	2.8	0.4644	1.3082	1	0.7666	4.6712	0.2558	341
1327	593.7	2.72	0.4335	0.625	0.7986	1.3705	9.1573	0.2535	339
1332	554.5	3.473	0.3775	1.1073	0.9105	0.7996	7.4788	0.2533	305
1333	571	2.95	0.4011	0.2925	0.837	2.3952	11.7841	0.2503	320
1336	579.4	2.84	0.4838	0.3461	0.7942	2.1835	-5.8466	0.265	334
1344	598	2.91	0.4817	0.2744	0.8357	2.7944	-0.654	0.262	344
1347	587.95	2.84	0.4	1.4402	1	0.6255	-1.3388	0.2636	331
1360	601.89	2.61	0.4006	1.6198	1	0.5518	-6.1391	0.268	341
1381	777.4	2.76	0.5807	0.4147	0.8507	2.516	30.7165	0.2358	463
1385	616	2.54	0.4815	0.2895	0.8296	2.6554	7.0282	0.2535	358
1400	537	3.7576	0.2816	1.0306	1	0.7529	12.0199	0.2481	284
1401	400.1	5.37	0.2002	0.602	0.8484	0.976	-2.1955	0.2736	198
1402	466.7	3.64	0.2811	0.9137	0.8449	0.7998	0.8388	0.2641	246
