44	1479	1921	VLE	THF + water
350.38	0.0913	0.7797	-86	1979 pat sun 0
350.63	0.0913	0.7058	-86	1979 pat sun 0
350.83	0.0913	0.6366	-86	1979 pat sun 0
351.08	0.0913	0.5492	-86	1979 pat sun 0
351.38	0.0913	0.473	-86	1979 pat sun 0
351.679	0.0913	0.3778	-86	1979 pat sun 0
352.029	0.0913	0.2786	-86	1979 pat sun 0
352.229	0.0913	0.231	-86	1979 pat sun 0
352.479	0.0913	0.1754	-86	1979 pat sun 0
352.629	0.0913	0.1304	-86	1979 pat sun 0
352.779	0.0913	0.1048	-86	1979 pat sun 0
352.979	0.0913	0.0526	-86	1979 pat sun 0
15	507	1527	VLE	p-xylene + 1,1,1-trichloroethane
345.281	0.0913	0.049	-86	1982 vis rao 0
348.031	0.0913	0.137	-86	1982 vis rao 0
352.829	0.0913	0.267	-86	1982 vis rao 0
356.728	0.0913	0.349	-86	1982 vis rao 0
358.327	0.0913	0.374	-86	1982 vis rao 0
361.527	0.0913	0.45	-86	1982 vis rao 0
365.026	0.0913	0.51	-86	1982 vis rao 0
369.125	0.0913	0.58	-86	1982 vis rao 0
372.824	0.0913	0.635	-86	1982 vis rao 0
376.724	0.0913	0.69	-86	1982 vis rao 0
380.273	0.0913	0.735	-86	1982 vis rao 0
386.222	0.0913	0.798	-86	1982 vis rao 0
391.121	0.0913	0.848	-86	1982 vis rao 0
394.87	0.0913	0.895	-86	1982 vis rao 0
400.719	0.0913	0.942	-86	1982 vis rao 0
19	507	1523	VLE	p-xylene + 1,2-dichloroethane
356.528	0.098	0.022	-86	1972 kum raj 0
358.228	0.098	0.081	-86	1972 kum raj 0
359.527	0.098	0.127	-86	1972 kum raj 0
360.977	0.098	0.186	-86	1972 kum raj 0
362.976	0.098	0.251	-86	1972 kum raj 0
364.376	0.098	0.296	-86	1972 kum raj 0
366.626	0.098	0.368	-86	1972 kum raj 0
368.775	0.098	0.434	-86	1972 kum raj 0
371.525	0.098	0.506	-86	1972 kum raj 0
374.724	0.098	0.569	-86	1972 kum raj 0
376.974	0.098	0.604	-86	1972 kum raj 0
383.322	0.098	0.722	-86	1972 kum raj 0
384.822	0.098	0.73	-86	1972 kum raj 0
389.071	0.098	0.786	-86	1972 kum raj 0
392.97	0.098	0.825	-86	1972 kum raj 0
393.12	0.098	0.848	-86	1972 kum raj 0
396.92	0.098	0.876	-86	1972 kum raj 0
402.169	0.098	0.938	-86	1972 kum raj 0
406.368	0.098	0.974	-86	1972 kum raj 0
17	504	1523	#	Source
356.528	0.098	0.02	-86	1972 kum raj 0
357.578	0.098	0.054	-86	1972 kum raj 0
359.727	0.098	0.122	-86	1972 kum raj 0
361.177	0.098	0.197	-86	1972 kum raj 0
362.427	0.098	0.232	-86	1972 kum raj 0
363.626	0.098	0.267	-86	1972 kum raj 0
365.926	0.098	0.346	-86	1972 kum raj 0
368.125	0.098	0.395	-86	1972 kum raj 0
370.125	0.098	0.452	-86	1972 kum raj 0
372.774	0.098	0.517	-86	1972 kum raj 0
380.123	0.098	0.664	-86	1972 kum raj 0
380.873	0.098	0.675	-86	1972 kum raj 0
387.971	0.098	0.79	-86	1972 kum raj 0
392.97	0.098	0.84	-86	1972 kum raj 0
394.47	0.098	0.851	-86	1972 kum raj 0
397.469	0.098	0.88	-86	1972 kum raj 0
401.769	0.098	0.92	-86	1972 kum raj 0
11	905	909	VLE	nitrogen + carbon dioxide
220.009	1.509	0.0132	-86	1983 als kid 0
220.009	3.075	0.0362	-86	1983 als kid 0
220.009	4.595	0.0601	-86	1983 als kid 0
220.009	6.313	0.0883	-86	1983 als kid 0
220.009	8.258	0.1209	-86	1983 als kid 0
220.009	11.114	0.1742	-86	1983 als kid 0
220.009	12.159	0.1951	-86	1983 als kid 0
220.009	12.432	0.2016	-86	1983 als kid 0
220.009	13.796	0.2324	-86	1983 als kid 0
220.009	15.506	0.2771	-86	1983 als kid 0
220.009	16.706	0.3155	-86	1983 als kid 0
10	2796	1101	VLE	2,6-dimethylpyridine + methanol
318.139	0.00574	0.902	-86	1976 nak ash 0
318.139	0.00921	0.8018	-86	1976 nak ash 0
318.139	0.01294	0.6974	-86	1976 nak ash 0
318.139	0.01659	0.6068	-86	1976 nak ash 0
318.139	0.01992	0.534	-86	1976 nak ash 0
318.139	0.02479	0.4322	-86	1976 nak ash 0
318.139	0.03156	0.2939	-86	1976 nak ash 0
318.139	0.0359	0.2009	-86	1976 nak ash 0
318.139	0.04038	0.0971	-86	1976 nak ash 0
318.139	0.04235	0.0503	-86	1976 nak ash 0
8	1748	1101	VLE	quinoline + methanol
521.11	1.07	0.868	-86	1986 wat thi 0
521.11	2.11	0.728	-86	1986 wat thi 0
521.11	3.24	0.588	-86	1986 wat thi 0
521.11	4.23	0.468	-86	1986 wat thi 0
521.11	5.22	0.347	-86	1986 wat thi 0
521.11	6.25	0.232	-86	1986 wat thi 0
521.11	7.43	0.105	-86	1986 wat thi 0
521.11	8.45	0.026	-86	1986 wat thi 0
8	1886	1844	VLE	nitrobenzene + DMSO
458.15	0.0953	0.0725	-86	2007 rad ven 1
458.15	0.0953	0.129	-86	2007 rad ven 1
459.25	0.0953	0.2568	-86	2007 rad ven 1
460.85	0.0953	0.3519	-86	2007 rad ven 1
465.35	0.0953	0.5465	-86	2007 rad ven 1
468.85	0.0953	0.6593	-86	2007 rad ven 1
475.05	0.0953	0.8289	-86	2007 rad ven 1
479.05	0.0953	0.9175	-86	2007 rad ven 1
10	1761	501	VLE	nitroethane + benzene
298.136	0.0123856	0.0688	-86	1961 sau spa 0
298.136	0.011879	0.13	-86	1961 sau spa 0
298.136	0.0115057	0.224	-86	1961 sau spa 0
298.136	0.0109191	0.299	-86	1961 sau spa 0
298.136	0.0098125	0.434	-86	1961 sau spa 0
298.136	0.0090659	0.523	-86	1961 sau spa 0
298.136	0.0084793	0.575	-86	1961 sau spa 0
298.136	0.0066261	0.776	-86	1961 sau spa 0
298.136	0.0054396	0.855	-86	1961 sau spa 0
298.136	0.0039597	0.943	-86	1961 sau spa 0
12	1457	1101	VLE	tetraglyme + methanol
353.15	0.03946	0.7631	-86	1995 est cha 0
353.15	0.053	0.6852	-86	1995 est cha 0
353.15	0.06793	0.6012	-86	1995 est cha 0
353.15	0.08182	0.5214	-86	1995 est cha 0
353.15	0.09751	0.4347	-86	1995 est cha 0
353.15	0.10798	0.3769	-86	1995 est cha 0
353.15	0.1266	0.2776	-86	1995 est cha 0
353.15	0.14154	0.2016	-86	1995 est cha 0
353.15	0.15759	0.1165	-86	1995 est cha 0
353.15	0.0145	0.9124	-86	1995 est cha 0
353.15	0.0264	0.8408	-86	1995 est cha 0
353.15	0.1726	0.0397	-86	1995 est cha 0
21	1604	1696	VLE	R-22 + Freon 12
232.422	0.101	0.989948	-86	1957 eis 0
232.382	0.101	0.979088	-86	1957 eis 0
232.243	0.101	0.962254	-86	1957 eis 0
232.293	0.101	0.949666	-86	1957 eis 0
232.193	0.101	0.933944	-86	1957 eis 0
231.873	0.101	0.887941	-86	1957 eis 0
231.773	0.101	0.832964	-86	1957 eis 0
231.773	0.101	0.784094	-86	1957 eis 0
231.793	0.101	0.743867	-86	1957 eis 0
231.793	0.101	0.688047	-86	1957 eis 0
232.253	0.101	0.636504	-86	1957 eis 0
232.452	0.101	0.567402	-86	1957 eis 0
232.552	0.101	0.544621	-86	1957 eis 0
232.642	0.101	0.508249	-86	1957 eis 0
232.642	0.101	0.499016	-86	1957 eis 0
233.342	0.101	0.438125	-86	1957 eis 0
234.251	0.101	0.375836	-86	1957 eis 0
234.851	0.101	0.339747	-86	1957 eis 0
236.04	0.101	0.278111	-86	1957 eis 0
237.309	0.101	0.211563	-86	1957 eis 0
238.917	0.101	0.142218	-86	1957 eis 0
23	2856	1511	VLE	N,N-dimethylacetamide + dichloromethane
333.15	0.00254	0.9952	-86	2017 hor con 0
333.15	0.0029	0.9908	-86	2017 hor con 0
333.15	0.00324	0.9864	-86	2017 hor con 0
333.15	0.00398	0.9763	-86	2017 hor con 0
333.15	0.00558	0.955	-86	2017 hor con 0
333.15	0.00947	0.9069	-86	2017 hor con 0
333.15	0.01441	0.8535	-86	2017 hor con 0
333.15	0.0215	0.788	-86	2017 hor con 0
333.15	0.03096	0.7137	-86	2017 hor con 0
333.15	0.04378	0.6307	-86	2017 hor con 0
333.15	0.05886	0.549	-86	2017 hor con 0
333.15	0.07494	0.4735	-86	2017 hor con 0
333.15	0.09159	0.4044	-86	2017 hor con 0
333.15	0.10679	0.3461	-86	2017 hor con 0
333.15	0.12063	0.295	-86	2017 hor con 0
333.15	0.13811	0.2331	-86	2017 hor con 0
333.15	0.15367	0.1774	-86	2017 hor con 0
333.15	0.17273	0.1083	-86	2017 hor con 0
333.15	0.18264	0.0695	-86	2017 hor con 0
333.15	0.18962	0.0404	-86	2017 hor con 0
333.15	0.19477	0.0166	-86	2017 hor con 0
333.15	0.19666	0.0067	-86	2017 hor con 0
333.15	0.19769	0.0019	-86	2017 hor con 0
7	2856	1604	VLE	N,N-dimethylacetamide + R-22 !Bad Data for "1962 alb sha 0" ???
323.127	0.166853	0.743	-86	1962 alb sha 0	166.853
323.127	0.265448	0.634	-86	1962 alb sha 0	265.448
323.137	0.691250	0.4578	-86	1986 bha var 0	691.25
323.137	1.049160	0.3063	-86	1986 bha var 0	1049.16
323.137	1.194310	0.2762	-86	1986 bha var 0	1194.31
323.137	1.482340	0.1876	-86	1986 bha var 0	1482.34
323.137	1.651300	0.1258	-86	1986 bha var 0	1651.3
36	6854	1101	VLE	N-methylacetamide + methanol
398.6	0.01789	0.9758	-86	1997 deh fis 1
398.6	0.02814	0.9546	-86	1997 deh fis 1
398.6	0.0376	0.9347	-86	1997 deh fis 1
398.6	0.04722	0.9153	-86	1997 deh fis 1
398.6	0.05516	0.8998	-86	1997 deh fis 1
398.6	0.06624	0.8783	-86	1997 deh fis 1
398.6	0.07705	0.8575	-86	1997 deh fis 1
398.6	0.0891	0.8348	-86	1997 deh fis 1
398.6	0.10042	0.8141	-86	1997 deh fis 1
398.6	0.11271	0.7926	-86	1997 deh fis 1
398.6	0.12422	0.7725	-86	1997 deh fis 1
398.6	0.13607	0.7519	-86	1997 deh fis 1
398.6	0.1509	0.7293	-86	1997 deh fis 1
398.6	0.16319	0.7082	-86	1997 deh fis 1
398.6	0.20428	0.6441	-86	1997 deh fis 1
398.6	0.24514	0.5842	-86	1997 deh fis 1
398.6	0.31273	0.4921	-86	1997 deh fis 1
398.6	0.35913	0.4333	-86	1997 deh fis 1
398.6	0.43011	0.3483	-86	1997 deh fis 1
398.6	0.49715	0.2841	-86	1997 deh fis 1
398.6	0.5402	0.235	-86	1997 deh fis 1
398.6	0.58115	0.1878	-86	1997 deh fis 1
398.6	0.59764	0.1687	-86	1997 deh fis 1
398.6	0.61594	0.1477	-86	1997 deh fis 1
398.6	0.63524	0.1263	-86	1997 deh fis 1
398.6	0.64828	0.1109	-86	1997 deh fis 1
398.6	0.66231	0.0942	-86	1997 deh fis 1
398.6	0.67758	0.077	-86	1997 deh fis 1
398.6	0.68488	0.0681	-86	1997 deh fis 1
398.6	0.6923	0.0592	-86	1997 deh fis 1
398.6	0.7037	0.046	-86	1997 deh fis 1
398.6	0.72077	0.0263	-86	1997 deh fis 1
398.6	0.73505	0.009	-86	1997 deh fis 1
398.6	0.73881	0.0051	-86	1997 deh fis 1
398.6	0.73983	0.0034	-86	1997 deh fis 1
398.6	0.74094	0.0017	-86	1997 deh fis 1
13	6854	1080	VLE	N-methylacetamide + cyclohexanone
432.75	0.02666	0.985	-86	1993 auc mon 0
425.45	0.02666	0.947	-86	1993 auc mon 0
418.85	0.02666	0.905	-86	1993 auc mon 0
416.25	0.02666	0.886	-86	1993 auc mon 0
403.85	0.02666	0.75	-86	1993 auc mon 0
402.05	0.02666	0.717	-86	1993 auc mon 0
396.65	0.02666	0.623	-86	1993 auc mon 0
392.65	0.02666	0.509	-86	1993 auc mon 0
390.65	0.02666	0.448	-86	1993 auc mon 0
388.35	0.02666	0.33	-86	1993 auc mon 0
386.15	0.02666	0.257	-86	1993 auc mon 0
385.25	0.02666	0.17	-86	1993 auc mon 0
384.25	0.02666	0.081	-86	1993 auc mon 0
12	1080	1527	VLE	cyclohexanone + 1,1,1-trichloroethane				
318.15	0.00448	0.925	-86	2009 dra bar 0				
318.15	0.0076	0.835	-86	2009 dra bar 0				
318.15	0.01152	0.729	-86	2009 dra bar 0				
318.15	0.01441	0.641	-86	2009 dra bar 0				
318.15	0.01737	0.56	-86	2009 dra bar 0				
318.15	0.0199	0.493	-86	2009 dra bar 0				
318.15	0.02232	0.429	-86	2009 dra bar 0				
318.15	0.02522	0.348	-86	2009 dra bar 0				
318.15	0.02798	0.275	-86	2009 dra bar 0				
318.15	0.03021	0.205	-86	2009 dra bar 0				
318.15	0.0325	0.145	-86	2009 dra bar 0				
318.15	0.03594	0.052	-86	2009 dra bar 0				
25	2852	1101	VLE	N-methylformamide + methanol
313.15	0.032983	0.0714	-86	1996 zie 1
313.15	0.031176	0.1245	-86	1996 zie 1
313.15	0.029267	0.1813	-86	1996 zie 1
313.15	0.028278	0.2103	-86	1996 zie 1
313.15	0.025131	0.3028	-86	1996 zie 1
313.15	0.02427	0.3275	-86	1996 zie 1
313.15	0.022787	0.3706	-86	1996 zie 1
313.15	0.01966	0.4595	-86	1996 zie 1
313.15	0.017474	0.522	-86	1996 zie 1
313.15	0.016315	0.555	-86	1996 zie 1
313.15	0.014679	0.6011	-86	1996 zie 1
313.15	0.012626	0.6594	-86	1996 zie 1
313.15	0.010762	0.7121	-86	1996 zie 1
313.15	0.010575	0.7181	-86	1996 zie 1
313.15	0.009284	0.7538	-86	1996 zie 1
313.15	0.008908	0.7653	-86	1996 zie 1
313.15	0.007606	0.803	-86	1996 zie 1
313.15	0.006726	0.8272	-86	1996 zie 1
313.15	0.005251	0.8703	-86	1996 zie 1
313.15	0.004807	0.8835	-86	1996 zie 1
313.15	0.004167	0.901	-86	1996 zie 1
313.15	0.003888	0.9101	-86	1996 zie 1
313.15	0.00322	0.9293	-86	1996 zie 1
313.15	0.002625	0.9462	-86	1996 zie 1
313.15	0.002308	0.9553	-86	1996 zie 1
5	1781	1102	VLE	glutaronitrile + ethanol
293.138	0.00484	0.657	-86	1955 phi 1
293.138	0.00497	0.635	-86	1955 phi 1
293.138	0.00557	0.38	-86	1955 phi 1
293.138	0.00561	0.23	-86	1955 phi 1
293.138	0.00564	0.125	-86	1955 phi 1
13	1760	501	VLE	nitromethane + benzene
318.139	0.0303402	0.081	-86	1969 edw 0
318.139	0.0303802	0.1011	-86	1969 edw 0
318.139	0.0303602	0.1541	-86	1969 edw 0
318.139	0.0302802	0.1861	-86	1969 edw 0
318.139	0.0301602	0.2225	-86	1969 edw 0
318.139	0.0289403	0.4127	-86	1969 edw 0
318.139	0.0277404	0.5338	-86	1969 edw 0
318.139	0.0257205	0.6779	-86	1969 edw 0
318.139	0.0250899	0.7119	-86	1969 edw 0
318.139	0.0209196	0.861	-86	1969 edw 0
318.139	0.0168506	0.9418	-86	1969 edw 0
318.139	0.0155094	0.9623	-86	1969 edw 0
318.139	0.01327	0.991	-86	1969 edw 0
8	1763	501	VLE	2-nitropropane + benzene
298.136	0.0121857	0.0757	-86	1961 sau spa 0
298.136	0.0109591	0.219	-86	1961 sau spa 0
298.136	0.0103991	0.281	-86	1961 sau spa 0
298.136	0.0083726	0.454	-86	1961 sau spa 0
298.136	0.008306	0.507	-86	1961 sau spa 0
298.136	0.0070394	0.629	-86	1961 sau spa 0
298.136	0.0048796	0.81	-86	1961 sau spa 0
298.136	0.0030664	0.944	-86	1961 sau spa 0
8	1762	1571	#	1-nitropropane + monochlorobenzene
393.127	0.077314	0.156	-86	1941 lac buc 0
393.127	0.07858	0.235	-86	1941 lac buc 0
393.127	0.07954	0.325	-86	1941 lac buc 0
393.127	0.079673	0.493	-86	1941 lac buc 0
393.127	0.07962	0.546	-86	1941 lac buc 0
393.127	0.07814	0.718	-86	1941 lac buc 0
393.127	0.078687	0.718	-86	1941 lac buc 0
393.127	0.075354	0.904	-86	1941 lac buc 0
13	1682	1101	VLE	iodoethane + methanol
323.15	0.07663	0.9303	-86	1992 pau ati 0
323.15	0.08256	0.8407	-86	1992 pau ati 0
323.15	0.08527	0.7288	-86	1992 pau ati 0
323.15	0.08607	0.6018	-86	1992 pau ati 0
323.15	0.08624	0.5054	-86	1992 pau ati 0
323.15	0.08624	0.431	-86	1992 pau ati 0
323.15	0.08603	0.3691	-86	1992 pau ati 0
323.15	0.08511	0.2813	-86	1992 pau ati 0
323.15	0.08393	0.2308	-86	1992 pau ati 0
323.15	0.0816	0.1718	-86	1992 pau ati 0
323.15	0.07702	0.1084	-86	1992 pau ati 0
323.15	0.06811	0.0459	-86	1992 pau ati 0
323.15	0.05703	0.0034	-86	1992 pau ati 0
8	1681	1051	VLE	iodomethane + acetone
298.186	0.036397	0.113	-86	1964 low moe 0
298.186	0.04013	0.197	-86	1964 low moe 0
298.186	0.04213	0.257	-86	1964 low moe 0
298.186	0.046263	0.389	-86	1964 low moe 0
298.186	0.047996	0.453	-86	1964 low moe 0
298.186	0.051329	0.618	-86	1964 low moe 0
298.186	0.052929	0.781	-86	1964 low moe 0
298.186	0.053862	0.917	-86	1964 low moe 0
9	1645	501	VLE	bromoethane + benzene
314.62	0.10132	0.9	-86	1912 tyr 1
318.228	0.10132	0.8	-86	1912 tyr 1
321.907	0.10132	0.7	-86	1912 tyr 1
325.716	0.10132	0.6	-86	1912 tyr 1
329.645	0.10132	0.5	-86	1912 tyr 1
333.964	0.10132	0.4	-86	1912 tyr 1
338.514	0.10132	0.3	-86	1912 tyr 1
343.124	0.10132	0.2	-86	1912 tyr 1
347.984	0.10132	0.1	-86	1912 tyr 1
13	1586	1051	VLE	1-chlorobutane + acetone
348.141	0.1004	0.9494	-86	1984 khu mut 2
348.141	0.10888	0.897	-86	1985 khu mut 2
348.141	0.11914	0.8263	-86	1986 khu mut 2
348.141	0.12611	0.7737	-86	1987 khu mut 2
348.141	0.13919	0.6606	-86	1988 khu mut 2
348.141	0.1468	0.5855	-86	1989 khu mut 2
348.141	0.15541	0.4919	-86	1990 khu mut 2
348.141	0.16307	0.3962	-86	1991 khu mut 2
348.141	0.16985	0.3014	-86	1992 khu mut 2
348.141	0.17544	0.2153	-86	1993 khu mut 2
348.141	0.17979	0.1414	-86	1994 khu mut 2
348.141	0.18244	0.0888	-86	1995 khu mut 2
348.141	0.18474	0.0436	-86	1996 khu mut 2
19	1571	1521	VLE	chlorobenzene + chloroform
337.933	0.101	0.132	-86	1978 nar sub 1
341.633	0.101	0.256	-86	1978 nar sub 1
349.53	0.101	0.438	-86	1978 nar sub 1
353.729	0.101	0.523	-86	1978 nar sub 1
359.627	0.101	0.607	-86	1978 nar sub 1
362.526	0.101	0.656	-86	1978 nar sub 1
363.226	0.101	0.663	-86	1978 nar sub 1
370.225	0.101	0.731	-86	1978 nar sub 1
373.824	0.101	0.781	-86	1978 nar sub 1
374.224	0.101	0.787	-86	1978 nar sub 1
377.224	0.101	0.809	-86	1978 nar sub 1
381.623	0.101	0.838	-86	1978 nar sub 1
385.822	0.101	0.875	-86	1978 nar sub 1
388.421	0.101	0.892	-86	1978 nar sub 1
389.721	0.101	0.9	-86	1978 nar sub 1
390.521	0.101	0.909	-86	1978 nar sub 1
391.621	0.101	0.925	-86	1978 nar sub 1
394.12	0.101	0.935	-86	1978 nar sub 1
399.819	0.101	0.978	-86	1978 nar sub 1
9	1527	1051	VLE	1,1,1-trichloroethane + acetone
313.15	0.03637	0.8824	-86	1998 dra bar 0
313.15	0.03979	0.7968	-86	1998 dra bar 0
313.15	0.04401	0.6596	-86	1998 dra bar 0
313.15	0.04734	0.5361	-86	1998 dra bar 0
313.15	0.04913	0.4648	-86	1998 dra bar 0
313.15	0.05169	0.3332	-86	1998 dra bar 0
313.15	0.05348	0.2215	-86	1998 dra bar 0
313.15	0.05464	0.1545	-86	1998 dra bar 0
313.15	0.05549	0.0831	-86	1998 dra bar 0
13	1523	1051	VLE	1,2-dichloroethane + acetone
352.623	0.101	0.8928	-86	1956 can hor 0
349.853	0.101	0.8107	-86	1956 can hor 0
347.254	0.101	0.7259	-86	1956 can hor 0
344.114	0.101	0.6171	-86	1956 can hor 0
342.874	0.101	0.5727	-86	1956 can hor 0
341.244	0.101	0.5139	-86	1956 can hor 0
340.774	0.101	0.4968	-86	1956 can hor 0
339.464	0.101	0.4482	-86	1956 can hor 0
337.394	0.101	0.3686	-86	1956 can hor 0
335.624	0.101	0.2951	-86	1956 can hor 0
333.634	0.101	0.2077	-86	1956 can hor 0
332.104	0.101	0.1358	-86	1956 can hor 0
330.515	0.101	0.0618	-86	1956 can hor 0
15	1522	1052	VLE	1,1-dichloroethane + MEK
323.12	0.0549692	0.54488	-86	1999 igo ait 1
323.12	0.0549777	0.54488	-86	1999 igo ait 1
323.19	0.0379819	0.08379	-86	1999 igo ait 1
323.19	0.0419305	0.21857	-86	1999 igo ait 1
323.19	0.0477537	0.38409	-86	1999 igo ait 1
323.19	0.0477614	0.38409	-86	1999 igo ait 1
323.19	0.0477631	0.38409	-86	1999 igo ait 1
323.19	0.0696877	0.82468	-86	1999 igo ait 1
323.21	0.0380041	0.08379	-86	1999 igo ait 1
323.21	0.0616236	0.67609	-86	1999 igo ait 1
323.21	0.0616435	0.67609	-86	1999 igo ait 1
323.21	0.069756	0.82468	-86	1999 igo ait 1
323.24	0.0513141	0.46739	-86	1999 igo ait 1
323.26	0.0513333	0.46739	-86	1999 igo ait 1
323.26	0.0513298	0.46739	-86	1999 igo ait 1
18	1052	1521	VLE	2-butanone(MEK) + chloroform
352.823	0.101	0.965	-86	1955 kri rao 0
352.823	0.101	0.925	-86	1955 kri rao 0
352.723	0.101	0.845	-86	1955 kri rao 0
352.623	0.101	0.807	-86	1955 kri rao 0
352.223	0.101	0.759	-86	1955 kri rao 0
351.823	0.101	0.71	-86	1955 kri rao 0
351.223	0.101	0.649	-86	1955 kri rao 0
350.323	0.101	0.575	-86	1955 kri rao 0
349.023	0.101	0.509	-86	1955 kri rao 0
347.424	0.101	0.442	-86	1955 kri rao 0
345.224	0.101	0.367	-86	1955 kri rao 0
343.324	0.101	0.31	-86	1955 kri rao 0
341.924	0.101	0.261	-86	1955 kri rao 0
340.624	0.101	0.225	-86	1955 kri rao 0
339.524	0.101	0.185	-86	1955 kri rao 0
339.224	0.101	0.175	-86	1955 kri rao 0
337.024	0.101	0.1	-86	1955 kri rao 0
336.024	0.101	0.065	-86	1955 kri rao 0
12	1696	1876	VLE	R-21 + dimethylformamide (DMF)
310.931	0.0108937	0.104	-86	1962 alb sha 0
310.931	0.0132379	0.128	-86	1962 alb sha 0
324.826	0.0182711	0.104	-86	1962 alb sha 0
324.826	0.0220632	0.127	-86	1962 alb sha 0
338.724	0.0291648	0.103	-86	1962 alb sha 0
338.724	0.0348875	0.127	-86	1962 alb sha 0
352.523	0.0448849	0.103	-86	1962 alb sha 0
352.523	0.0536412	0.126	-86	1962 alb sha 0
366.423	0.067017	0.102	-86	1962 alb sha 0
366.423	0.0799792	0.125	-86	1962 alb sha 0
380.325	0.0972161	0.101	-86	1962 alb sha 0
380.325	0.115211	0.124	-86	1962 alb sha 0
9	1938	1402	VLE	carbon disulfide + ethyl ether
302.334	0.0617283	0.2	-86	1932 hir 1
302.334	0.061195	0.28	-86	1932 hir 1
302.334	0.060795	0.325	-86	1932 hir 1
302.334	0.0597551	0.415	-86	1932 hir 1
302.334	0.0584219	0.49	-86	1932 hir 1
302.334	0.0552621	0.67	-86	1932 hir 1
302.334	0.0546755	0.697	-86	1932 hir 1
302.334	0.0515958	0.821	-86	1932 hir 1
302.334	0.0509958	0.84	-86	1932 hir 1
13	1938	1051	VLE	carbon disulfide + acetone		
327.126	0.10132	0.019	-86	1909 ros eas 1		53.976
324.527	0.10132	0.0476	-86	1909 ros eas 1		51.377
319.768	0.10132	0.134	-86	1909 ros eas 1		46.618
317.109	0.10132	0.1858	-86	1909 ros eas 1		43.959
314.49	0.10132	0.2912	-86	1909 ros eas 1		41.34
313.38	0.10132	0.3798	-86	1909 ros eas 1		40.23
312.91	0.10132	0.4477	-86	1909 ros eas 1		39.76
312.47	0.10132	0.536	-86	1909 ros eas 1		39.32
312.19	0.10132	0.653	-86	1909 ros eas 1		39.04
312.42	0.10132	0.7894	-86	1909 ros eas 1		39.27
312.72	0.10132	0.8023	-86	1909 ros eas 1		39.57
313.58	0.10132	0.8799	-86	1909 ros eas 1		40.43
316.589	0.10132	0.9683	-86	1909 ros eas 1		43.439
9	1938	1521	#	carbon disulfide + chloroform
333.124	0.109991	0.1	-86	1926 sch 0
333.124	0.118257	0.2	-86	1926 sch 0
333.124	0.125723	0.3	-86	1926 sch 0
333.124	0.132256	0.4	-86	1926 sch 0
333.124	0.138389	0.5	-86	1926 sch 0
333.124	0.143588	0.6	-86	1926 sch 0
333.124	0.147454	0.7	-86	1926 sch 0
333.124	0.150388	0.8	-86	1926 sch 0
333.124	0.152921	0.9	-86	1926 sch 0
39	1845	1101	#	sulfolane + methanol
298.144	0.0165586	0.0478	-86	1969 tom lin 0
298.144	0.0157987	0.1068	-86	1969 tom lin 0
298.144	0.0152787	0.1852	-86	1969 tom lin 0
298.144	0.0149321	0.2676	-86	1969 tom lin 0
298.144	0.0130123	0.4811	-86	1969 tom lin 0
298.144	0.0107058	0.6449	-86	1969 tom lin 0
298.144	0.0097725	0.729	-86	1969 tom lin 0
298.144	0.0073594	0.8638	-86	1969 tom lin 0
303.143	0.0212649	0.0478	-86	1969 tom lin 0
303.143	0.020305	0.1068	-86	1969 tom lin 0
303.143	0.0196117	0.1852	-86	1969 tom lin 0
303.143	0.0191184	0.2676	-86	1969 tom lin 0
303.143	0.016612	0.4811	-86	1969 tom lin 0
303.143	0.0134656	0.6449	-86	1969 tom lin 0
303.143	0.012319	0.729	-86	1969 tom lin 0
303.143	0.0092126	0.8638	-86	1969 tom lin 0
308.142	0.0271044	0.0478	-86	1969 tom lin 0
308.142	0.0258912	0.1068	-86	1969 tom lin 0
308.142	0.0249579	0.1852	-86	1969 tom lin 0
308.142	0.024278	0.2676	-86	1969 tom lin 0
308.142	0.0209316	0.4811	-86	1969 tom lin 0
308.142	0.0169053	0.6449	-86	1969 tom lin 0
308.142	0.0153854	0.729	-86	1969 tom lin 0
313.14	0.0342638	0.0478	-86	1969 tom lin 0
313.14	0.0326773	0.1068	-86	1969 tom lin 0
313.14	0.0315174	0.1852	-86	1969 tom lin 0
313.14	0.0305842	0.2676	-86	1969 tom lin 0
313.14	0.0262645	0.4811	-86	1969 tom lin 0
313.14	0.0209716	0.6449	-86	1969 tom lin 0
318.139	0.0429431	0.0478	-86	1969 tom lin 0
318.139	0.04097	0.1068	-86	1969 tom lin 0
318.139	0.0394101	0.1852	-86	1969 tom lin 0
318.139	0.0381835	0.2676	-86	1969 tom lin 0
318.139	0.0325707	0.4811	-86	1969 tom lin 0
323.137	0.0534356	0.0478	-86	1969 tom lin 0
323.137	0.0509291	0.1068	-86	1969 tom lin 0
323.137	0.048796	0.1852	-86	1969 tom lin 0
323.137	0.0473294	0.2676	-86	1969 tom lin 0
323.137	0.0400767	0.4811	-86	1969 tom lin 0
34	908	909		carbon monoxide + carbon dioxide
223.109	0.8268	0.0028	-86	1974 chr fre 1
223.109	1.4226	0.0148	-86	1974 chr fre 1
223.109	2.2504	0.0318	-86	1974 chr fre 1
223.109	3.8341	0.061	-86	1974 chr fre 1
223.109	5.8313	0.106	-86	1974 chr fre 1
223.109	8.1435	0.161	-86	1974 chr fre 1
223.109	10.072	0.222	-86	1974 chr fre 1
223.109	13.475	0.392	-86	1974 chr fre 1
