44	1479	1921	VLE	THF + water
354.729	0.10132	0.088	-86	1973 mat cab 0
354.529	0.10132	0.033	-86	1973 mat cab 0
18	1313	1521	VLE	ethyl acetate + chloroform
350.623	0.101	0.929	-86	1962 nag 4
350.723	0.101	0.89	-86	1962 nag 4
350.823	0.101	0.86	-86	1962 nag 4
350.923	0.101	0.826	-86	1962 nag 4
350.923	0.101	0.777	-86	1962 nag 4
350.623	0.101	0.741	-86	1962 nag 4
350.423	0.101	0.699	-86	1962 nag 4
349.923	0.101	0.635	-86	1962 nag 4
349.123	0.101	0.552	-86	1962 nag 4
348.223	0.101	0.496	-86	1962 nag 4
347.824	0.101	0.472	-86	1962 nag 4
346.624	0.101	0.419	-86	1962 nag 4
344.924	0.101	0.35	-86	1962 nag 4
343.524	0.101	0.296	-86	1962 nag 4
342.024	0.101	0.249	-86	1962 nag 4
340.824	0.101	0.21	-86	1962 nag 4
338.724	0.101	0.144	-86	1962 nag 4
336.824	0.101	0.078	-86	1962 nag 4
10	1103	1051	VLE	1-propanol + acetone
363.826	0.101325	0.901	-86	1981 rhi kwa 0
359.127	0.101325	0.82	-86	1981 rhi kwa 0
355.328	0.101325	0.711	-86	1981 rhi kwa 0
349.33	0.101325	0.628	-86	1981 rhi kwa 0
344.232	0.101325	0.51	-86	1981 rhi kwa 0
340.733	0.101325	0.421	-86	1981 rhi kwa 0
337.933	0.101325	0.335	-86	1981 rhi kwa 0
334.934	0.101325	0.247	-86	1981 rhi kwa 0
332.834	0.101325	0.152	-86	1981 rhi kwa 0
330.735	0.101325	0.075	-86	1981 rhi kwa 0
14	1103	1521	HE	1-propanol + chloroform
365.65	0.1013	0.952	-86	1994 wan cai 0
362.25	0.1013	0.907	-86	1994 wan cai 0
357.45	0.1013	0.843	-86	1994 wan cai 0
355.05	0.1013	0.806	-86	1994 wan cai 0
351.35	0.1013	0.747	-86	1994 wan cai 0
347.55	0.1013	0.673	-86	1994 wan cai 0
344.35	0.1013	0.597	-86	1994 wan cai 0
342.05	0.1013	0.504	-86	1994 wan cai 0
340.35	0.1013	0.439	-86	1994 wan cai 0
338.45	0.1013	0.336	-86	1994 wan cai 0
337.35	0.1013	0.247	-86	1994 wan cai 0
336.05	0.1013	0.14	-86	1994 wan cai 0
335.25	0.1013	0.06	-86	1994 wan cai 0
334.85	0.1013	0.016	-86	1994 wan cai 0
22	1521	1051			
335.26	0.1013	0.925	-86	1991 koj toc 0	62.11
336.6	0.1013	0.823	-86	1991 koj toc 0	63.45
337.1	0.1013	0.771	-86	1991 koj toc 0	63.95
337.34	0.1013	0.738	-86	1991 koj toc 0	64.19
337.44	0.1013	0.715	-86	1991 koj toc 0	64.29
337.6	0.1013	0.655	-86	1991 koj toc 0	64.45
337.62	0.1013	0.643	-86	1991 koj toc 0	64.47
337.62	0.1013	0.635	-86	1991 koj toc 0	64.47
337.61	0.1013	0.613	-86	1991 koj toc 0	64.46
337.58	0.1013	0.605	-86	1991 koj toc 0	64.43
337.55	0.1013	0.596	-86	1991 koj toc 0	64.4
337.35	0.1013	0.548	-86	1991 koj toc 0	64.2
337.2	0.1013	0.534	-86	1991 koj toc 0	64.05
337.19	0.1013	0.526	-86	1991 koj toc 0	64.04
336.82	0.1013	0.481	-86	1991 koj toc 0	63.67
336.34	0.1013	0.436	-86	1991 koj toc 0	63.19
335.88	0.1013	0.406	-86	1991 koj toc 0	62.73
335.57	0.1013	0.39	-86	1991 koj toc 0	62.42
335.31	0.1013	0.376	-86	1991 koj toc 0	62.16
334.39	0.1013	0.316	-86	1991 koj toc 0	61.24
333.38	0.1013	0.253	-86	1991 koj toc 0	60.23
330.68	0.1013	0.082	-86	1991 koj toc 0	57.53
12	1457	1696	VLE	tetraglyme + dichlorofluoromethane
377.575	0.0726	0.848	-86	1962 alb sha 0
365.973	0.05481	0.846	-86	1962 alb sha 0
352.973	0.03709	0.844	-86	1962 alb sha 0
338.974	0.02392	0.843	-86	1962 alb sha 0
310.981	0.00876	0.842	-86	1962 alb sha 0
324.976	0.01469	0.842	-86	1962 alb sha 0
379.975	0.08853	0.823	-86	1962 alb sha 0
365.973	0.06371	0.82	-86	1962 alb sha 0
352.973	0.04337	0.818	-86	1962 alb sha 0
338.974	0.0282	0.817	-86	1962 alb sha 0
324.976	0.01793	0.816	-86	1962 alb sha 0
310.981	0.01082	0.815	-86	1962 alb sha 0
8	1922	1845	VLE	hydrogen sulfide + sulfolane
303.14	0.0552	0.03	-86	1988 mur rom 0
303.14	0.1473	0.08	-86	1988 mur rom 0
303.14	0.2801	0.15	-86	1988 mur rom 0
303.14	0.526	0.26	-86	1988 mur rom 0
303.14	0.8362	0.38	-86	1988 mur rom 0
303.14	1.1031	0.48	-86	1988 mur rom 0
303.14	1.2536	0.53	-86	1988 mur rom 0
303.14	1.3791	0.57	-86	1988 mur rom 0
6	1922	1101	VLE	hydrogen sulfide + methanol
248.06	0.2027	0.20	-86	1969 yor sad 0
248.06	0.2533	0.29	-86	1969 yor sad 0
248.06	0.304	0.33	-86	1969 yor sad 0
248.06	0.3445	0.47	-86	1969 yor sad 0
248.06	0.4053	0.58	-86	1969 yor sad 0
248.06	0.4357	0.73	-86	1969 yor sad 0
7	1922	1938	VLE	hydrogen sulfide + carbon disulphide
298.40	0.71	0.19	-86	2007 gui fis 0
298.40	0.869	0.28	-86	2007 gui fis 0
298.40	1.227	0.46	-86	2007 gui fis 0
298.40	1.309	0.55	-86	2007 gui fis 0
298.40	1.379	0.60	-86	2007 gui fis 0
298.40	1.605	0.77	-86	2007 gui fis 0
298.40	1.934	0.96	-86	2007 gui fis 0
7	1922	909	VLE	hydrogen sulfide + carbon dioxide
244.28	0.68948	0.915	-86	1959 sob kur 0
249.84	0.68948	0.956	-86	1959 sob kur 0
255.39	0.68948	0.984	-86	1959 sob kur 0
224.85	0.68948	0.282	-86	1959 sob kur 0
227.63	0.68948	0.501	-86	1959 sob kur 0
233.18	0.68948	0.714	-86	1959 sob kur 0
238.73	0.68948	0.850	-86	1959 sob kur 0
8	1922	501	VLE	hydrogen sulfide + benzene
323.15	0.455	0.14	-86	1995 lau ric 0
323.15	0.79	0.26	-86	1995 lau ric 0
323.15	1.22	0.40	-86	1995 lau ric 0
323.15	1.615	0.52	-86	1995 lau ric 0
323.15	2.01	0.63	-86	1995 lau ric 0
323.15	2.415	0.74	-86	1995 lau ric 0
323.15	2.795	0.83	-86	1995 lau ric 0
323.15	3.23	0.94	-86	1995 lau ric 0
6	1922	502	VLE	hydrogen sulfide + toluene
310.919	0.203395	0.077	-86	1980 ng kal 0
310.919	0.546754	0.226	-86	1980 ng kal 0
310.919	1.03421	0.427	-86	1980 ng kal 0
310.919	1.58579	0.643	-86	1980 ng kal 0
310.919	2.18564	0.836	-86	1980 ng kal 0
310.919	2.55106	0.954	-86	1980 ng kal 0
14	1071	507	VLE	NMP + 1,4-dimethylbenzene
473.11	0.10633	0.9748	-86	1987 wil wil 2
473.11	0.12048	0.9487	-86	1987 wil wil 2
473.11	0.14182	0.9041	-86	1987 wil wil 2
473.11	0.18451	0.8101	-86	1987 wil wil 2
473.11	0.22342	0.7094	-86	1987 wil wil 2
473.11	0.27011	0.569	-86	1987 wil wil 2
473.11	0.27592	0.5587	-86	1987 wil wil 2
473.11	0.30306	0.4657	-86	1987 wil wil 2
473.11	0.30375	0.4622	-86	1987 wil wil 2
473.11	0.33994	0.3198	-86	1987 wil wil 2
473.11	0.36593	0.211	-86	1987 wil wil 2
473.11	0.39214	0.1038	-86	1987 wil wil 2
473.11	0.40437	0.0509	-86	1987 wil wil 2
473.11	0.40996	0.0265	-86	1987 wil wil 2
8	1071	1052	VLE	NMP + 2-butanone
455.35	0.0953	0.9275	-86	2010 kum ven 0
436.35	0.0953	0.8476	-86	2010 kum ven 0
404.85	0.0953	0.6915	-86	2010 kum ven 0
385.85	0.0953	0.5546	-86	2010 kum ven 0
374.15	0.0953	0.4376	-86	2010 kum ven 0
362.95	0.0953	0.2801	-86	2010 kum ven 0
355.65	0.0953	0.1347	-86	2010 kum ven 0
353.15	0.0953	0.0685	-86	2010 kum ven 0
8	1071	1527	VLE	N-methylpyrrolidone + 1,1,1-trichloroethane
439.35	0.0953	0.8995	-86	2003 gna rao 0
415.35	0.0953	0.8063	-86	2003 gna rao 0
387.15	0.0953	0.6408	-86	2003 gna rao 0
374.85	0.0953	0.5317	-86	2003 gna rao 0
363.65	0.0953	0.3941	-86	2003 gna rao 0
356.85	0.0953	0.2807	-86	2003 gna rao 0
351.35	0.0953	0.1633	-86	2003 gna rao 0
347.85	0.0953	0.0725	-86	2003 gna rao 0
8	1071	1523	VLE	N-methylpyrrolidone + 1,2-dichloroethane
358.55	0.0953	0.0775	-86	2003 gna rao 0
360.55	0.0953	0.1102	-86	2003 gna rao 0
368.95	0.0953	0.2248	-86	2003 gna rao 0
400.85	0.0953	0.541	-86	2003 gna rao 0
408.25	0.0953	0.6	-86	2003 gna rao 0
427.35	0.0953	0.7333	-86	2003 gna rao 0
453.65	0.0953	0.8918	-86	2003 gna rao 0
463.65	0.0953	0.9488	-86	2003 gna rao 0
22	2640	1051	VLE	halothane + acetone
308.15	0.046088	0.02	-86	1993 fen doh 1
308.15	0.045279	0.04	-86	1993 fen doh 1
308.15	0.044418	0.07	-86	1993 fen doh 1
308.15	0.043491	0.10	-86	1993 fen doh 1
308.15	0.043541	0.14	-86	1993 fen doh 1
308.15	0.041718	0.17	-86	1993 fen doh 1
308.15	0.040799	0.20	-86	1993 fen doh 1
308.15	0.039915	0.23	-86	1993 fen doh 1
308.15	0.038507	0.28	-86	1993 fen doh 1
308.15	0.038281	0.29	-86	1993 fen doh 1
308.15	0.037149	0.35	-86	1993 fen doh 1
308.15	0.036326	0.41	-86	1993 fen doh 1
308.15	0.036192	0.48	-86	1993 fen doh 1
308.15	0.037013	0.55	-86	1993 fen doh 1
308.15	0.039055	0.62	-86	1993 fen doh 1
308.15	0.042739	0.70	-86	1993 fen doh 1
308.15	0.046931	0.78	-86	1993 fen doh 1
308.15	0.051385	0.86	-86	1993 fen doh 1
308.15	0.053825	0.91	-86	1993 fen doh 1
308.15	0.055355	0.93	-86	1993 fen doh 1
308.15	0.055641	0.94	-86	1993 fen doh 1
308.15	0.057054	0.97	-86	1993 fen doh 1
15	1521	1312		
335.324	0.101	0.936	-86	1962 nag 3
336.624	0.101	0.841	-86	1962 nag 3
336.824	0.101	0.829	-86	1962 nag 3
337.324	0.101	0.776	-86	1962 nag 3
337.724	0.101	0.737	-86	1962 nag 3
337.824	0.101	0.665	-86	1962 nag 3
337.824	0.101	0.594	-86	1962 nag 3
337.324	0.101	0.537	-86	1962 nag 3
336.824	0.101	0.468	-86	1962 nag 3
336.324	0.101	0.437	-86	1962 nag 3
335.524	0.101	0.36	-86	1962 nag 3
334.524	0.101	0.294	-86	1962 nag 3
333.424	0.101	0.218	-86	1962 nag 3
332.324	0.101	0.149	-86	1962 nag 3
331.225	0.101	0.08	-86	1962 nag 3
10	1521	1402		chloroform + ethyl ether
298.144	0.026139	0.9138	-86	1975 han jon 0
298.144	0.026416	0.8182	-86	1975 han jon 0
298.144	0.027588	0.7218	-86	1975 han jon 0
298.144	0.029768	0.6346	-86	1975 han jon 0
298.144	0.032964	0.552	-86	1975 han jon 0
298.144	0.034242	0.5291	-86	1975 han jon 0
298.144	0.037189	0.4772	-86	1975 han jon 0
298.144	0.043575	0.3789	-86	1975 han jon 0
298.144	0.052092	0.2668	-86	1975 han jon 0
298.144	0.061911	0.1383	-86	1975 han jon 0
14	1052	68	VLE	2-butanone + n-hexadecane
333.134	0.0236	0.2305	-86	1978 mes doy 0
333.134	0.02548	0.2578	-86	1978 mes doy 0
333.134	0.03137	0.356	-86	1978 mes doy 0
333.134	0.03513	0.437	-86	1978 mes doy 0
333.134	0.03841	0.538	-86	1978 mes doy 0
333.134	0.04036	0.5915	-86	1978 mes doy 0
333.134	0.04241	0.6645	-86	1978 mes doy 0
333.134	0.04332	0.697	-86	1978 mes doy 0
333.134	0.04482	0.7585	-86	1978 mes doy 0
333.134	0.04597	0.8075	-86	1978 mes doy 0
333.134	0.04693	0.859	-86	1978 mes doy 0
333.134	0.04818	0.905	-86	1978 mes doy 0
333.134	0.0491	0.939	-86	1978 mes doy 0
333.134	0.05019	0.969	-86	1978 mes doy 0
25	1051	2851			acetone+formamide
313.13	0.0131003	0.072	-86	1967 qui hof 0
313.13	0.0152401	0.095	-86	1967 qui hof 0
313.13	0.015628	0.1	-86	1967 qui hof 0
313.13	0.0227048	0.164	-86	1967 qui hof 0
313.13	0.0227848	0.166	-86	1967 qui hof 0
313.13	0.0272778	0.209	-86	1967 qui hof 0
313.13	0.0301842	0.262	-86	1967 qui hof 0
313.13	0.0336239	0.31	-86	1967 qui hof 0
313.13	0.0336639	0.314	-86	1967 qui hof 0
313.13	0.0342638	0.324	-86	1967 qui hof 0
313.13	0.0387968	0.414	-86	1967 qui hof 0
313.13	0.0415699	0.492	-86	1967 qui hof 0
313.13	0.0417166	0.504	-86	1967 qui hof 0
313.13	0.0417966	0.507	-86	1967 qui hof 0
313.13	0.044503	0.611	-86	1967 qui hof 0
313.13	0.0469428	0.708	-86	1967 qui hof 0
313.13	0.0470895	0.721	-86	1967 qui hof 0
313.13	0.048516	0.758	-86	1967 qui hof 0
313.13	0.0494226	0.804	-86	1967 qui hof 0
313.13	0.0511158	0.864	-86	1967 qui hof 0
313.13	0.0520757	0.897	-86	1967 qui hof 0
313.13	0.052409	0.903	-86	1967 qui hof 0
313.13	0.0533289	0.93	-86	1967 qui hof 0
313.13	0.0546222	0.956	-86	1967 qui hof 0
313.13	0.0549421	0.966	-86	1967 qui hof 0
9	1841	502		1-butanethiol + methylbenzene
323.07	0.014528	0.0507	-86	1990 kil mcb 0
353.12	0.041822	0.0507	-86	1990 kil mcb 0
372.97	0.076714	0.0507	-86	1990 kil mcb 0
323.08	0.016698	0.101	-86	1990 kil mcb 0
353.14	0.044882	0.101	-86	1990 kil mcb 0
372.65	0.080561	0.101	-86	1990 kil mcb 0
323.09	0.017081	0.1516	-86	1990 kil mcb 0
353.14	0.045996	0.1516	-86	1990 kil mcb 0
372.65	0.082522	0.1516	-86	1990 kil mcb 0
22	1521	1101		67561
336.124	0.101	0.04	-86	1962 nag 4
335.124	0.101	0.065	-86	1962 nag 4
334.024	0.101	0.095	-86	1962 nag 4
332.424	0.101	0.146	-86	1962 nag 4
330.925	0.101	0.196	-86	1962 nag 4
330.125	0.101	0.23	-86	1962 nag 4
329.025	0.101	0.287	-86	1962 nag 4
328.425	0.101	0.332	-86	1962 nag 4
327.826	0.101	0.383	-86	1962 nag 4
327.426	0.101	0.425	-86	1962 nag 4
327.126	0.101	0.459	-86	1962 nag 4
326.926	0.101	0.52	-86	1962 nag 4
326.826	0.101	0.557	-86	1962 nag 4
326.626	0.101	0.628	-86	1962 nag 4
326.626	0.101	0.636	-86	1962 nag 4
326.626	0.101	0.667	-86	1962 nag 4
326.826	0.101	0.753	-86	1962 nag 4
327.026	0.101	0.797	-86	1962 nag 4
327.526	0.101	0.855	-86	1962 nag 4
328.325	0.101	0.904	-86	1962 nag 4
329.425	0.101	0.937	-86	1962 nag 4
331.025	0.101	0.97	-86	1962 nag 4
10	1844	1521		DMSO + chloroform	
328.136	0.0759204	0.061	-86.00	1973 phi jam 0	
328.136	0.0697889	0.111	-86.00	1973 phi jam 0	
328.136	0.0657026	0.146	-86.00	1973 phi jam 0	
328.136	0.056854	0.224	-86.00	1973 phi jam 0	
328.136	0.0443857	0.337	-86.00	1973 phi jam 0	
328.136	0.0376169	0.395	-86.00	1973 phi jam 0	
328.136	0.0332733	0.422	-86.00	1973 phi jam 0	
328.136	0.0219115	0.561	-86.00	1973 phi jam 0	
328.136	0.0165066	0.651	-86.00	1973 phi jam 0	
328.136	0.011923	0.734	-86.00	1973 phi jam 0	
24	502	1523	VLE	toluene + 1,2-dichloroethane
382.522	0.101325	0.969	-86	1974 riv 0
381.423	0.101325	0.942	-86	1974 riv 0
379.623	0.101325	0.9	-86	1974 riv 0
378.823	0.101325	0.88	-86	1974 riv 0
377.324	0.101325	0.841	-86	1974 riv 0
375.924	0.101325	0.801	-86	1974 riv 0
374.024	0.101325	0.737	-86	1974 riv 0
372.425	0.101325	0.691	-86	1974 riv 0
371.125	0.101325	0.646	-86	1974 riv 0
369.725	0.101325	0.599	-86	1974 riv 0
368.525	0.101325	0.546	-86	1974 riv 0
366.926	0.101325	0.501	-86	1974 riv 0
365.726	0.101325	0.452	-86	1974 riv 0
365.126	0.101325	0.429	-86	1974 riv 0
364.026	0.101325	0.391	-86	1974 riv 0
363.026	0.101325	0.345	-86	1974 riv 0
361.727	0.101325	0.287	-86	1974 riv 0
360.227	0.101325	0.231	-86	1974 riv 0
359.527	0.101325	0.193	-86	1974 riv 0
359.027	0.101325	0.168	-86	1974 riv 0
358.427	0.101325	0.141	-86	1974 riv 0
358.228	0.101325	0.129	-86	1974 riv 0
357.128	0.101325	0.068	-86	1974 riv 0
356.428	0.101325	0.033	-86	1974 riv 0
12	502	1511	VLE	toluene + dichloromethane
315.389	0.101	0.062	-86	1985 gol kog 0
316.389	0.101	0.101	-86	1985 gol kog 0
319.088	0.101	0.199	-86	1985 gol kog 0
323.787	0.101	0.34	-86	1985 gol kog 0
328.086	0.101	0.445	-86	1985 gol kog 0
331.885	0.101	0.53	-86	1985 gol kog 0
341.183	0.101	0.689	-86	1985 gol kog 0
345.281	0.101	0.74	-86	1985 gol kog 0
359.777	0.101	0.876	-86	1985 gol kog 0
368.875	0.101	0.9348	-86	1985 gol kog 0
375.974	0.101	0.9699	-86	1985 gol kog 0
379.273	0.101	0.984	-86	1985 gol kog 0
15	1002	1051	VLE	acetaldehyde + acetone
326.986	0.10132	0.041	-86	1980 muh fig 0
325.656	0.10132	0.066	-86	1980 muh fig 0
324.237	0.10132	0.093	-86	1980 muh fig 0
319.338	0.10132	0.194	-86	1980 muh fig 0
317.689	0.10132	0.23	-86	1980 muh fig 0
315.459	0.10132	0.281	-86	1980 muh fig 0
312.04	0.10132	0.365	-86	1980 muh fig 0
308.721	0.10132	0.454	-86	1980 muh fig 0
304.943	0.10132	0.565	-86	1980 muh fig 0
302.043	0.10132	0.659	-86	1980 muh fig 0
298.654	0.10132	0.78	-86	1980 muh fig 0
295.955	0.10132	0.891	-86	1980 muh fig 0
295.745	0.10132	0.899	-86	1980 muh fig 0
294.565	0.10132	0.951	-86	1980 muh fig 0
294.145	0.10132	0.971	-86	1980 muh fig 0
10	1404	1521	VLE	dibutyl ether + chloroform
392.52	0.08666	0.885	-86	1969 che 1
385.522	0.08666	0.835	-86	1969 che 1
369.325	0.08666	0.668	-86	1969 che 1
358.327	0.08666	0.518	-86	1969 che 1
351.43	0.08666	0.435	-86	1969 che 1
347.231	0.08666	0.39	-86	1969 che 1
342.932	0.08666	0.295	-86	1969 che 1
339.883	0.08666	0.248	-86	1969 che 1
336.734	0.08666	0.19	-86	1969 che 1
335.034	0.08666	0.155	-86	1969 che 1
18	1403	1521	VLE	diisopropyl ether + chloroform
331.435	0.08706	0.095	-86	1969 che 0
332.035	0.08706	0.134	-86	1969 che 0
332.435	0.08706	0.147	-86	1969 che 0
333.284	0.08706	0.199	-86	1969 che 0
334.334	0.08706	0.242	-86	1969 che 0
335.234	0.08706	0.278	-86	1969 che 0
335.734	0.08706	0.322	-86	1969 che 0
337.483	0.08706	0.432	-86	1969 che 0
337.833	0.08706	0.47	-86	1969 che 0
338.333	0.08706	0.607	-86	1969 che 0
338.083	0.08706	0.704	-86	1969 che 0
337.833	0.08706	0.755	-86	1969 che 0
337.533	0.08706	0.8	-86	1969 che 0
337.334	0.08706	0.839	-86	1969 che 0
337.034	0.08706	0.867	-86	1969 che 0
336.934	0.08706	0.889	-86	1969 che 0
336.834	0.08706	0.905	-86	1969 che 0
336.684	0.08706	0.926	-86	1969 che 0
9	1391	1102	VLE	ethyl benzoate + ethanol
373.15	0.2061	0.1177	-86	2003 hon lee 0
373.15	0.1821	0.3028	-86	2003 hon lee 0
373.15	0.1697	0.3877	-86	2003 hon lee 0
373.15	0.1574	0.4747	-86	2003 hon lee 0
373.15	0.1386	0.5711	-86	2003 hon lee 0
373.15	0.1226	0.6588	-86	2003 hon lee 0
373.15	0.0935	0.7644	-86	2003 hon lee 0
373.15	0.0663	0.8553	-86	2003 hon lee 0
373.15	0.0364	0.9361	-86	2003 hon lee 0
13	1090	1104	VLE	acetophenone + isopropanol
412.15	0.0952	0.855	-86	2012 kum kum 0
391.65	0.0952	0.747	-86	2012 kum kum 0
383.65	0.0952	0.664	-86	2012 kum kum 0
378.65	0.0952	0.597	-86	2012 kum kum 0
375.15	0.0952	0.542	-86	2012 kum kum 0
371.15	0.0952	0.497	-86	2012 kum kum 0
369.15	0.0952	0.458	-86	2012 kum kum 0
367.15	0.0952	0.425	-86	2012 kum kum 0
366.15	0.0952	0.397	-86	2012 kum kum 0
364.15	0.0952	0.35	-86	2012 kum kum 0
363.15	0.0952	0.283	-86	2012 kum kum 0
360.65	0.0952	0.191	-86	2012 kum kum 0
356.65	0.0952	0.069	-86	2012 kum kum 0
21	1070	1101	VLE	2-pyrrolidone + methanol
313.15	0.033721	0.0476	-86	2002 zie 0
313.15	0.032155	0.0919	-86	2002 zie 0
313.15	0.030303	0.144	-86	2002 zie 0
313.15	0.028461	0.1947	-86	2002 zie 0
313.15	0.026741	0.2409	-86	2002 zie 0
313.15	0.024863	0.291	-86	2002 zie 0
313.15	0.023089	0.3377	-86	2002 zie 0
313.15	0.021121	0.3877	-86	2002 zie 0
313.15	0.019588	0.4273	-86	2002 zie 0
313.15	0.017565	0.4791	-86	2002 zie 0
313.15	0.01521	0.5405	-86	2002 zie 0
313.15	0.013614	0.5825	-86	2002 zie 0
313.15	0.011975	0.6265	-86	2002 zie 0
313.15	0.011004	0.6528	-86	2002 zie 0
313.15	0.009463	0.6959	-86	2002 zie 0
313.15	0.00821	0.732	-86	2002 zie 0
313.15	0.006818	0.7717	-86	2002 zie 0
313.15	0.005196	0.8232	-86	2002 zie 0
313.15	0.004426	0.8481	-86	2002 zie 0
313.15	0.002655	0.9057	-86	2002 zie 0
313.15	0.00143	0.9492	-86	2002 zie 0
13	1063	1101	VLE	2-heptanone + methanol
323.137	0.008001	0.9563	-86	1984 rub ara 0
323.137	0.014021	0.9035	-86	1984 rub ara 0
323.137	0.020069	0.8373	-86	1984 rub ara 0
323.137	0.023554	0.7918	-86	1984 rub ara 0
323.137	0.026942	0.7402	-86	1984 rub ara 0
323.137	0.033131	0.6168	-86	1984 rub ara 0
323.137	0.035497	0.5572	-86	1984 rub ara 0
323.137	0.039562	0.4376	-86	1984 rub ara 0
323.137	0.042001	0.3592	-86	1984 rub ara 0
323.137	0.043708	0.3044	-86	1984 rub ara 0
323.137	0.045263	0.2548	-86	1984 rub ara 0
323.137	0.047541	0.1866	-86	1984 rub ara 0
323.137	0.047863	0.1773	-86	1984 rub ara 0
14	1054	1521	VLE	MIBK + chloroform
386.576	0.101	0.9547	-86	1951 kar sch 0
385.436	0.101	0.933	-86	1951 kar sch 0
382.426	0.101	0.8909	-86	1951 kar sch 0
381.026	0.101	0.853	-86	1951 kar sch 0
375.324	0.101	0.7563	-86	1951 kar sch 0
370.504	0.101	0.6775	-86	1951 kar sch 0
370.084	0.101	0.6756	-86	1951 kar sch 0
365.203	0.101	0.5945	-86	1951 kar sch 0
358.593	0.101	0.4931	-86	1951 kar sch 0
351.243	0.101	0.3589	-86	1951 kar sch 0
346.394	0.101	0.2675	-86	1951 kar sch 0
339.494	0.101	0.1484	-86	1951 kar sch 0
336.194	0.101	0.0642	-86	1951 kar sch 0
334.974	0.101	0.0226	-86	1951 kar sch 0
9	1060	1101	VLE	2-pentanone + methanol
351.063	0.10132	0.876	-86	1952 hil van 1
346.904	0.10132	0.77	-86	1952 hil van 1
345.404	0.10132	0.598	-86	1952 hil van 1
342.404	0.10132	0.465	-86	1952 hil van 1
342.404	0.10132	0.358	-86	1952 hil van 1
339.234	0.10132	0.271	-86	1952 hil van 1
337.684	0.10132	0.198	-86	1952 hil van 1
337.014	0.10132	0.144	-86	1952 hil van 1
337.064	0.10132	0.085	-86	1952 hil van 1
34	1511	1051	VLE	dichloromethane + acetone
313	0.09999	0.9747	-86	1980 tym ban 0
313.34	0.09999	0.968	-86	1980 tym ban 0
313.59	0.09999	0.9564	-86	1980 tym ban 0
313.64	0.09999	0.964	-86	1980 tym ban 0
314.21	0.09999	0.9405	-86	1980 tym ban 0
315.509	0.09999	0.8872	-86	1980 tym ban 0
316.129	0.09999	0.8624	-86	1980 tym ban 0
317.089	0.09999	0.8054	-86	1980 tym ban 0
317.689	0.09999	0.7819	-86	1980 tym ban 0
318.878	0.09999	0.7389	-86	1980 tym ban 0
319.388	0.09999	0.7189	-86	1980 tym ban 0
320.658	0.09999	0.6784	-86	1980 tym ban 0
321.418	0.09999	0.6434	-86	1980 tym ban 0
322.297	0.09999	0.5979	-86	1980 tym ban 0
322.687	0.09999	0.5859	-86	1980 tym ban 0
323.867	0.09999	0.5207	-86	1980 tym ban 0
324.737	0.09999	0.4739	-86	1980 tym ban 0
324.747	0.09999	0.4781	-86	1980 tym ban 0
325.236	0.09999	0.442	-86	1980 tym ban 0
325.286	0.09999	0.4209	-86	1980 tym ban 0
325.676	0.09999	0.4027	-86	1980 tym ban 0
325.956	0.09999	0.3637	-86	1980 tym ban 0
325.986	0.09999	0.3866	-86	1980 tym ban 0
326.366	0.09999	0.3525	-86	1980 tym ban 0
326.666	0.09999	0.3281	-86	1980 tym ban 0
326.966	0.09999	0.2992	-86	1980 tym ban 0
327.676	0.09999	0.2329	-86	1980 tym ban 0
327.746	0.09999	0.2398	-86	1980 tym ban 0
328.116	0.09999	0.2294	-86	1980 tym ban 0
328.136	0.09999	0.2292	-86	1980 tym ban 0
328.166	0.09999	0.175	-86	1980 tym ban 0
328.485	0.09999	0.1184	-86	1980 tym ban 0
328.655	0.09999	0.0699	-86	1980 tym ban 0
328.785	0.09999	0.0499	-86	1980 tym ban 0
29	502	1521	VLE	toluene + chloroform
382.326	0.101	0.987	-86	1956 rao sit 0
381.626	0.101	0.976	-86	1956 rao sit 0
379.325	0.101	0.941	-86	1956 rao sit 0
377.625	0.101	0.912	-86	1956 rao sit 0
373.924	0.101	0.858	-86	1956 rao sit 0
372.624	0.101	0.825	-86	1956 rao sit 0
371.124	0.101	0.812	-86	1956 rao sit 0
370.024	0.101	0.8	-86	1956 rao sit 0
368.123	0.101	0.77	-86	1956 rao sit 0
367.123	0.101	0.75	-86	1956 rao sit 0
365.423	0.101	0.719	-86	1956 rao sit 0
362.623	0.101	0.67	-86	1956 rao sit 0
360.623	0.101	0.641	-86	1956 rao sit 0
358.923	0.101	0.611	-86	1956 rao sit 0
357.123	0.101	0.575	-86	1956 rao sit 0
355.423	0.101	0.545	-86	1956 rao sit 0
353.723	0.101	0.506	-86	1956 rao sit 0
352.023	0.101	0.484	-86	1956 rao sit 0
350.423	0.101	0.45	-86	1956 rao sit 0
348.823	0.101	0.415	-86	1956 rao sit 0
346.624	0.101	0.36	-86	1956 rao sit 0
345.724	0.101	0.335	-86	1956 rao sit 0
343.724	0.101	0.294	-86	1956 rao sit 0
342.224	0.101	0.255	-86	1956 rao sit 0
340.724	0.101	0.21	-86	1956 rao sit 0
338.924	0.101	0.152	-86	1956 rao sit 0
337.724	0.101	0.106	-86	1956 rao sit 0
336.224	0.101	0.068	-86	1956 rao sit 0
334.924	0.101	0.025	-86	1956 rao sit 0
14	501	1523	VLE	benzene + 1,2-dichloroethane
350.23	0.0913	0.8371	-86	1979 pat sun 0
350.28	0.0913	0.8127	-86	1979 pat sun 0
