24227 TRCID	CASRN	Nist-Kt
24738	190434549	2 1 9 2 3 60
24744	6291856	1 1 2 2 1 60 1 67
24747	2432635	2 1 4 2 1 6 2 58
24770	1261159743	2 15 1 16 1 30 2 118 1 131 1 171
24775	5464288	1 2 1 27 1 28 1 34 1 63 1 64
24780	58879213	9 27 3 28 1 204
24791	76185961	6 1 19 2 2 4 6 52 1 60
24792	4521339	1 48 1 137 1 149
24793	5044224	2 1 4 15 2 32 1 81 1 136
24795	5426620	2 2 5 15 1 16 1 72 1 94
24796	2058584	1 2 1 68 1 94 1 169
24798	6039323	2 2 2 51 2 52
24800	5904701	1 3 1 28 1 29 1 30 3 51 1 64 1 137
24801	5044382	4 15 2 30 1 81 1 109
24804	535751	4 27 1 28 1 83 1 94
24813	100367	2 1 2 2 1 67 1 75
24814	498942	4 27 1 28 1 83 1 94
24815	498953	4 27 1 28 1 83 1 94
24816	14419115	1 1 1 2 1 3 1 32 1 84 1 93 1 99 1 137 1 204
24818	16064838	2 1 10 2 1 6 2 58
24824	3515933	1 2 1 48 1 86
24827	10321718	2 1 1 3 1 6 1 94
24828	1191044	1 1 2 2 1 6 1 94
24829	2915539	2 1 14 2 1 6 2 58
24830	18420467	4 1 8 2 2 3 2 52
24831	7491023	4 1 6 2 2 3 2 52
24832	52664	2 1 1 68 1 94 1 141
24833	152859773	5 1 9 2 3 3 1 34 1 61
24834	103577453	1 2 6 15 1 16 1 18 1 19 1 65 1 80 1 82 1 93 1 112 1 154
24840	109035	3 27 1 63 1 154
24847	119080227	1 1 13 2 1 5 4 15 1 19 1 57
24853	19408845	3 1 6 2 1 3 3 15 1 16 1 37 1 65 1 168
24859	1070344	1 1 2 2 1 52 1 94
24862	50497	1 1 3 2 8 15 3 16 2 27 1 74 1 81
24867	2696437	2 1 8 2 1 7 1 58
24868	3370272	6 1 2 2 4 15 2 21
24870	1207121	6 15 3 16 2 18 1 151
24877	7491749	2 27 1 165 1 169
24879	50486	1 1 2 2 1 8 8 15 4 16 2 27 1 74
24887	616068	1 1 3 2 1 68 1 94
24892	1184107	30 15 3 16 6 65 3 82
24893	2455245	1 1 1 2 1 7 3 27 1 28 1 58 1 64
24898	31356293	1 1 1 2 1 3 3 15 1 80 1 94 2 136
24900	97905	2 1 2 2 2 7 2 58
24914	149326	2 2 2 3 2 34 2 204
24915	7541595	2 2 2 3 2 34 2 204
24916	60047178	3 1 1 4 1 5 2 27 1 28 1 29 1 64 1 205
24919	5469705	3 15 1 79 2 82
24921	520365	6 15 3 16 1 32 3 37 1 47 1 64
24923	311035	12 15 3 16 6 65 3 82
24925	5469692	2 15 1 79 2 82 1 109
24927	61687	7 15 1 16 2 18 1 80 1 96
24931	4602840	4 1 5 2 3 8 1 34
24932	26378234	2 2 2 15 1 65 3 109 1 130
24933	1985519	4 1 2 2 1 4 2 7 2 58
24935	484128	3 1 1 8 2 15 2 16 1 19 1 30 1 47 1 64 1 65
24936	29122687	2 1 1 3 4 15 1 16 1 19 1 41 1 72 1 169
24937	691645	6 1 2 4 2 58
24939	6289469	2 1 2 27 2 47 2 53
24942	145040375	2 1 1 3 11 15 4 16 1 19 5 27 1 28 1 56 1 60 1 81 1 83 2 84 2 93 1 98
24943	10595069	1 1 2 2 1 7 5 15 1 58 1 65
24944	1077287	4 2 1 27 1 94 1 143 1 144
24947	116920311	1 15 2 37 1 109 2 136
24958	94268	1 1 3 2 4 15 1 37 1 56
24962	2358841	2 1 3 2 2 7 2 58 1 60
24963	109160	2 1 4 2 2 7 2 58 2 60
24964	76801939	4 2 2 3 2 34 1 79 3 129 2 173 2 204
24969	15676161	2 1 2 2 3 15 3 27 1 28 1 65 1 70 1 84 1 160 1 173
24974	55797336	3 1 1 2 3 15 2 18 1 21
24975	52899124	3 1 1 2 3 15 2 18 1 21
24976	189189751	3 1 2 2 2 3 1 169
24977	189189762	3 1 2 2 2 3 1 169
24980	19789607	3 2 1 42 1 67 1 73 1 169
24990	147853	3 27 1 28 1 83 1 94
24992	56451	1 2 1 34 1 68 1 94
25006	87081	2 1 5 15 1 28 1 29 1 43 1 47 1 65 1 73 1 84 1 94 1 144
25043	71001	1 2 1 32 1 68 1 83 1 92 1 94
25048	5213490	1 32 1 83 1 93 2 137
25050	69685683	2 1 4 27 2 28
25051	69658	2 2 4 3 2 34 4 204
25054	2799179	1 1 1 3 1 67 1 204
25056	62016697	4 1 2 27 2 28 1 29
25057	72195	1 1 1 3 1 68 1 94 1 204
25059	87729	1 27 4 28 1 64 4 204
25065	1502030	11 27 1 68
25066	6624573	2 1 7 2 2 52
25070	110725	1 1 1 2 1 67 1 72
25073	20270535	6 1 2 2 2 4 2 52
25074	42032304	2 1 9 2 1 30 1 84 1 93
25075	2029610	9 15 1 34 1 46 1 81 1 136
25076	5340454	4 1 1 3 1 4 1 42
25077	2835065	5 15 1 16 1 68 1 94
25078	36078101	2 1 24 2 1 6 1 52
25079	63423	2 2 4 3 4 28 2 34 1 48 1 61 1 64 6 204
25085	42075321	2 1 1 2 2 3 2 204
25088	1460577	4 27 2 28 2 204
25089	1072862	4 27 2 28 2 204
25090	86776525	1 1 2 2 7 15 1 16 1 19 1 56 1 89 1 118
25091	824908	1 1 1 2 5 15 1 23
25092	14073973	3 1 1 3 3 27 2 28 1 47
25093	75901	1 48 1 112
25094	311751	3 27 2 28
25095	354132	1 45 3 110 1 119
25096	585911	2 2 9 28 2 34 1 61 2 64 6 204
25099	24233816	1 1 16 2 1 39 7 60
25103	1109280	3 2 3 3 9 28 3 34 1 48 2 61 2 64 8 204
25104	32483151	2 1 1 2 1 3 1 42 1 73 1 166
25109	1113413	2 1 1 68 1 94 1 141
25112	16090338	3 15 2 37 1 136
25119	359068	1 43 1 110 1 119
25120	359319	1 44 2 110 1 119
25121	430693	1 48 1 113
25123	589333	1 1 3 2 2 30 1 84
25125	621045	1 1 1 2 5 15 1 186
25128	632893	20 15 4 16 1 184
25129	699229	1 1 4 2 2 30 1 84
25130	878115	1 1 6 2 1 30 1 32 1 83
25131	878126	1 1 6 2 1 30 1 32 1 83
25132	912618	22 15 8 16
25133	933084	1 1 3 2 1 30 1 32 1 83
25136	992041	30 15 12 16
25137	1007369	1 1 5 15 1 186
25138	1217443	6 89
25140	1487123	22 15 8 16
25141	1514427	1 43 2 119
25142	1544463	1 48 1 115
25143	1551082	1 1 2 2 1 30 1 32 1 83
25144	1551093	1 1 2 2 1 30 1 32 1 83
25145	1551128	1 1 4 2 1 30 1 32 1 83
25146	1551139	1 1 4 2 1 30 1 32 1 83
25147	1551140	1 1 5 2 1 30 1 32 1 83
25148	1551162	1 1 1 2 1 30 1 32 1 83
25149	1559031	2 27 1 88 1 91
25151	18839888	2 2 1 42 1 73 2 169
25153	55195227	3 1 9 2 1 3 1 52
25156	61826559	2 1 1 2 1 27 2 28 1 29 1 42 1 94
25157	473723	2 1 1 2 1 27 2 28 1 29 1 42 1 94
25162	922634	1 1 1 2 1 7 1 48
25163	1613349	1 1 6 15 2 17 1 19 1 82
25164	1679147	1 1 4 27 3 28
25165	1721897	5 15 2 17 2 18 1 82
25166	1795013	1 1 1 2 1 148
25168	3156749	1 1 1 2 1 3 1 133 1 204
25174	445251387	3 1 1 2 5 15 1 20 1 61
25179	33189503	5 15 1 19 1 42 1 73 1 166
25180	5452357	6 27 1 68
25181	90769678	2 1 1 2 3 27 1 28 1 32
25183	60628968	14 15 3 16 1 20 1 30 1 84 1 92
25185	1383254327	4 15 7 27 1 80 1 93 1 109 1 145
25192	40297696	1 1 1 3 5 15 1 16 1 72 1 94
25193	63912	5 15 1 19 1 68 1 94
25196	19485359	1 1 1 33 1 84 2 91 1 92
25197	23788898	1 8 3 15 3 16 4 27 2 64 1 91 1 165
25206	5780132	2 1 2 3 2 130
25208	2613663	2 1 1 2 3 27 2 28
25210	94246	2 1 5 2 4 15 1 56 1 74 1 80
25214	1835616	1 15 1 109 4 118
25216	19327403	1 1 11 2 1 39 4 60
25217	4518109	1 1 4 15 1 56 1 79
25222	686442	1 1 1 3 1 68 1 94 1 168 1 204
25223	13566660	4 1 1 29 2 47 1 184
25226	327571	1 1 3 2 1 68 1 94
25229	34564131	2 1 2 2 6 15 4 16 1 18 1 32 1 47 2 64 1 81 1 93
25234	82777024	24 15 8 16 2 17
25235	6982258	2 1 2 3 2 204
25236	6493056	2 1 4 2 1 33 1 42 1 47 1 84 1 92 1 184
25238	613081	9 15 4 17 1 96
25243	4923788	2 1 1 2 4 27 2 28
25251	122736	2 1 2 2 1 3 5 15 1 16 1 60
25252	19087708	3 27 1 143 1 154
25253	7462502	2 1 12 2 2 168
25257	2399486	1 2 1 5 3 27 1 28 1 58 1 64
25258	19701838	1 1 1 42 1 73 1 166
25259	22715680	1 1 1 42 1 73 1 166
25260	1200675	3 1 3 27 2 28 2 29 1 55
25262	1143744	9 15 1 18 1 34 1 46 1 81
25263	824759	4 15 1 118 1 172
25265	932401	2 1 2 2 3 27 2 28
25269	2471092	28 1 1 200 12 203
25273	126401681	1 1 4 2 4 15 1 16 1 81 1 92
25276	20309777	4 1 2 27 2 28 1 29
25277	48145046	2 2 1 5 5 15 1 58 1 65
25280	13710195	7 15 1 16 1 18 1 80 1 96 1 109
25281	51589129	8 1 2 2 2 3 4 32 5 33 2 52 2 59 2 83 2 93
25282	2223827	2 1 2 2 1 4 2 5 2 58
25285	1868537	1 116 2 130
25286	1871507	2 5 2 6
25287	1873547	1 1 6 15 2 17 1 19 1 82
25289	2050671	8 15 2 16 2 109
25290	2079950	1 1 12 2 1 139
25291	2106403	2 15 1 109 3 118
25293	2108896	10 27 4 28
25294	2109059	10 27 4 28
25295	2113577	9 15 2 16 1 131
25298	2158114	1 1 5 2 1 180
25301	2253307	2 15 2 109 2 118
25302	2264031	2 112 13 114
25304	2268055	3 15 2 109 1 118
25309	617652	2 2 1 68 2 94
25314	20395248	1 1 6 2 1 103
25316	109171	2 1 5 2 2 7 2 58 3 60
25321	18172673	2 1 3 27 2 28 1 29 1 31
25322	1577522	1 1 13 2 2 6 1 34
25326	377402	2 114 2 117 2 130
25329	2212320	1 1 4 2 1 34 2 74
25330	7402235	4 1 2 2 2 53
25331	68971824	24 1 8 2 8 4 16 8 8 9 8 205
25336	3675216	2 1 1 2 1 8 1 94
25343	118468987	2 2 4 15 1 16 1 59 1 81 1 92
25345	27203925	2 1 1 2 4 15 1 16 4 27 1 28 1 29 1 65 1 74 1 205
25347	2726218	2 1 10 15 2 20
25348	932445	2 1 2 2 3 27 2 28
25349	53651697	2 1 2 2 1 53 1 204
25352	19430934	1 5 1 112 3 114
25354	3846499	2 1 2 2 8 15 2 16 2 136 1 184
25355	20846917	2 2 2 3 2 72 4 94
25362	2358385	1 1 2 2 1 113
25363	2367773	2 15 1 109 3 118
25364	2367784	2 15 1 109 3 118
25365	2367808	2 15 2 109 2 118
25366	2368538	1 15 2 109 3 118
25369	2436933	5 15 2 17 2 18 1 82
25371	2623509	5 15 2 17 2 18 1 82
25377	2691932	1 15 4 109 1 118
25378	2837867	1 8 1 108 2 119
25379	2851834	2 1 11 2 1 143
25380	2852075	1 5 1 9 3 108
25381	2882986	1 1 8 2 4 27 1 28
25382	2917262	1 1 14 2 1 139
25383	2925226	1 44 3 119
25384	2974905	8 15 2 16 2 109
25385	2974927	8 15 2 16 2 109
25386	0	2 15 4 136
25387	0	2 15 4 136
25390	1161133	10 15 2 19 1 58 1 73 1 94
25391	244633	4 15 1 16 1 78 1 80
25392	1655523	1 1 1 3 3 15 1 80 1 94 2 136
25393	512049	4 1 10 27 8 28 3 29 1 32 2 64 1 204
25394	3958030	
25395	24142776	3 1 1 2 5 15 1 21 1 60
25396	5813901	8 15 4 16 1 28 1 64 1 169
25397	17696649	2 1 1 2 1 3 1 52 1 110
25400	307460	1 2 1 34 1 112 9 114
25401	822866	4 27 2 100
25405	890090989	1 1 8 2 1 34 3 60
25406	1541237	1 1 2 2 1 5 1 6
25407	16883480	3 1 2 27 3 28
25408	27745900	8 2 12 3 2 4
25409	2532696	4 1 1 27 4 28
25410	147169480	4 1 1 4 5 15 1 16 1 58 1 73
25412	6279874	2 2 4 15 2 56 2 99
25414	77521	7 1 9 27 6 28 5 29 1 32 1 94 1 204
25415	99210874	2 1 9 2 1 3 1 204
25416	13313456	1 1 9 15 1 16 1 80 1 151
25422	133379	2 3 2 94 2 204
25423	65277421	1 1 2 2 7 15 1 16 3 27 1 28 1 29 1 30 2 64 1 65 1 81 1 84 1 92 2 109 1 165
25425	19781681	2 1 1 2 1 27 2 28
25427	17226345	2 1 2 2 1 8 1 108
25428	142347088	2 112 1 114 2 116
25429	10484034	2 1 1 2 2 3 3 15 1 80 1 94 2 136
25432	355931	1 1 1 2 1 7 1 58 1 113 3 114
25433	109417609	2 2 4 15 1 59 1 65 1 131
25434	24375175	8 27 4 29
25436	50077	1 1 1 27 3 28 1 29 2 33 2 47 1 59 1 60 1 70 1 83 1 84 1 169
25438	57487	1 2 3 3 2 34 1 43 3 204
25439	87796	1 2 3 3 2 34 1 43 3 204
25440	30237264	1 2 3 3 2 34 1 43 3 204
25441	1027080676	4 1 1 4 4 27 2 28 1 52
25445	5683330	1 1 1 74 1 77
25446	767997	2 1 1 8 5 15 1 16
25447	13076170	2 1 2 28 2 47 2 64
25448	4511426	2 1 2 28 2 47 2 64
25450	24587255	1 1 1 5 2 6
25451	92904115	2 1 3 2 4 15 1 20 1 37
25467	54192200	2 1 1 3 1 51 1 100
25468	5401945	3 15 1 16 1 80 1 92 1 136
25469	482451	2 1 1 2 1 8 1 15 4 16 2 30 1 47 2 64 1 65
25470	4026055	3 1 3 15 1 21 2 37
25471	137554939	1 1 4 2 8 15 3 16 4 27 2 28 1 113 1 151
25473	406906	1 5 1 60 1 112
25474	99857520	2 1 1 2 1 3 3 15 1 18 1 65 1 131
25475	103434099	5 27 1 28 1 88
25479	979022	2 1 7 27 4 28 2 29 2 32 1 42 1 51
25480	39565009	1 42 1 137 1 149
25481	21758189	1 1 1 2 4 15 1 18 1 24
25482	7667585	3 1 3 27 3 28
25486	0	1 15 2 109 3 118
25487	0	1 15 2 109 3 118
25488	0	1 15 2 109 3 118
25506	1004382	1 15 3 79 2 82
25511	472151	6 1 1 7 10 27 6 28 5 29 1 94 1 204
25513	6282004	2 1 2 2 1 164
25514	126078	3 1 1 15 2 16 1 27 1 28 1 29 1 32 2 47 1 59 1 64 2 65 1 109
25516	5394832	3 1 2 27 1 28 2 29 2 94
25517	142267	1 1 1 2 1 34 1 168
25518	14988660	2 1 1 27 2 28 1 64
25519	40453778	1 1 1 2 1 40 1 59
25521	2443041	2 1 2 2 3 27 2 28
25522	7443701	1 1 4 27 2 28 1 204
25523	793920	3 16 3 112 3 118
25526	1217870206	2 1 7 2 4 58 3 60
25528	0	1 1 5 2 3 27 1 28
25529	60822	1 2 6 15 1 19 4 37 1 46
25530	0	1 1 6 2 3 27 1 28
25531	0	1 1 7 2 3 27 1 28
25532	0	1 1 9 2 3 27 1 28
25533	0	1 1 11 2 3 27 1 28
25534	0	1 1 12 2 3 27 1 28
25535	0	1 1 13 2 3 27 1 28
25536	0	1 1 14 2 3 27 1 28
25537	0	1 1 16 2 3 27 1 28
25538	0	1 1 17 2 3 27 1 28
25544	0	1 30 1 116
25545	0	1 27 1 32 1 119
25546	0	2 27 1 28 1 115
25547	0	3 88 3 91
25548	0	1 87 2 88 2 91
25549	0	2 87 1 88 1 91
25550	0	2 87 1 88 1 91
25551	0	3 87
25552	0	3 87
25553	0	1 27 1 87 1 88 1 91
25554	0	1 27 2 87
25555	0	1 27 2 87
25557	0	1 32 1 116 1 119
25558	3107208	2 15 3 109 1 118
25559	3107219	2 15 3 109 1 118
25568	3383322	22 15 8 16
25570	3588112	2 6 2 108
25571	3588123	2 6 2 108
25572	3588134	2 6 2 108
25573	3698893	1 1 11 2 1 142
25574	3698939	2 1 8 2 1 143
25575	3698951	1 1 7 2 1 142
25576	10368919	6 1 6 27 2 28 2 29 4 83
25577	3725313	2 5 2 6
25581	3899716	1 27 2 114
25582	88122990	6 1 15 2 3 3 12 15 3 16 3 56 3 80 3 82
25584	4333566	2 27 1 28 1 130
25585	1190430217	1 1 4 2 1 112 3 114
25587	4421323	3 27 8 28
25589	4485772	2 1 14 2 2 143
25590	38194502	2 1 1 2 1 8 7 15 3 16 1 33 1 94 1 118 1 159
25591	61523180	2 1 2 2 1 3 2 27 2 28 1 59 2 64
25592	11141176	6 1 1 8 4 27 9 28 3 29 1 30 1 51 2 54 1 58 4 64 1 192 1 204 2 205
25593	53123889	7 1 1 2 1 3 12 27 13 28 1 29 2 30 2 32 5 47 3 59 2 64 1 84 2 204 1 205
25596	5994116	2 116 2 124
25598	61949766	2 1 1 8 9 15 1 16 1 19 1 28 1 29 1 53 1 65 2 108
25599	61949777	2 1 1 8 9 15 1 16 1 19 1 28 1 29 1 53 1 65 2 108
25600	31751594	4 1 10 15 2 16 3 203
25602	74555	2 1 4 2 2 3 2 34 2 72
25604	598390	1 2 1 113 1 128
25605	39029419	3 1 1 3 4 27 3 28 1 31 1 32
25608	7429370	4 27 2 28 2 130
25612	115822	8 1 17 2 4 3 3 60 1 203
25614	100986854	2 1 1 15 2 16 5 27 1 28 1 32 1 47 1 64 2 81 1 84 1 94 1 118
25616	61925506	2 1 6 2 1 3 1 204
25617	61925493	2 1 6 2 1 3 1 204
25618	52645531	2 1 1 8 9 15 1 16 1 19 1 28 1 29 1 53 1 65 2 108
25619	35947730	1 1 10 15 1 16 1 19 1 28 1 29 1 47 1 64
25624	111025468	1 1 3 2 4 15 1 19 1 65 1 78 1 144 1 170
25626	918003	1 42 1 106
25627	4547244	7 1 8 27 7 28 5 29 1 32 1 94 2 204
25628	74708104	4 1 8 15 8 16 4 28 8 37
25629	116165	1 45 1 106 3 110
25631	446720	6 15 3 16 1 32 3 37 1 47 1 64
25633	1450722	1 1 3 15 1 18 1 37 1 46
25635	34387605	6 1 3 3 3 27 3 28
25637	4323211	1 28 2 30 1 47 1 204
25638	25654313	4 1 5 2 2 8 2 15 2 19 2 37
25641	67613541	6 2 8 3 2 4 1 27 1 28 1 130
25642	125100	2 1 5 27 3 28 3 29 1 30 1 32 1 43 2 47 1 51 1 205
25643	611949	1 1 9 15 1 16 1 46 1 65
25644	10215302	2 1 2 2 1 40
25647	119937	6 15 2 16 2 18 2 79
25648	583175	4 15 1 23 1 37 1 94
25649	353899	1 1 1 2 3 119 1 200
25650	170994419	4 27 2 28 2 194
25651	4493236	19 3 1 28
25653	56038132	1 2 6 28 1 29 1 34 1 61 2 64 2 99 1 100 4 204
25658	4669016	1 1 14 2 4 27 1 28
25661	51015895	4 1 1 2 1 54 1 74
25662	4786247	2 1 1 8 1 91
25663	4905797	1 1 6 2 1 106
25665	465429	
25666	6493772	1 1 3 27 1 30 1 53
25667	5009278	2 27 1 47
25668	5172065	1 15 1 109 4 118
25669	5332525	1 1 9 2 1 139
25670	5663047	15 15 3 16 1 183
25671	5910327	6 15 2 16 2 17 2 27 1 30
25672	16691433	1 70 1 83 2 93 1 152
25676	35563532	1 1 5 15 1 16 4 27 1 33
25678	5508587	2 1 2 2 1 8 5 27 4 28 2 29 1 31 1 34 1 47 1 64 2 204
25682	6006344	1 1 12 2 4 27 1 28
25683	6012971	
25693	6232480	8 15 2 16 4 17 2 27
25694	6262426	2 29 1 104 2 108
25695	6542605	2 27 1 28 1 86
25698	6785235	1 1 10 2 4 27 1 28
25700	6812379	1 1 15 2 3 27 1 28
25702	6861616	3 27 1 28 1 152
25703	6863327	2 27 1 28 1 152
25705	7051345	1 2 2 27 1 28 1 130
25709	7220260	5 1 2 2 3 3
25710	7289443	1 1 10 2 1 142
25711	7289454	1 1 13 2 1 142
25713	7309446	2 1 5 2 1 143
25714	7661474	1 1 6 15 2 17 1 19 1 82
25715	7790923	1 34 1 110
25716	10052183	1 1 5 27 1 28 1 29
25717	10347145	3 15 3 89
25719	13194677	3 15 1 18 1 118 1 129
25720	13214705	6 15 2 17 2 131
25721	13245539	1 8 2 108 1 119
25722	13245540	1 8 2 108 1 119
25723	13352415	4 15 2 16 1 27 2 30 2 32
25724	13402603	2 1 7 2 1 140
25728	13656490	1 15 3 109 2 118
25729	13656672	1 15 3 109 2 118
25731	13730557	1 1 3 15 2 18 1 56
25736	13827322	1 154
25738	14059906	1 4 2 128 2 130
25739	14349805	1 4 1 128 3 130
25740	14349827	1 101 3 128
25741	14402507	2 1 9 2 1 140
25743	14676290	4 1 4 2 2 3
25749	14920811	1 1 3 15 2 18 1 56
25751	15012369	1 1 3 15 2 18 1 56
25755	15458534	1 112 1 130 1 155
25760	16372966	8 15 2 16 2 131
25761	16400514	8 15 2 16 2 131
25764	16605917	8 15 2 16 2 109
25771	16900075	2 1 9 2 1 143
25772	16900086	2 1 13 2 1 143
25773	16967047	2 1 7 2 1 143
25776	17302146	4 1 6 2 1 4
25777	17450441	1 1 9 2 1 180
25778	17760406	1 1 4 2 1 106
25779	18328057	1 14 1 48 1 130
25780	989515	6 15 3 16 1 27 2 28 8 37 1 56 1 64
25781	18437893	2 1 17 2 1 143
25782	18631828	26 15 10 16
25783	18787650	2 1 12 2 1 43
25784	19020269	1 1 6 15 2 17 1 19 1 82
25788	19313576	2 1 11 2 1 143
25789	19313612	2 1 9 2 1 143
25791	19481824	1 1 1 87 1 130
25792	19484265	1 1 11 2 1 139
25793	19486089	4 1 13 2 1 4
25794	102687650	1 6 1 108 1 112
25795	66225181	3 1 2 2 1 3 1 6
25803	5314556	2 1 1 2 2 59 1 203
25804	1155006	8 15 2 136 2 151
25805	22818402	4 15 1 16 1 37 1 68 1 94
25806	122872	1 2 4 15 1 37 1 80 1 94
25808	57000789	3 1 1 4 4 15 1 44 1 65 1 109 1 110
25809	1253278419	11 1 4 4 2 15 8 16 1 21 4 27 1 78 7 82
25810	81294168	2 148 1 149
25811	488879	2 15 2 18 2 37
25812	21962243	1 1 1 3 1 6 2 59
25814	67970	4 1 3 2 2 3 2 8 8 27 3 28 1 29 1 31 1 204
25815	481425	1 1 3 15 2 16 1 32 1 37 2 47
25819	51146566	3 1 1 3 4 15 1 19 1 20 1 94
25820	21531339	2 27 4 28
25821	10589943	6 1 2 2 6 32 3 33 2 52 2 83 2 93
25823	27740018	5 15 3 16 5 28 1 32 3 37 1 47 2 64 1 65 1 94 3 204
25824	7443552	1 1 4 27 2 28 1 204
25825	3391864	1 1 4 2 1 3 1 5 1 204
25827	2475458	4 15 4 16 2 47 4 79
25828	4377984	12 1 1 4 3 62 1 203
25829	521357	3 1 3 2 1 4 5 15 4 16 1 18 1 19 1 37 1 64
25830	464404	4 2 1 4 4 54 4 112 4 114 8 119
25831	20244284	6 15 2 16 2 17 2 27 1 30
25832	20278879	5 1 3 2 1 3 1 4
25833	20278880	5 1 3 2 1 3 1 4
25834	20278891	5 1 2 2 3 3
25835	20291605	1 1 5 2 1 142
25836	20291616	1 1 6 2 1 142
25837	20291912	5 1 3 2 1 3 1 4
25838	20291956	5 1 3 2 1 3 1 4
25839	20328443	1 14 1 48 1 128
25841	20480675	4 15 2 16 6 27 2 28
25842	20654448	3 1 1 3 1 87
25843	20654460	3 1 1 2 1 88
25844	20668273	5 15 2 17 2 18 1 82
25845	20668295	5 15 2 17 2 18 1 82
25846	20668353	5 15 2 17 2 18 1 82
25847	20686673	2 27 1 47 1 100
25851	66553148	2 1 2 2 2 3 2 34
25854	6053812	4 27 1 28 1 67
25855	22415743	2 1 1 2 2 3 2 130
25857	66794307	1 2 2 113
25858	1927760	3 1 3 27 2 28 1 61 1 64
25859	42046913	1 1 1 5 1 32 1 84 1 92
25860	1468957	9 15 4 17 1 19 1 34
25861	13076192	2 1 2 28 2 47 2 64
25862	22438397	1 1 9 2 1 142
25867	21484059	1 8 1 9 5 108
25868	22311257	2 15 4 131
25872	23617712	1 1 3 15 2 18 1 56
25874	36208147	4 1 1 3 2 27 3 28
25875	13151503	2 1 5 27 2 28
25876	5921835	2 1 4 2 1 3 1 51
25878	21490631	2 1 1 190
25879	24079763	4 28 2 30
25881	24768421	2 1 6 2 1 143
25882	24768432	2 1 6 2 1 143
25883	24768443	2 1 6 2 1 143
25884	24768465	2 1 7 2 1 143
25885	24768658	2 112 16 114
25886	25081394	1 1 3 15 2 18 1 56
25887	25276704	1 1 13 2 1 139
25890	26158996	2 1 4 2 1 143
25891	26288164	1 1 8 2 1 112
25894	27208373	8 15 2 16 6 17 1 30
25895	27389737	10 27 4 28
25896	27389760	10 27 4 28
25897	27425350	10 27 4 28
25898	27563684	1 1 15 2 1 142
25899	28141551	1 1 8 2 1 180
25900	28626688	2 1 3 27 4 28
25902	29882562	2 1 1 2 1 3 1 128
25903	30213297	2 1 1 27 2 28 1 30
25904	30860287	1 8 1 108 2 119
25906	32804072	1 7 1 108 1 115
25908	33489304	2 123
25909	33574026	1 2 2 27 1 28 1 128
25910	33579372	2 123
25911	34883415	8 15 2 16 2 109
25912	34970008	1 100 1 128 1 130
25913	35305227	1 32 1 114 1 119
25914	35851935	2 15 1 89 3 131
25915	36038536	2 8 4 108
25916	36333412	2 14 2 130
25917	36556339	2 15 3 109 1 118
25918	36556351	2 15 3 109 1 118
25919	36556362	2 15 3 109 1 118
25920	36556373	2 15 2 109 2 118
25921	36556384	2 15 2 109 2 118
25922	36556395	2 15 2 109 2 118
25923	36556419	2 15 2 109 2 118
25924	36556420	2 15 1 109 3 118
25925	36556442	2 15 1 109 3 118
25926	36556475	3 15 1 109 2 118
25927	36556500	3 15 2 109 1 118
25928	36556544	2 15 2 109 2 118
25929	36556588	2 15 2 109 2 118
25930	36611275	2 15 2 109 2 118
25931	37602645	2 1 3 27 4 28
25933	37680663	7 15 2 16 3 109
25934	37680685	7 15 2 16 3 109
25935	37680696	7 15 2 16 3 109
25937	38361374	3 15 1 109 2 118
25938	38384053	3 1 1 2 1 3 1 100
25939	38399109	6 15 2 16 2 17 2 27 1 30
25940	38404421	1 1 3 15 2 18 1 56
25941	38444734	7 15 2 16 3 109
25942	38444767	7 15 2 16 3 109
25943	38444778	7 15 2 16 3 109
25944	38444789	7 15 2 16 3 109
25945	38444814	7 15 2 16 3 109
25946	38444847	7 15 2 16 3 109
25947	38444869	7 15 2 16 3 109
25948	38444870	7 15 2 16 3 109
25949	38444881	7 15 2 16 3 109
25950	38444905	7 15 2 16 3 109
25951	38700184	3 15 3 89
25952	38700195	2 15 4 89
25953	38700208	2 15 4 89
25954	38700219	1 15 5 89
25960	38869919	1 1 4 2 1 180
25961	39153736	2 15 1 109 3 118
25962	39695584	1 14 1 48 1 110
25963	40201910	1 1 2 14 1 128
25964	40201943	1 1 2 14 1 130
25965	40289983	1 1 17 2 1 142
25966	40331440	1 1 2 14 1 110
25968	40809914	1 104 1 128 1 130
25969	40809936	1 101 1 128 2 130
25970	40809947	1 101 2 128 1 130
25971	40813841	2 1 8 2 1 143
25972	40941546	5 15 2 17 2 18 1 82
25974	41947846	2 1 17 2 1 143
25975	42205083	3 1 3 15 3 19
25976	42587837	2 32 1 64 2 108
25977	42955464	1 1 6 2 1 180
25978	43061365	1 15 3 109 2 118
25979	43061376	1 15 3 109 2 118
25980	43061387	1 15 3 109 2 118
25981	49598541	4 1 9 2 1 4
25982	49602906	8 15 2 16 2 131
25983	49602917	8 15 2 16 2 131
25986	50966648	1 1 9 2 2 30 1 84
25987	50966659	1 1 7 2 2 30 1 84
25988	51104871	2 14 2 110
25990	52896750	5 1 1 2 3 3
25991	24418039	5 1 1 2 3 3
25992	52896863	4 1 4 2 2 3
25993	52896885	4 1 4 2 2 3
25994	52896909	4 1 4 2 2 3
25995	52896910	4 1 4 2 2 3
25996	52896921	5 1 3 2 1 3 1 4
25997	52897004	5 1 3 2 1 3 1 4
