24227 TRCID	CASRN	Nist-Kt
6791	39087224	2 1 3 2 2 27 2 28 2 64
6792	39093271	1 1 8 2 1 71
6794	394285	3 15 1 96 1 118 1 131
6795	394309	3 15 1 96 1 109 1 118
6796	3954130	1 1 4 2 1 178
6799	40089905	1 1 6 2 1 77
6800	40458988	4 1 6 15 2 17 2 20
6801	4079521	1 2 5 15 1 46 1 59
6802	4082557	2 1 26 2 1 52
6803	4083572	4 1 2 3 1 68
6804	4088226	2 1 34 2 1 74
6805	4088373	3 1 8 2 1 75
6806	41138925	1 1 1 130 1 155
6807	4138265	4 27 1 28 1 83 1 169
6808	41903815	2 1 12 2 1 43
6809	420440	2 1 1 101 1 119
6810	42059814	3 15 2 16 1 18 1 32 1 47 1 48 1 64
6811	421363	1 100 1 114 2 130
6812	4221981	3 1 1 3 1 27 1 28 1 30 1 32
6813	42233114	2 1 34 2 1 52
6814	4250388	1 1 27 2 1 94
6815	425821	1 64 3 114
6816	425887	1 59 1 113 1 114
6817	4282477	4 15 1 16 1 77 1 136
6818	4292040	2 1 1 3 4 27 1 32
6819	42928858	2 1 5 2 1 3 1 5 1 58
6820	431867	1 100 1 112 1 124
6821	43211627	1 1 14 2 1 5 1 52
6823	4371237	9 15 2 16 1 70 1 160
6825	4439207	4 2 2 34 2 72
6826	4461294	1 2 1 148 1 169
6827	448704	8 1 4 2 4 32 5 33 2 83 2 93
6828	4534570	2 1 11 2 5 15 1 20
6829	455312	5 15 1 16 1 113
6830	4556234	1 77 1 152
6831	45762412	1 1 3 15 1 19 1 79 1 131
6832	458924	5 15 1 65 1 113
6833	460366	1 2 1 112 1 115
6834	460731	1 2 1 112 1 113
6835	461814	4 15 1 65 1 109 1 112
6836	463569	1 91 1 152
6837	46492084	4 15 2 16 2 47 1 78
6838	46745668	1 1 6 2 4 15 1 19 1 22
6840	471476	1 94 1 169
6841	4732143	1 1 1 2 2 15 1 65 3 136
6842	4783657	5 15 1 16 3 27 1 165
6843	4789348	6 1 2 4 4 27 2 28
6844	4789359	6 1 2 4 4 27 2 28
6845	479232	10 15 2 16 6 17 2 27
6846	4853752	3 1 1 2 1 3 1 155
6847	488595	6 28 6 204
6848	490460	5 15 3 16 1 27 2 28 4 37 1 64 1 204
6849	4925717	6 27 1 190
6850	492615	1 2 5 28 1 34 1 64 4 204
6851	492626	1 2 5 28 1 34 1 64 4 204
6852	494520	4 27 1 28 1 77 1 83
6853	49558045	1 1 4 2 1 58 1 77
6854	49619581	2 1 3 15 2 16 1 20 1 32 1 47 1 48 1 64
6855	499763	3 15 1 18 1 37 1 96
6856	50296601	3 1 2 33 1 58 1 83 1 94
6857	50500	1 1 8 15 3 16 6 27 4 28 1 29 1 56 1 204
6858	5057987	3 27 2 28 2 204
6859	50704	2 2 4 3 2 34 4 204
6860	507404	3 1 1 62 1 110
6861	508021	7 1 10 27 4 28 6 29 1 32 1 94 1 204
6862	50807744	1 60 1 112 1 113 2 114
6864	5113939	3 1 1 3 2 27 2 28 1 30
6865	512516	1 1 1 60 1 113 1 114
6866	51260390	1 1 1 27 1 28 1 98
6867	51594559	1 99 1 188
6868	51688734	2 1 3 15 1 19 1 131 1 176
6869	5168898	1 1 14 2 1 39 5 60
6870	52130173	3 15 1 18 1 79 1 96
6871	52315078	2 1 1 8 9 15 2 16 1 28 1 29 1 53 1 65 1 87 2 108
6872	52317983	2 1 2 2 1 3 1 71
6873	526954	1 2 4 3 1 34 1 94 4 204
6874	5308258	1 1 1 2 4 27 1 83 1 84
6875	53555638	4 15 2 17 4 109
6876	542789	1 2 2 48
6877	5451638	1 1 13 2 1 55
6878	5451923	1 1 8 2 1 55
6879	5465383	10 15 2 16 2 28 1 97
6880	5472844	6 15 2 16 2 17 1 32 1 47 1 205
6881	5487627	3 1 9 2 1 3 1 52
6882	55489593	1 1 8 2 1 39 2 60
6884	5597897	6 27 2 28
6886	5610491	1 1 3 2 4 27 1 83 1 84
6887	57018527	4 1 1 4 1 41
6888	57057837	1 1 1 15 1 37 1 65 3 109
6889	5721915	3 1 7 2 8 27 4 28 2 29 1 32 1 47 1 52
6890	57465288	5 15 2 16 5 109
6891	5754347	2 1 2 2 1 27 1 28 1 29 1 34 2 64
6892	576363	1 2 4 3 1 34 1 94 4 204
6893	578074	8 15 4 17 1 79 1 82
6894	57830	2 1 8 27 4 28 2 29 1 32 1 42 1 47
6895	57874	6 1 3 3 1 6 7 27 4 28 2 29 2 32 1 204
6896	5788170	1 1 1 6 1 58 1 59
6897	5796861	1 1 15 2 1 34 1 52
6898	581293	8 15 4 17 1 79 1 82
6899	585842	1 2 1 8 3 94
6900	58670896	2 1 21 2 1 3 1 34
6902	593408	1 1 14 2 1 6 1 94
6903	595426	3 1 1 2 1 135
6904	59662316	1 1 4 2 9 15 2 16 1 19
6905	597284	2 1 10 15 2 16 2 27 2 29
6906	59927	3 15 1 19 2 37 1 68 1 94
6907	60433127	8 114 2 117
6908	604353	5 1 3 2 2 3 8 27 5 28 2 29 1 32 1 51
6909	60598176	1 2 1 59 1 113 1 114
6910	608662	2 2 4 3 2 34 4 204
6911	610093	4 27 2 28 2 94
6912	6110538	1 1 15 2 1 6 1 130
6914	613149	9 15 4 17 1 37
6915	616795	3 15 1 79 1 96 1 136
6916	6196583	1 1 4 2 1 39
6917	624293	2 1 4 27 2 28
6918	62435067	2 1 17 2 1 60
6919	6250722	2 1 16 2 1 3 1 94
6920	62595442	2 28 2 30
6921	6270060	1 2 4 15 2 16 1 99 1 171
6922	627350	1 1 2 2 1 71
6923	628466	2 1 3 2 1 3 1 94
6924	62908	1 1 5 15 1 19 8 27 5 28 1 29 1 32 1 47 1 52
6925	6305711	3 1 2 2 2 3 1 34
6926	6311928	1 1 5 2 1 77
6927	633318	6 1 3 2 2 3 8 27 5 28 2 29 1 32 1 52
6928	6382134	2 1 19 2 1 52
6929	6457494	1 2 4 27 1 28 1 34 1 83
6930	65301919	3 1 15 2 1 3 1 52
6931	65463	1 2 4 28 1 30 1 34 1 47 1 64 1 70 1 84 1 93 2 204
6932	655072	3 15 1 65 1 112 2 136
6933	65510443	5 15 2 16 5 109
6935	662011	1 114 2 124
6936	66218697	1 1 10 2 4 15 1 19 1 22
6937	6683461	4 1 2 4 4 15 2 16 2 27
6938	67707759	5 1 2 2 1 3 1 4 1 52
6939	677565	1 112 1 114 1 115
6940	678182	1 42 1 112 3 114
6941	67843747	1 99 1 188
6942	679970	1 42 1 113 1 114
6943	68224	1 1 1 13 8 27 4 28 2 29 1 32 1 47 1 205
6944	689112	2 1 1 2 1 3 1 180
6945	6893261	2 2 1 68 2 94
6946	693721	1 1 14 2 1 6 1 94
6947	69948465	1 60 1 112 1 113 1 114 1 116
6948	70351949	6 1 36 2 6 15 6 17 6 57
6949	70423380	1 1 3 2 1 3 2 34
6950	706274	4 15 1 18 1 65 1 112
6951	7065465	3 1 1 4 1 43 1 110
6952	7098240	2 1 44 2
6953	71032672	2 1 2 2 1 27 2 28
6954	713622	4 15 1 65 1 79 1 113 1 114
6956	7239249	3 1 1 2 1 3 1 74
6957	72657239	2 1 1 2 1 34 1 53
6958	7311300	1 1 11 2 1 71
6959	7409441	1 1 6 2 1 39
6960	7433434	1 1 1 34 1 181
6961	74487857	3 15 2 16 7 109
6962	74999227	1 2 1 5 1 70 3 84 1 93
6963	75190828	2 1 12 2 1 6 1 52
6964	75707	1 106 1 152
6966	769686	1 1 1 2 5 15 1 16 1 87
6967	7719826	2 1 54 2
6968	773148	1 64 4 114
6969	775008	4 15 1 16 1 19 1 67 1 112
6970	7782414	2 119
6971	7783666	5 119 1 128
6972	7795917	2 1 1 2 1 3 1 39
6973	79334	1 1 1 3 1 94 1 204
6974	79413153	3 1 5 2 1 27 1 28 1 29 2 64
6975	80304547	2 1 1 3 4 15 1 19 1 131
6976	80308889	2 60 1 73 2 135 5 137
6977	80657574	2 1 1 2 1 34 1 53
6978	819078	1 112 1 133
6979	827361	1 1 5 15 1 16 1 74 1 87
6980	831754	4 15 1 65 1 79 1 113 1 114
6982	846468	2 1 9 27 4 28 2 29 2 47
6984	871283	1 2 1 5 1 13
6985	87578823	2 1 1 15 1 16 1 79 1 81 2 82 1 93
6986	89827	3 1 1 9 3 27 1 28 1 47
6987	90176526	2 1 10 2 1 6 1 52
6988	92035	8 15 2 16 1 37 1 131
6989	921095	1 7 1 9 4 108
6990	923422	3 2 1 3 3 94
6991	943293	3 1 1 4 4 27 2 28 1 94
6992	945493	5 15 1 20 5 27 1 28 1 204
6993	95135878	1 1 8 2 9 27 3 28
6994	951779	1 2 1 27 3 28 1 30 1 34 1 47 1 64 1 70 1 84 1 93 1 204
6995	961455	2 1 5 15 1 16 1 33 1 47 1 83 1 93 1 184
6996	96667888	1 1 6 2 9 27 3 28
6997	105975	2 1 20 2 2 52
6998	109057	1 1 4 27 1 28 1 83
7000	119131	5 1 9 2 3 3 2 15 2 16 1 18 2 27 1 29 1 37 1 64
7001	1484806	1 1 1 2 4 27 1 28 1 83
7004	22037736	1 1 1 3 1 5 1 130
7005	35135456	2 1 6 2 8 15 1 16 1 23 2 65
7006	35135467	2 1 7 2 8 15 1 16 1 23 2 65
7007	93925	1 1 5 15 1 20 1 51
7008	1020844	8 1 4 83 4 200
7009	583595	1 1 4 27 2 28 1 204
7010	766201	2 1 2 27 2 28 2 64
7012	886657	10 15 2 23
7013	13985609	1 1 2 15 1 19 3 136
7014	75547	1 1 2 110 1 199
7015	1874222	1 6 2 32 1 48 1 64 1 137
7016	877101	2 18 4 109
7018	92341247	2 1 2 2 8 15 2 26 2 57
7019	636419	1 1 1 30 1 32 1 83
7020	7719097	2 110 1 154
7022	7665727	3 1 1 4 1 60 1 188
7023	3017694	2 1 1 8 1 130
7024	26225796	4 1 1 4 3 15 3 16 1 28 1 60 1 64 1 157
7025	29171231	5 1 9 2 3 3 1 4 1 13 1 205
7026	3058386	3 79 3 136
7027	3363971	14 15 4 46
7028	3658955	3 1 2 2 1 3 2 60
7029	3891336	2 2 2 5 2 60
7030	3891983	5 1 7 2 3 3
7031	4401712	3 1 1 32 1 47 1 184
7032	4418615	1 70 1 83 2 84 1 93
7033	4536269	2 1 26 2 1 52
7034	4562270	1 30 1 47 1 83 1 92
7035	4841207	2 1 2 15 1 53 1 65 3 109
7036	5129588	3 1 9 2 1 3 1 52
7037	5902512	4 1 1 4 1 33 1 47 1 108 1 183
7038	75172	
7039	13547701	3 1 1 4 1 43 1 110
7040	3710303	4 2 2 5
7041	460924	1 2 1 112 1 124
7042	5240722	1 2 4 27 3 28 1 34
7043	488971	3 1 2 27 3 28 2 29
7044	498668	3 27 2 28 1 30
7045	2370130	3 1 4 2 1 4 1 34
7046	123080	4 15 1 37 1 49
7047	1604348	3 1 6 2 2 3 1 42
7048	1610395	6 16 12 27
7049	1973224	1 1 4 15 1 19 1 131
7051	214175	14 15 8 17
7052	767602	1 1 4 15 2 16 1 27 1 32
7053	2898126	1 1 8 15 2 16 2 27 1 81 1 93 1 109
7054	1874233	1 1 2 32 1 58 1 64 1 137
7055	354518	1 101 1 114 1 119 2 130
7056	554610	3 1 2 27 2 28 1 29 1 32
7057	60015	3 1 5 2 1 3 3 52
7058	612179	4 15 2 16 2 27 1 30
7060	629118	6 2 2 34
7061	629301	7 2 2 34
7062	75558	1 1 1 27 1 28 1 83
7063	935308	6 27 1 168
7064	578950	8 15 3 16 1 47 1 80
7065	52364713	1 1 4 2 8 15 2 16 1 65 1 89
7066	92875	8 15 2 16 2 79
7067	13637633	1 110 5 119
7068	4074435	1 1 2 2 4 15 1 19 1 37
7069	62237	4 15 1 96 1 136
7070	602993	1 15 1 18 1 37 3 136
7071	999780	4 1 1 4 1 14
7072	5471636	10 15 2 16 2 30 2 33 1 64
7073	120821	3 15 3 109
7075	1738256	1 1 1 2 1 74 1 86
7076	192972	12 15 8 17
7077	2244168	2 1 1 7 2 27 1 28 1 32 1 47
7078	344047	5 118 1 131
7079	552307	3 15 2 16 1 96 1 97
7080	552454	4 15 1 16 1 18 1 99
7082	623176	1 2 1 30 1 32 1 51 1 64
7083	66246886	1 1 3 2 3 15 1 20 1 84 2 92 2 109
7084	78104	4 1 1 2 3 60 1 203
7085	88744	4 15 1 79 1 136
7086	89327	2 15 4 16 2 97
7087	89963	1 1 4 15 1 19 1 109
7088	95943	2 15 4 109
7089	119675	4 15 1 49 1 96
7090	619669	4 15 1 49 1 96
7092	26459836	1 1 2 2 1 75 1 119 2 135 3 137
7093	35135445	2 1 5 2 8 15 1 16 1 23 2 65
7094	5754892	4 27 2 84 2 137
7095	5754916	3 27 2 84 2 137
7096	99558	3 15 1 18 1 79 1 136
7098	86301942	6 27 8 28 2 29
7099	536607	2 1 4 15 1 19 1 20 1 34
7100	49753540	6 15 6 16 3 82 9 136
7101	63683	2 2 1 68 1 94 1 142
7103	58957	6 1 9 2 3 3 2 16 3 18 2 27 1 29 1 57 1 64
7104	73405	1 33 1 47 1 70 2 83 1 92 1 93
7105	150301	5 15 1 19 1 68 1 94
7106	328392	2 1 1 2 1 3 1 68 1 94
7107	592438	2 1 2 2 1 6
7108	637503	1 1 5 15 1 23
7109	4166465	4 1 2 2 1 3 1 4 1 205
7110	92341258	2 1 4 2 8 15 2 26 2 57
7111	538396	8 15 2 18 2 19
7112	78875	1 1 1 99 1 100
7114	87990	2 2 3 3 2 34 3 204
7115	488813	2 2 3 3 2 34 3 204
7116	765128	2 2 2 5 4 60
7117	516541	2 1 9 27 6 28 2 29 1 42 1 204
7118	553128	4 1 4 2 2 5 4 32 5 33 2 83 2 93 2 94
7119	5340261	6 1 1 2 1 4 1 54
7120	7667609	3 1 3 27 3 28
7121	10124864	8 2 2 178
7123	515833	1 1 1 3 1 60 1 106 1 204
7124	72333	2 1 1 13 3 15 2 16 6 27 3 28 2 29 1 65 1 205
7125	4393060	1 5 5 15 1 20 1 204
7126	51989	1 1 1 13 8 27 4 28 2 29 1 32 1 47 1 51
7127	4513535	1 1 1 2 1 7 1 58 1 86
7129	16268625	5 1 1 80 2 81 3 82
7130	275025	1 30 1 84 2 92 1 93
7131	71589	3 1 7 27 4 28 3 29 1 32 1 42 1 47 1 51
7132	26103082	1 3 1 61 2 112 2 119
7133	40560290	2 1 1 2 1 3 1 99
7134	1652819	1 114 1 121 1 124
7135	57041675	1 61 1 112 1 113 1 119
7137	65144027	1 1 1 3 1 169 1 204
7138	278068	1 27 6 28
7139	281232	6 27 4 28
7140	281254	5 27 3 28 1 144
7141	2913248	8 15 4 16 6 27
7142	29412622	2 1 6 28 2 54
7143	36328297	4 27 4 28
7144	7000795	4 1 2 27 4 145
7145	700561	1 1 5 27 5 28
7146	700572	5 27 5 28 1 204
7147	702794	2 1 6 27 2 28 2 29
7148	707357	3 1 6 27 1 28 3 29
7149	7346410	5 27 4 28 1 100
7151	768901	6 27 3 28 1 29 1 130
7152	768934	6 27 3 28 1 29 1 128
7153	2917739	2 1 11 2 2 52
7154	2307064	1 1 15 2 8 27 1 28 1 29
7155	2362109	4 1 2 99 1 200 1 203
7156	2432113	13 15 4 16 1 37
7157	3420028	3 15 1 16 1 18 1 30 1 80
7158	4454051	2 27 1 28 1 30 1 59 1 64
7159	5673074	2 1 3 15 1 18 2 65
7160	100061	2 1 4 15 1 46 1 65
7161	100129	1 1 4 15 1 19 1 136
7162	100298	1 1 1 2 4 15 1 65 1 136
7163	100550	1 2 1 34 1 77
7164	1005512	4 28 3 30
7165	100801	4 15 1 18 1 22
7166	100834	4 15 1 37 1 49
7167	100845	1 1 4 15 1 18 1 65
7168	1014706	3 1 2 2 2 80 3 82 1 151
7169	1034011	1 1 7 2 2 15 3 37 1 56
7170	104927	1 1 4 15 1 65 1 131
7171	105431	2 1 2 2 1 3 1 94
7172	106230	3 1 3 2 1 3 1 8 1 48
7173	106650	2 1 2 52
7174	107744	3 1 5 2 1 3 1 4 1 34 1 205
7175	108872	1 1 5 27 1 28
7176	109046	1 77 1 130
7177	109591	2 1 1 3 1 39
7178	109900	1 1 1 2 1 178
7179	110667	1 1 3 2 1 139
7180	110781	1 1 2 2 1 178
7181	111466	2 2 1 34 1 39
7182	1119853	1 6 2 86
7183	112152	1 1 3 2 1 51 2 60
7184	112367	2 1 3 2 3 60
7185	112481	2 1 6 2 2 60
7186	112607	3 2 2 39 1 60
7187	112710	1 1 13 2 1 130
7188	1141384	6 15 2 17 2 96
7189	115173	1 4 1 48 3 130
7190	115195	2 1 1 4 1 13 1 205
7191	117395	5 15 3 16 1 33 4 37 1 47 1 64 1 205
7192	117997	9 15 1 16 1 37 1 46
7193	118752	2 33 2 47 4 108
7194	118821	12 1 4 15 1 16 1 19 4 21 2 37
7195	1200891	1 27 4 28 2 30 2 47
7196	120570	3 15 2 16 1 27 1 49 2 64
7197	121335	1 1 3 15 1 37 1 49 1 65
7198	121799	1 1 2 2 2 15 3 37 1 56
7200	122703	1 1 1 2 5 15 1 19 1 52
7201	123422	2 1 1 2 1 4 1 42 1 205
7202	123944	1 1 17 2 1 3 1 34 1 52 1 204
7203	126307	2 1 2 2 1 4 2 34
7205	131895	2 15 1 16 5 27 1 28 1 37 2 136
7206	1323031	2 1 13 2 1 53 1 204
7207	13730137	1 178 1 197
7210	143282	1 1 15 2 1 6 1 34
7211	1436346	1 1 3 2 1 188
7212	144796	1 1 10 15 2 16 1 110 1 200
7213	14734259	4 1 1 4 2 52
7214	147820	2 15 1 79 3 131
7215	149746	1 1 5 15 1 16 2 110 1 200
7217	150607	10 15 2 16 2 143
7218	1552121	4 27 2 30
7219	1582098	2 1 4 2 2 15 1 16 1 81 1 112 2 136
7220	1589602	5 15 1 16 5 27 1 29 1 205
7221	1595057	1 1 2 2 4 15 1 18 1 19
7222	1625929	3 1 9 15 2 16 1 21
7224	1675576	2 13 10 15 2 16 1 200
7226	17003702	5 15 1 16 1 119 1 135 1 137
7227	17096478	2 2 1 74 1 137 1 194
7228	1738369	1 59 1 86
7229	1777442	5 27 6 28
7230	183971	8 27 2 29 4 64
7231	18641571	3 1 59 2 1 3 3 52
7232	1878188	2 1 1 2 1 3 1 139
7233	1886755	6 1 2 4 1 155
7234	19044883	2 1 4 2 2 15 1 70 1 81 2 136 1 160
7235	192472	16 15 12 17
7236	1975786	1 1 7 2 1 86
7237	1982474	2 1 8 15 2 16 1 65 1 109 1 183
7238	2049969	1 1 4 2 5 15 1 56
7239	2050206	2 1 5 2 2 52
7240	206440	10 15 4 16 2 17
7241	2080582	1 47 2 143
7243	2199511	3 1 1 2 1 32 1 33 1 58 1 83
7244	2211894	4 1 2 3 1 154
7245	2292797	6 27 8 28
7248	2445763	2 1 5 2 1 52
7249	2470680	2 1 11 2 1 72
7250	2495376	1 1 1 7 5 15 1 19 1 58
7251	2498660	10 15 4 16 2 17 2 47
7252	25173379	2 2 4 15 1 18 1 65 1 94
7254	261314	8 15 3 16 1 27 1 151
7255	2752990	3 1 53 2 1 3 3 6 3 52
7256	2845898	1 1 4 15 1 65 1 109
7257	287138	3 27 4 28
7259	2955659	2 1 2 2 2 43
7260	3021634	4 112 4 114 2 117
7262	3048644	1 5 2 27 3 28 1 30
7263	3068880	1 1 1 27 1 28 1 47 1 64
7264	3073050	22 15 8 16
7265	3074757	4 1 3 2 2 3
7266	312845	1 2 1 34 1 68 1 94
7267	321288	1 1 4 15 1 65 1 118
7269	3282302	3 1 1 45 1 110
7270	331395	3 15 1 23 2 37 1 94
7271	3320830	4 15 1 109 1 177
7272	33228443	1 1 3 2 4 15 1 19 1 79
7273	33629479	5 1 1 2 1 3 2 15 1 21 1 80 2 136
7275	350516	4 15 1 22 1 118
7276	35182515	2 1 2 2 1 3 1 77
7277	352329	4 15 1 18 1 118
7278	352705	4 15 1 18 1 118
7279	354643	1 112 1 114 1 128
7281	36901845	2 1 3 2 2 6
7282	3691358	13 15 4 16 1 28 1 44 2 47 1 109
7284	372316	1 1 1 2 1 45 1 52 3 119
7285	377366	2 113 2 114
7286	385002	3 15 1 96 2 118
7287	38578222	4 1 2 2 1 41 1 60 1 62
7288	3902714	2 1 1 15 4 16 1 18 2 32 1 47 2 64
7289	406348	1 67 1 115
7290	4164287	1 1 1 74 1 137
7291	4259432	1 106 1 112 1 114
7292	439145	1 1 8 15 2 16 1 27 1 47 1 81 1 93 1 109
7293	452357	1 1 1 2 3 15 1 16 1 65 1 70 1 93 1 151 1 155
7294	4572172	10 28
7295	459472	1 1 4 15 1 19 1 118
7296	459609	1 1 4 15 1 65 1 118
7297	4630824	1 1 5 27 1 53
7298	473552	3 1 3 27 3 28 1 29
7299	4771806	3 27 1 28 1 30 1 94
7300	4792158	4 2 2 39 2 60
7303	497381	4 27 2 28 1 47
7304	500221	1 48 1 77
7305	50066	1 1 1 2 5 15 1 16 1 29 2 47 1 182
7307	501973	1 2 4 15 1 19 1 37 1 94
7308	5020417	1 1 1 2 4 15 1 19 1 34 1 65
7310	505953	11 2 1 34 1 94
7311	507459	3 1 1 100 1 101
7312	510156	1 1 1 2 8 15 2 16 1 54 2 109 1 205
7313	51172	4 15 1 16 1 80 1 92
7314	51207	1 32 1 47 1 130 1 182
7315	5137451	1 1 2 2 1 59 1 60
7316	51422549	4 1 1 2 1 4 2 60
7317	514658	2 2 5 15 1 21 7 27 3 28 1 30 1 84 1 205
7318	51467	8 27 4 84
7319	517226	3 1 1 2 1 32 1 33 1 83
7320	52709850	1 1 7 2 8 15 2 16 1 19 1 89
7321	527355	1 15 4 18 1 37
7323	534156	1 1 1 3 2 59
7324	5376158	1 59 1 83 2 84 1 93
7325	538238	3 1 17 2 1 3 3 52
7326	5399020	1 1 14 2 1 86
7327	540089	2 1 13 2 1 43
7328	540374	4 15 1 79 1 129
7329	542563	2 1 1 2 1 3 1 193
7330	5469261	3 1 1 4 1 43 1 130
7331	555453	3 1 35 2 1 3 3 52
7332	556672	8 1 4 203
7333	556821	2 1 1 2 1 8 1 34
7334	557006	3 1 2 2 1 3 1 52
7335	557175	1 1 2 2 1 59
7337	559400	1 33 3 114 2 119
7338	56291	2 1 4 27 1 29 1 32 2 47 1 183
7339	563575	1 5 1 103
7340	56495	9 15 2 16 6 17 1 18 2 27
7342	57432	3 1 3 2 1 3 1 29 2 47 1 182
7343	57534	2 1 2 2 1 4 2 60 2 169
7344	57681	5 15 2 18 1 79 1 80 2 82 1 160
7345	57807440	7 1 4 15 1 16 1 21 2 62 1 205
7346	578574	1 1 4 15 1 65 1 131
7347	578585	1 1 4 15 1 18 1 65
7349	586981	1 2 1 34 1 77
7350	587020	1 1 4 15 1 19 1 79
7351	588932	1 1 1 2 4 15 1 19 1 131
7352	589162	1 1 4 15 1 19 1 79
7353	589753	2 1 8 2 1 52
7354	59277893	1 2 1 33 1 39 1 47 1 70 1 83 1 84 1 92 1 93
7355	59454352	1 1 8 2 8 15 2 16 1 19 1 89
7356	59710713	4 1 11 2 1 52 1 62
7357	6004382	6 27 4 28
7358	603509	2 1 8 15 1 16 1 20 2 57 1 77
7359	608275	3 15 1 79 2 109
7360	608311	3 15 1 79 2 109
7361	611154	4 15 1 18 1 22
7362	612226	1 1 4 15 1 19 1 136
7363	613901	5 15 1 46 1 91
7364	6144930	4 1 1 2 1 3 1 4 1 204
7365	620166	1 1 4 15 1 19 1 109
7366	622606	1 1 1 2 4 15 1 18 1 65
7367	622800	1 1 2 2 5 15 1 80
7368	622980	1 1 4 15 1 19 1 109
7369	623121	1 1 4 15 1 65 1 109
7370	62442	2 1 1 2 4 15 1 65 1 176
7371	625741	2 1 1 3 1 133
7372	6259763	1 1 5 2 4 15 1 37 1 56
7373	626017	4 15 1 79 1 129
7374	626437	3 15 1 79 2 109
7375	627065	1 1 2 2 1 180
7377	627838	2 1 32 2 2 52
7378	628568	2 1 1 2 2 7 1 60
7379	630762	20 15 3 16 1 21
7380	632508	20 15 2 16 2 20
7381	636099	2 1 2 2 4 15 2 56
7382	638040	2 1 4 27 2 28
7383	640573	9 15 1 16 1 18 1 160
7384	6443910	1 13 1 59
7385	6582521	8 15 1 16 1 19 2 79
7386	66728505	3 1 1 2 1 4 1 59 1 60
7388	677214	1 5 1 112
7389	6957819	2 1 12 15 2 16 2 65 2 173
7390	6976289	2 1 3 2 1 3 2 27 1 28
7391	70111	1 2 5 15 1 46 1 130
7392	7087685	5 1 2 3 1 75
7393	7144152	2 1 12 15 2 16 2 65 2 173
7394	71742944	2 2 1 75 2 135 5 137
7395	720752	1 1 9 15 2 16 1 56
7397	75354	1 7 2 108
7398	754347	1 112 2 114 1 128
7399	75912	3 1 1 34 1 62
7400	76448	2 28 1 30 1 33 1 100 2 101 1 104 2 108
7401	76937	10 15 1 16 1 21 1 94 1 205
7402	77214	1 1 1 2 5 15 1 16 2 27 1 29 1 170
7403	77281	2 1 4 2 1 29 2 47 1 182
7404	77747	3 1 2 2 1 4 1 205
7406	78717	1 27 1 29 1 63 2 99
7407	78808	1 1 1 7 1 13
7408	789026	8 15 1 16 1 20 1 106 2 109
7409	80386	9 15 2 16 1 109 1 157
7410	80466	3 1 1 2 4 15 1 21 1 37
7411	81072	4 15 1 160 1 173
7413	818382	2 1 3 2 2 52
7414	81845	6 15 2 16 2 17 1 97
7415	828513	6 27 3 28 1 29 1 94
7416	83738	4 15 2 17 1 37 1 82 2 129
7417	84515	1 1 7 15 4 16 1 19 2 47
7418	85668720	10 1 8 2 8 15 4 21
7419	85668764	10 1 12 2 8 15 4 21
7420	86533	7 15 2 17 1 89
7421	86555	7 15 2 17 1 96
7422	868779	1 1 2 2 1 7 1 34 1 58
7423	87172	9 15 1 16 1 37 1 173
7425	89725	2 1 1 2 4 15 1 20 1 37
7426	90120	7 15 2 17 1 18
7427	91087	3 15 1 18 2 177
7428	92341236	2 1 8 15 2 26 2 57
7429	92557	1 3 2 32 2 51 1 64 1 137
7430	92886	8 15 2 16 2 37
7431	94597	1 5 3 15 2 16 1 19 1 27 2 64
7432	95465	4 15 1 18 1 131
7433	95512	4 15 1 79 1 109
7434	95523	4 15 1 18 1 118
7435	95829	3 15 1 79 2 109
7436	96151	2 1 1 2 1 3 1 67
7437	96480	3 27 1 47 1 64
7438	96764	6 1 3 15 2 21 1 37
7439	97621	3 1 1 2 1 53
7440	99036	1 1 4 15 1 46 1 79
7441	99490	2 1 1 7 2 27 1 28 1 32 1 47
7443	675627	1 1 2 2 2 110 1 112 1 200
7448	10026047	4 110 1 200
7451	1009934	6 1 3 83 3 200
7455	1048084	20 15 4 16 1 200
7456	10519887	2 2 2 5 10 15 2 16 1 200
7457	1066359	2 1 1 110 1 199
7458	1066542	3 1 1 13 1 200
7460	107379	1 2 1 5 3 110 1 200
7461	107460	6 1 1 200 1 203
7462	107517	8 1 1 200 2 203
7463	107528	14 1 1 200 5 203
7464	1111746	2 1 1 198
7465	1112556	4 5 1 200
7466	1112669	4 2 4 5 1 200
7467	1112910	1 1 3 2 3 5 1 200
7468	1113128	2 1 2 2 2 5 1 200
7470	1116627	3 2 3 5 1 199
7471	1125264	2 1 1 5 5 15 1 16 1 200
7472	115219	1 1 1 2 3 110 1 200
7475	13465742	3 110 1 130 1 200
7476	13465753	2 110 2 130 1 200
7477	13465764	1 110 3 130 1 200
7478	13465775	6 110 2 200
7479	13597734	
7480	141628	10 1 1 200 3 203
7481	141639	12 1 1 200 4 203
7483	1450142	6 1 2 200
7484	1450233	30 15 6 16 2 200
7485	1451996	8 1 8 2 4 203
7486	14965527	3 110 1 119 1 200
7487	1516809	1 1 1 2 15 15 3 16 1 203
7488	1693443	6 1 10 15 2 16 4 203
7489	1719580	2 1 1 5 1 110 1 200
7490	1789588	1 1 1 2 2 110 1 199
7491	18030610	9 15 3 16 3 110 1 200
7492	18030621	9 15 3 16 3 110 1 200
7493	1825587	3 1 1 2 5 15 1 16 1 203
