765 ID	TcEos 	PcEos	ZcEos 	AcenEos
2637	615.32	7.488	0.3104	0.1958
2640	500.79	4.280	0.3084	0.2614
2647	473.46	4.257	0.3102	0.2086
2648	402.51	4.123	0.3088	0.2678
2649	484.61	4.676	0.3088	0.2056
2650	381.19	4.635	0.3030	0.3019
2651	363.11	3.272	0.3077	0.3548
2654	393.61	3.098	0.3079	0.3425
2655	492.78	3.813	0.3095	0.2525
2660	401.85	5.266	0.3103	0.2027
2686	433.68	4.698	0.3113	0.1609
2687	345.32	4.342	0.3116	0.1511
2691	387.91	4.570	0.3103	0.2068
2692	358.41	3.465	0.3099	0.2315
2693	296.67	3.310	0.3097	0.2384
2695	416.50	4.462	0.3054	0.2132
2706	602.61	3.806	0.3069	0.3847
2707	632.97	3.500	0.3067	0.3918
2708	679.28	3.884	0.3256	0.3420
2709	683.18	3.182	0.3277	0.4650
2710	702.51	3.031	0.3288	0.4956
2720	622.14	5.835	0.2954	0.2729
2729	617.01	5.841	0.3187	0.2002
2751	695.77	5.207	0.3090	0.2479
2784	823.53	5.980	0.3079	0.3312
2785	810.94	5.395	0.3086	0.2868
2793	495.50	6.090	0.2760	0.2896
2796	638.37	4.565	0.3081	0.3266
2797	661.79	5.552	0.3083	0.2609
2799	662.96	5.515	0.3078	0.2626
2812	559.52	8.062	0.3100	0.1440
2815	607.12	4.156	0.3087	0.2952
2816	594.45	3.523	0.3089	0.2887
2817	615.13	7.122	0.3104	0.1683
2844	615.00	5.432	0.3098	0.2365
2845	620.46	5.479	0.3098	0.2344
2851	811.16	12.420	0.2504	0.3726
2853	732.56	7.071	0.2709	0.6405
2855	649.22	6.156	0.3220	0.6375
2860	628.67	7.259	0.3284	0.3465
2862	676.23	4.298	0.3157	0.3104
2893	746.54	5.972	0.2968	0.4138
2894	764.44	6.524	0.3162	0.4010
2898	615.55	7.605	0.3149	0.4975
2990	567.17	1.606	0.3025	0.5543
2991	683.78	0.670	0.2844	1.0672
2994	622.40	2.764	0.3079	0.3400
2995	666.66	0.762	0.2872	0.9914
3292	648.56	2.963	0.2996	0.4878
3306	882.92	5.702	0.2969	0.3164
3309	784.62	1.477	0.2879	0.9737
3310	749.37	1.884	0.2954	0.7698
3311	770.33	1.670	0.2921	0.8601
3325	655.45	2.843	0.3029	0.5399
3605	360.61	3.846	0.3077	0.3114
3606	427.28	3.643	0.3074	0.3754
3608	367.89	3.383	0.3091	0.2819
3724	720.05	2.561	0.3043	0.5112
3728	772.31	1.937	0.3088	0.6855
3740	941.16	4.534	0.3076	0.3518
3802	628.90	2.970	0.3085	0.3120
3803	642.24	4.984	0.3092	0.2337
3811	666.57	4.236	0.3089	0.2832
3854	610.45	5.878	0.3232	0.3371
3859	703.03	3.664	0.3117	0.5168
3874	781.13	5.149	0.3055	0.3432
3925	604.00	4.380	0.3096	0.2481
3927	653.62	6.407	0.3088	0.2342
3931	691.57	0.782	0.2903	0.9093
3936	500.92	4.376	0.3102	0.1748
3937	538.27	4.025	0.3108	0.1692
3938	560.62	3.834	0.3092	0.2453
3951	411.15	8.998	0.3153	0.0671
3984	353.61	4.547	0.3137	0.0986
3985	402.82	4.030	0.3116	0.1528
3987	488.39	4.139	0.3109	0.1765
3988	506.25	3.599	0.3090	0.2489
3989	528.18	3.889	0.3091	0.2554
3991	618.04	1.218	0.2981	0.6920
3992	644.03	1.022	0.2947	0.7878
3994	567.63	3.667	0.3091	0.2602
3995	588.97	3.267	0.3058	0.4020
4863	699.54	4.104	0.3053	0.4548
4988	705.25	3.515	0.3074	0.3550
4989	708.67	3.489	0.3074	0.3569
4993	649.71	0.893	0.2918	0.8674
4994	599.11	1.268	0.2982	0.6874
5860	679.70	7.933	0.3242	0.3974
5866	616.57	5.794	0.3065	0.4091
5870	804.72	3.436	0.2644	0.6687
5875	714.55	4.039	0.2996	0.4300
5884	619.68	3.633	0.3037	0.5068
5887	673.49	4.192	0.3045	0.4390
7858	605.20	5.418	0.3068	0.3147
