252
14021051	0.0367	0 0 0 0 0 0.3
14021102	-0.0067	0 0 0 0 0 0.3
14031101	-0.0183	0 0 0 0 0 0.3
14031104	0.0245	0 0 0 0 0 0.3
14041102	0.0278	0 0 0 0 0 0.3
14050017	0.0096	0 0 0 0 0 0.3
14050502	-0.0084	0 0 0 0 0 0.3
14051101	-0.0384	0 0 0 0 0 0.3
14051102	-0.0077	0 0 0 0 0 0.3
14051108	0.0035	0 0 0 0 0 0.3
14211101	0.0399	0 0 0 0 0 0.3
14211313	-0.0079	0 0 0 0 0 0.3
14270017	0.008	0 0 0 0 0 0.3
15011421	0.0056	0 0 0 0 0 0.3
15110007	0.0356	0 0 0 0 0 0.3
15110201	-0.0185	0 0 0 0 0 0.3
15111501	0.0224	0 0 0 0 0 0.3
15210011	0.0041	0 0 0 0 0 0.3
15210017	-0.0036	0 0 0 0 0 0.3
15210501	-0.0167	0 0 0 0 0 0.3
15211051	-0.0573	0 0 0 0 0 0.3
15211102	0.0529	0 0 0 0 0 0.3
15211103	0.0447	0 0 0 0 0 0.3
15211104	0.0426	0 0 0 0 0 0.3
15211105	0.0333	0 0 0 0 0 0.3
15211252	0.0427	0 0 0 0 0 0.3
15211302	-0.0388	0 0 0 0 0 0.3
15211312	-0.0554	0 0 0 0 0 0.3
15211313	-0.0795	0 0 0 0 0 0.3
15211403	-0.0904	0 0 0 0 0 0.3
15211446	-0.0545	0 0 0 0 0 0.3
15211448	-0.0727	0 0 0 0 0 0.3
15211479	-0.1032	0 0 0 0 0 0.3
15211501	0.0044	0 0 0 0 0 0.3
15230502	0.0045	0 0 0 0 0 0.3
15231501	0.0374	0 0 0 0 0 0.3
15231521	0.0105	0 0 0 0 0 0.3
15291053	-0.0927	0 0 0 0 0 0.3
15291079	-0.1238	0 0 0 0 0 0.3
15291303	-0.0586	0 0 0 0 0 0.3
15291313	-0.0768	0 0 0 0 0 0.3
15411103	0.0626	0 0 0 0 0 0.3
15411104	0.0654	0 0 0 0 0 0.3
15411105	0.0569	0 0 0 0 0 0.3
15411107	0.0508	0 0 0 0 0 0.3
15411313	-0.0177	0 0 0 0 0 0.3
15710017	0.0022	0 0 0 0 0 0.3
15710137	0.0241	0 0 0 0 0 0.3
16040202	0.0305	0 0 0 0 0 0.3
16040905	0.0439	0 0 0 0 0 0.3
16040909	-0.0064	0 0 0 0 0 0.3
16041401	-0.1337	0 0 0 0 0 0.3
16041601	0.044	0 0 0 0 0 0.3
16140003	0.0502	0 0 0 0 0 0.3
16140909	0.0142	0 0 0 0 0 0.3
16140910	-0.0151	0 0 0 0 0 0.3
16141401	-0.0064	0 0 0 0 0 0.3
16150002	0.1887	0 0 0 0 0 0.3
16151604	0.0432	0 0 0 0 0 0.3
16161604	0.1149	0 0 0 0 0 0.3
16161615	0.0515	0 0 0 0 0 0.3
16191401	-0.013	0 0 0 0 0 0.3
16201401	-0.0891	0 0 0 0 0 0.3
16460003	0.0518	0 0 0 0 0 0.3
16461401	-0.1039	0 0 0 0 0 0.3
17061421	0.0152	0 0 0 0 0 0.3
17100501	-0.0077	0 0 0 0 0 0.3
17101313	0.0144	0 0 0 0 0 0.3
17101571	-0.0086	0 0 0 0 0 0.3
17101706	0.005	0 0 0 0 0 0.3
17480706	0.0048	0 0 0 0 0 0.3
17601105	0.1002	0 0 0 0 0 0.3
17720413	0.0859	0 0 0 0 0 0.3
17721421	0.035	0 0 0 0 0 0.3
17721521	0.0323	0 0 0 0 0 0.3
18211101	0.1003	0 0 0 0 0 0.3
18451821	0.0238	0 0 0 0 0 0.3
18761315	0.0169	0 0 0 0 0 0.3
18761479	0.0377	0 0 0 0 0 0.3
19110905	0.2424	0 0 0 0 0 0.3
19111772	-0.0013	0 0 0 0 0 0.3
19220001	0.0948	0 0 0 0 0 0.3
19220909	0.1018	0 0 0 0 0 0.3
19380909	0.1692	0 0 0 0 0 0.3
19381051	0.0922	0 0 0 0 0 0.3
19381511	0.0505	0 0 0 0 0 0.3
19381604	0.0862	0 0 0 0 0 0.3
19381615	0.210623	0 0 0 0 0 0.3
20820909	-0.0044	0 0 0 0 0 0.3
20860002	-0.115	0 0 0 0 0 0.3
23910909	-0.0096	0 0 0 0 0 0.3
23911392	0.0212	0 0 0 0 0 0.3
23911471	0.0086	0 0 0 0 0 0.3
24141102	0.0351	0 0 0 0 0 0.3
26300909	0.002	0 0 0 0 0 0.3
26300910	0.0485	0 0 0 0 0 0.3
26401101	-0.0113	0 0 0 0 0 0.3
26500909	0.0148	0 0 0 0 0 0.3
26501604	0.0136	0 0 0 0 0 0.3
26501614	-0.0005	0 0 0 0 0 0.3
26501617	-0.011	0 0 0 0 0 0.3
26501640	-0.0072	0 0 0 0 0 0.3
26501646	-0.0006	0 0 0 0 0 0.3
28601541	0.0555	0 0 0 0 0 0.3
36061622	0.0501	0 0 0 0 0 0.3
36081619	0.0086	0 0 0 0 0 0.3
19210002	0.2204	0 0 0 0 0 0.3
19210005	0.2279	0 0 0 0 0 0.3
19210905	0.2476	0 0 0 0 0 0.3
19210909	0.2472	0 0 0 0 0 0.3
19211051	0.0133	0 0 0 0 0 0.3
19211101	-0.0777	0 0 0 0 0 0.3
19211102	-0.1074	0 0 0 0 0 0.3
19211104	0.0172	0 0 0 0 0 0.3
19211302	0.05	0 0 0 0 0 0.3
19211401	0.0496	0 0 0 0 0 0.3
19211911	-0.2772	0 0 0 0 0 0.3
19210501	0.0196	0 0 0 0 0 0.3
19211109	0.0134	0 0 0 0 0 0.3
19211167	0.0479	0 0 0 0 0 0.3
19211181	-0.0446	0 0 0 0 0 0.3
19211741	-0.2719	0 0 0 0 0 0.3
19211772	0.0306	0 0 0 0 0 0.3
28621921	-0.2286	0 0 0 0 0 0.3
38541921	-0.0584	0 0 0 0 0 0.3
9080001	0.0138	0 0 0 0 0 0.3
9020001	-0.105	0 0 0 0 0 0.3
19210001	0.1322	0 0 0 0 0 0.3
11010001	0.0797	0 0 0 0 0 0.3
11020001	0.0564	0 0 0 0 0 0.3
19220011	0.0577	0 0 0 0 0 0.3
19220137	0.042	0 0 0 0 0 0.3
19220501	0	0 0 0 0 0 0.3
19220502	0.01	0 0 0 0 0 0.3
19220504	0.06	0 0 0 0 0 0.3
19220506	0.0148	0 0 0 0 0 0.3
19220908	0.0863	0 0 0 0 0 0.3
19220905	0.1797	0 0 0 0 0 0.3
19220902	0	0 0 0 0 0 0.3
19221921	0.1561	0 0 0 0 0 0.3
19221101	0.0468	0 0 0 0 0 0.3
19221102	0.0872	0 0 0 0 0 0.3
9050902	-0.0222	0 0 0 0 0 0.3
9080905	0.0072	0 0 0 0 0 0.3
11010905	0.1727	0 0 0 0 0 0.3
11020905	0.0987	0 0 0 0 0 0.3
9090902	-0.1002	0 0 0 0 0 0.3
9080902	-0.0073	0 0 0 0 0 0.3
19210908	0.119	0 0 0 0 0 0.3
11020908	0.0491	0 0 0 0 0 0.3
19210902	-0.007	0 0 0 0 0 0.3
11010902	-0.085	0 0 0 0 0 0.3
11020902	-0.1073	0 0 0 0 0 0.3
19211103	0.0577	0 0 0 0 0 0.3
19211105	0.0832	0 0 0 0 0 0.3
19211106	0.0543	0 0 0 0 0 0.3
11010004	0.0463	0 0 0 0 0 0.3
11010005	0.0483	0 0 0 0 0 0.3
11010006	0.0473	0 0 0 0 0 0.3
11010007	0.0289	0 0 0 0 0 0.3
11010017	0.0442	0 0 0 0 0 0.3
11010027	0.0434	0 0 0 0 0 0.3
11010046	0.0382	0 0 0 0 0 0.3
11010056	0.004	0 0 0 0 0 0.3
11010064	0.0553	0 0 0 0 0 0.3
11010137	0.0455	0 0 0 0 0 0.3
11010138	0.0411	0 0 0 0 0 0.3
11010201	-0.0023	0 0 0 0 0 0.3
11010202	0.0197	0 0 0 0 0 0.3
11010502	0.0222	0 0 0 0 0 0.3
11031101	0.0316	0 0 0 0 0 0.3
11041101	0.0144	0 0 0 0 0 0.3
11061101	0.0005	0 0 0 0 0 0.3
11091101	0.0131	0 0 0 0 0 0.3
11031102	0.0188	0 0 0 0 0 0.3
11041102	0.0045	0 0 0 0 0 0.3
11051102	0.0141	0 0 0 0 0 0.3
11061102	0.0001	0 0 0 0 0 0.3
11091102	-0.0031	0 0 0 0 0 0.3
 6020002	0.01	0 0 0 0 0 0.3
