314		
9090002	0.1299997	0 0 0 0 0 0.3
5010137	0.030216463	0 0 0 0 0 0.3
10510011	0.090323583	0 0 0 0 0 0.3
10510137	0.127357112	0 0 0 0 0 0.3
10520011	0.059673183	0 0 0 0 0 0.3
10520137	0.092069612	0 0 0 0 0 0.3
10710137	0.087078691	0 0 0 0 0 0.3
10510501	0.026515672	0 0 0 0 0 0.3
10520501	0.010080724	0 0 0 0 0 0.3
18760501	0.029999847	0 0 0 0 0 0.3
10710501	0.009301057	0 0 0 0 0 0.3
11010002	0.0021	0 0 0 0 0 0.3
14051108	0.0165	0 0 0 0 0 0.3
15211252	0.043	0 0 0 0 0 0.3
19381615	0.1779	0 0 0 0 0 0.3
20001	-0.0095	0 0 0 0 0 0.3
30001	0.0085	0 0 0 0 0 0.3
50001	0.0122	0 0 0 0 0 0.3
110001	0.0367	0 0 0 0 0 0.3
170001	0.0343	0 0 0 0 0 0.3
560001	0.005	0 0 0 0 0 0.3
770001	-0.1158	0 0 0 0 0 0.3
9050001	0.0499	0 0 0 0 0 0.3
9050002	0.0461	0 0 0 0 0 0.3
9050007	0.1169	0 0 0 0 0 0.3
9050056	0.0822	0 0 0 0 0 0.3
9590201	0.0333	0 0 0 0 0 0.3
30002	-0.0277	0 0 0 0 0 0.3
170002	0.0044	0 0 0 0 0 0.3
20860002	-0.1242	0 0 0 0 0 0.3
9140001	0.0265	0 0 0 0 0 0.3
80003	0.0109	0 0 0 0 0 0.3
5010137	0.0247	0 0 0 0 0 0.3
5020501	-0.0004	0 0 0 0 0 0.3
5010017	0.0063	0 0 0 0 0 0.3
1380137	-0.0005	0 0 0 0 0 0.3
15710137	0.0285	0 0 0 0 0 0.3
1370011	-0.0048	0 0 0 0 0 0.3
15230502	-0.0009	0 0 0 0 0 0.3
15231501	0.0347	0 0 0 0 0 0.3
15710017	0.0054	0 0 0 0 0 0.3
19220001	0.1116	0 0 0 0 0 0.3
9090001	0.097	0 0 0 0 0 0.3
9090905	-0.0179	0 0 0 0 0 0.3
9090201	0.0529	0 0 0 0 0 0.3
9090002	0.13	0 0 0 0 0 0.3
9090003	0.1277	0 0 0 0 0 0.3
9090005	0.1318	0 0 0 0 0 0.3
9090104	0.1416	0 0 0 0 0 0.3
9090502	0.1131	0 0 0 0 0 0.3
9090056	0.1067	0 0 0 0 0 0.3
20820909	-0.0127	0 0 0 0 0 0.3
10510007	0.0975	0 0 0 0 0 0.3
10510501	0.0278	0 0 0 0 0 0.3
10510137	0.1141	0 0 0 0 0 0.3
10510011	0.1039	0 0 0 0 0 0.3
10520501	0.0073	0 0 0 0 0 0.3
10520011	0.0754	0 0 0 0 0 0.3
14050502	-0.0031	0 0 0 0 0 0.3
14050017	0.0166	0 0 0 0 0 0.3
14270017	0.0109	0 0 0 0 0 0.3
15011421	0.0139	0 0 0 0 0 0.3
13130502	0.0171	0 0 0 0 0 0.3
10710501	0.0012	0 0 0 0 0 0.3
17480706	0.0035	0 0 0 0 0 0.3
16140003	0.1912	0 0 0 0 0 0.3
16150002	0.1889	0 0 0 0 0 0.3
16161615	0.1	0 0 0 0 0 0.3
